replication,loss__delta_prop,loss__delta_rec,loss__total,loss__delta_int,Lambda__delta_prop,Lambda__delta_rec,Lambda__total,Lambda__delta_int,T_rec__delta_prop,T_rec__delta_rec,T_rec__total,T_rec__delta_int,T_rec_bounded__delta_prop,T_rec_bounded__delta_rec,T_rec_bounded__total,T_rec_bounded__delta_int,lock_in__delta_prop,lock_in__delta_rec,lock_in__total,lock_in__delta_int,any_censored
13,0.011653319652212613,0.008643089064319515,0.022151295471893206,0.0018548867553610793,0.01153607974401294,0.0,0.01153607974401294,0.0,0.0,80.0,80.0,0.0,0.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,False
14,0.0072987376201795046,0.0024822621199099004,0.010348827720093198,0.0005678279800037933,0.04421365044651537,0.0,0.04421365044651537,0.0,10.0,30.0,40.0,0.0,10.0,30.0,40.0,0.0,0.0,0.0,0.0,0.0,False
15,0.009205148371960209,0.0029394447916521044,0.01281546105319531,0.0006708678895829961,0.06411763334715381,0.0,0.06411763334715381,0.0,0.0,30.0,30.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,False
16,0.014720788881497415,0.0033940433171217033,0.0191386846637058,0.0010238524650866832,0.030686260889534855,0.0,0.030686260889534855,0.0,0.0,40.0,40.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,False
17,0.020964099514051798,0.0,0.020964099514051798,0.0,0.2616304528655582,0.0,0.2616304528655582,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,False
18,0.02175021241043551,0.020293081625943787,0.04618093880843979,0.004137644772060495,0.09677751268524215,0.0,0.09677751268524215,0.0,0.0,210.0,210.0,0.0,0.0,210.0,210.0,0.0,0.0,0.0,0.0,0.0,False
19,0.003944137066724099,0.00010856602882110267,0.004158848951106901,0.00010614585556169981,0.018822022464515475,0.0,0.018822022464515475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
20,0.007415596869087,0.006177525928872697,0.014999687990079995,0.0014065651921202973,0.028572155968764723,0.0,0.028572155968764723,0.0,10.0,80.0,90.0,0.0,10.0,80.0,90.0,0.0,0.0,0.0,0.0,0.0,False
21,0.017329823624250812,0.003915899688928415,0.022671561666048806,0.0014258383528695795,0.08744482929077668,0.0,0.08744482929077668,0.0,0.0,40.0,50.0,10.0,0.0,40.0,50.0,10.0,0.0,0.0,0.0,0.0,False
22,0.005611396317585601,0.00017650838464979696,0.006000607239008603,0.0002127025367732044,0.010672338382960278,0.0,0.010672338382960278,0.0,10.0,10.0,20.0,0.0,10.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,False
