replication,loss__delta_prop,loss__delta_rec,loss__total,loss__delta_int,Lambda__delta_prop,Lambda__delta_rec,Lambda__total,Lambda__delta_int,T_rec__delta_prop,T_rec__delta_rec,T_rec__total,T_rec__delta_int,T_rec_bounded__delta_prop,T_rec_bounded__delta_rec,T_rec_bounded__total,T_rec_bounded__delta_int,lock_in__delta_prop,lock_in__delta_rec,lock_in__total,lock_in__delta_int,any_censored
233,0.022325565084801796,0.004962225401257403,0.0328839903955179,0.005596199909458699,0.05049204831240184,0.0,0.05049204831240184,0.0,20.0,80.0,150.0,50.0,20.0,80.0,150.0,50.0,0.0,0.0,0.0,0.0,False
234,0.008228387611968202,0.010283454306916504,0.022608968718280595,0.004097126799395889,0.027926328912868947,0.0,0.027926328912868947,0.0,0.0,170.0,190.0,20.0,0.0,170.0,190.0,20.0,0.0,0.0,0.0,0.0,False
235,0.0097616480221413,0.0008793591236610013,0.013050751935282198,0.0024097447894798965,0.04252225559059958,0.0,0.04252225559059958,0.0,10.0,30.0,80.0,40.0,10.0,30.0,80.0,40.0,0.0,0.0,0.0,0.0,False
236,0.014705494820693388,0.022322365538205574,0.039582099352823585,0.0025542389939246235,0.022067622524976738,0.0,0.022067622524976738,0.0,10.0,270.0,310.0,30.0,10.0,270.0,310.0,30.0,0.0,0.0,0.0,0.0,False
237,0.014743345982106304,0.006922742999471598,0.11112496013491233,0.08945887115333442,0.03126304959079684,0.0,0.03126304959079684,0.0,0.0,60.0,,,0.0,60.0,2060.0,2000.0,0.0,0.0,1.0,1.0,True
238,0.013508823224444202,0.0394354184097422,0.13228535472716157,0.07934111309297517,0.06774350625983822,0.0,0.06774350625983822,0.0,0.0,220.0,,,0.0,220.0,3020.0,2800.0,0.0,0.0,1.0,1.0,True
239,0.0094414396220944,0.010081864858650091,0.07606273830637589,0.0565394338256314,0.01115116356141388,0.0,0.01115116356141388,0.0,10.0,130.0,,,10.0,130.0,2330.0,2190.0,0.0,0.0,1.0,1.0,True
240,0.011072807839634893,0.0112338969713653,0.06278486796626141,0.04047816315526122,0.0725212328983239,0.0,0.0725212328983239,0.0,0.0,170.0,,,0.0,170.0,2660.0,2490.0,0.0,0.0,1.0,1.0,True
241,0.012240038741862774,0.005343728993095681,0.02061239370614118,0.0030286259711827246,0.01852163567359777,0.0,0.01852163567359777,0.0,0.0,80.0,120.0,40.0,0.0,80.0,120.0,40.0,0.0,0.0,0.0,0.0,False
242,0.017786473034928807,0.010048647550885692,0.08507004179005301,0.05723492120423851,0.03889340877465697,0.0,0.03889340877465697,0.0,0.0,110.0,,,0.0,110.0,2210.0,2100.0,0.0,0.0,1.0,1.0,True
243,0.005082930034604902,0.0013033566383160028,0.006649326711465203,0.0002630400385442988,0.04621060004326594,0.0,0.04621060004326594,0.0,0.0,30.0,30.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,False
244,0.011044186024311398,0.013483129695516696,0.12063217026387589,0.0961048545440478,0.022870923538560017,0.0,0.022870923538560017,0.0,0.0,160.0,,,0.0,160.0,2410.0,2250.0,0.0,0.0,1.0,1.0,True
245,0.006531587465916505,0.004703753183273596,0.008892467382181107,-0.0023428732670089936,0.08381192401425008,0.0,0.08381192401425008,0.0,0.0,60.0,80.0,20.0,0.0,60.0,80.0,20.0,0.0,0.0,0.0,0.0,False
246,0.0022305771632979976,0.006428317468126991,0.0111320103675017,0.0024731157360767114,0.018795986252653885,0.0,0.018795986252653885,0.0,0.0,90.0,120.0,30.0,0.0,90.0,120.0,30.0,0.0,0.0,0.0,0.0,False
247,0.014341149955412191,0.023464913561182993,0.7333727216725533,0.6955666581559582,0.06618849387940373,0.0,0.06618849387940373,0.0,0.0,240.0,,,0.0,240.0,2420.0,2180.0,0.0,0.0,1.0,1.0,True
248,0.018594365477546698,0.01213874081416419,0.09378733846000659,0.0630542321682957,0.04570263707693867,0.0,0.04570263707693867,0.0,0.0,160.0,,,0.0,160.0,2390.0,2230.0,0.0,0.0,1.0,1.0,True
249,0.008311778522853197,0.004349115402378589,0.0832556163218058,0.07059472239657401,0.023694823264294507,0.0,0.023694823264294507,0.0,0.0,60.0,,,0.0,60.0,2840.0,2780.0,0.0,0.0,1.0,1.0,True
250,0.005962056828444903,0.006175198412033497,0.0126014405009418,0.00046418526046339975,0.025821906484883417,0.0,0.025821906484883417,0.0,10.0,110.0,140.0,20.0,10.0,110.0,140.0,20.0,0.0,0.0,0.0,0.0,False
251,0.011568460358657398,0.0006437617768525056,0.0137520954189254,0.0015398732834154966,0.07184458291862561,0.0,0.07184458291862561,0.0,0.0,10.0,30.0,20.0,0.0,10.0,30.0,20.0,0.0,0.0,0.0,0.0,False
252,0.004303970765837398,0.010016289521356705,0.0803143088120899,0.0659940485248958,0.007817583592026,0.0,0.007817583592026,0.0,10.0,140.0,,,10.0,140.0,2730.0,2580.0,0.0,0.0,1.0,1.0,True
253,0.015826770502172904,0.038150365412927295,0.7566553853711934,0.7026782494560931,0.10475538299421439,0.0,0.10475538299421439,0.0,0.0,150.0,,,0.0,150.0,2470.0,2320.0,0.0,0.0,1.0,1.0,True
254,0.004278199505084498,5.0629121887000444e-05,0.0044252279852470995,9.639935827560064e-05,0.05848221405517218,0.0,0.05848221405517218,0.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,False
255,0.025245128094921993,0.04453682461352029,0.5951174626837809,0.5253355099753386,0.0716108463809334,0.0,0.0716108463809334,0.0,0.0,400.0,,,0.0,400.0,1910.0,1510.0,0.0,0.0,1.0,1.0,True
256,0.0036642820624939974,0.0004476071274957978,0.0048946666540004985,0.0007827774640107032,0.03458682094778093,0.0,0.03458682094778093,0.0,10.0,20.0,30.0,0.0,10.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,False
257,0.0175620819167287,0.012428444555788398,0.030599506775855906,0.0006089803033388075,0.05535930969960101,0.0,0.05535930969960101,0.0,10.0,160.0,200.0,30.0,10.0,160.0,200.0,30.0,0.0,0.0,0.0,0.0,False
258,0.014313062698587814,0.014287380163490793,0.031776963078621795,0.0031765202165431883,0.07320221587107023,0.0,0.07320221587107023,0.0,0.0,210.0,240.0,30.0,0.0,210.0,240.0,30.0,0.0,0.0,0.0,0.0,False
259,0.014327704911546585,0.009290028799559397,0.12256073253185429,0.0989429988207483,0.0561386696796462,0.0,0.0561386696796462,0.0,0.0,110.0,,,0.0,110.0,2360.0,2250.0,0.0,0.0,1.0,1.0,True
260,0.023438085560582717,0.01817297050168068,0.11794707574909982,0.07633601968683643,0.04159622847053124,0.0,0.04159622847053124,0.0,0.0,190.0,,,0.0,190.0,1780.0,1590.0,0.0,0.0,1.0,1.0,True
261,0.010756354547625295,0.0013921728669731986,0.015954301704708698,0.0038057742901102046,0.09558592981108799,0.0,0.09558592981108799,0.0,0.0,30.0,90.0,60.0,0.0,30.0,90.0,60.0,0.0,0.0,0.0,0.0,False
262,0.02297666541650681,0.015389323611656791,0.1254382526575938,0.08707226362943021,0.07802459625486347,0.0,0.07802459625486347,0.0,0.0,160.0,,,0.0,160.0,2000.0,1840.0,0.0,0.0,1.0,1.0,True
263,0.006666121698075803,0.008301917013259594,0.08252798102556219,0.0675599423142268,0.035502050498429916,0.0,0.035502050498429916,0.0,0.0,140.0,,,0.0,140.0,2610.0,2470.0,0.0,0.0,1.0,1.0,True
264,0.02914948144342419,0.027494717490428394,0.12998957692457488,0.0733453779907223,0.10610440056689596,0.0,0.10610440056689596,0.0,0.0,360.0,,,0.0,360.0,1950.0,1590.0,0.0,0.0,1.0,1.0,True
265,0.0047931534708863036,0.004603942948020107,0.0122493458002298,0.0028522493813233907,0.026803143515166383,0.0,0.026803143515166383,0.0,0.0,70.0,110.0,40.0,0.0,70.0,110.0,40.0,0.0,0.0,0.0,0.0,False
266,0.009189288613041295,5.323074827310453e-05,0.010111699154698998,0.0008691797933845988,0.04682521634660436,0.0,0.04682521634660436,0.0,0.0,0.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,False
267,0.008480932829191101,0.012638942947218096,0.019736539085572297,-0.0013833366908369005,0.01264323620058072,0.0,0.01264323620058072,0.0,0.0,160.0,200.0,40.0,0.0,160.0,200.0,40.0,0.0,0.0,0.0,0.0,False
268,0.01145531892595869,0.017017189097786906,0.027602655543344706,-0.00086985248040089,0.00847407868744171,0.0,0.00847407868744171,0.0,0.0,230.0,260.0,30.0,0.0,230.0,260.0,30.0,0.0,0.0,0.0,0.0,False
269,0.021376713074542808,0.03441569057035038,0.09770458393710929,0.041912180292216106,0.010993631217901978,0.0,0.010993631217901978,0.0,0.0,360.0,,,0.0,360.0,1550.0,1190.0,0.0,0.0,1.0,1.0,True
270,0.0037828244833188057,0.004442494233756006,0.0735211157061328,0.06529579698905799,-0.0009780273847388998,0.0,-0.0009780273847388998,0.0,10.0,50.0,,,10.0,50.0,2710.0,2650.0,0.0,0.0,1.0,1.0,True
271,0.009501930352312407,0.009442980792920705,0.1320679154462474,0.1131230043010143,0.07646411816346355,0.0,0.07646411816346355,0.0,0.0,110.0,,,0.0,110.0,2790.0,2680.0,0.0,0.0,1.0,1.0,True
272,0.009320355515181011,0.015046978049757298,0.0821406248627832,0.05777329129784489,0.008280915036709469,0.0,0.008280915036709469,0.0,10.0,200.0,,,10.0,200.0,2350.0,2140.0,0.0,0.0,1.0,1.0,True
273,0.011045442907868998,0.013945889353754203,0.8466974917140315,0.8217061594524083,0.2516105232706869,0.0,0.2516105232706869,0.0,0.0,90.0,,,0.0,90.0,3260.0,3170.0,0.0,0.0,1.0,1.0,True
274,0.010052712127263504,0.001532954997595308,0.014040517900228706,0.0024548507753698948,0.038665443111990216,0.0,0.038665443111990216,0.0,0.0,30.0,60.0,30.0,0.0,30.0,60.0,30.0,0.0,0.0,0.0,0.0,False
275,0.0056875485354878005,0.0004639554063089954,0.006949190108924301,0.0007976861671275051,0.01624989192711651,0.0,0.01624989192711651,0.0,0.0,10.0,30.0,20.0,0.0,10.0,30.0,20.0,0.0,0.0,0.0,0.0,False
276,0.0080464254576475,0.005764207516396905,0.0174525693050141,0.0036419363309696945,0.019939265928536065,0.0,0.019939265928536065,0.0,0.0,100.0,140.0,40.0,0.0,100.0,140.0,40.0,0.0,0.0,0.0,0.0,False
277,0.0016411800717748004,0.0002890556927890031,0.0024428418891773024,0.0005126061246134989,0.010093705375070983,0.0,0.010093705375070983,0.0,0.0,10.0,20.0,10.0,0.0,10.0,20.0,10.0,0.0,0.0,0.0,0.0,False
278,0.005905634649444401,0.000734052677376397,0.007741795443905498,0.0011021081170847005,0.022385448382287898,0.0,0.022385448382287898,0.0,0.0,20.0,40.0,20.0,0.0,20.0,40.0,20.0,0.0,0.0,0.0,0.0,False
279,0.0023707878672509022,0.010565521129979799,0.011714324716983006,-0.0012219842802476955,0.004810254051001439,0.0,0.004810254051001439,0.0,0.0,150.0,160.0,10.0,0.0,150.0,160.0,10.0,0.0,0.0,0.0,0.0,False
280,0.003816426800971509,0.004350581712350907,0.00791179387340861,-0.0002552146399138061,0.0040673369658646985,0.0,0.0040673369658646985,0.0,0.0,80.0,90.0,10.0,0.0,80.0,90.0,10.0,0.0,0.0,0.0,0.0,False
281,0.0066082294490381055,0.015763047195459595,0.1255881006987322,0.10321682405423449,0.012902580070717928,0.0,0.012902580070717928,0.0,0.0,210.0,,,0.0,210.0,2780.0,2570.0,0.0,0.0,1.0,1.0,True
282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
283,0.015728423144654294,0.03161032410917851,0.19458178193619746,0.14724303468236466,0.05829855432256148,0.0,0.05829855432256148,0.0,0.0,190.0,,,0.0,190.0,2440.0,2250.0,0.0,0.0,1.0,1.0,True
284,0.016625039037871492,0.007766376980510692,0.02705516770392638,0.0026637516855441967,0.0164718804654731,0.0,0.0164718804654731,0.0,10.0,120.0,180.0,50.0,10.0,120.0,180.0,50.0,0.0,0.0,0.0,0.0,False
285,0.009267437646876306,0.0010020009357434023,0.0469287922071923,0.036659353624572594,0.1131545889781237,0.0,0.1131545889781237,0.0,10.0,20.0,,,10.0,20.0,3090.0,3060.0,0.0,0.0,1.0,1.0,True
286,0.012462233919942112,0.005193845559328586,0.0730002714353448,0.055344191956074096,0.0019781849512874317,0.0,0.0019781849512874317,0.0,10.0,70.0,,,10.0,70.0,2120.0,2040.0,0.0,0.0,1.0,1.0,True
287,0.009894366383614905,0.0138133248734153,0.082917375844481,0.059209684587450795,0.05546648425627465,0.0,0.05546648425627465,0.0,0.0,160.0,,,0.0,160.0,2400.0,2240.0,0.0,0.0,1.0,1.0,True
288,0.011811148148202416,0.013253420391216714,0.0776593425466274,0.05259477400720827,0.017545586812168557,0.0,0.017545586812168557,0.0,0.0,150.0,,,0.0,150.0,2230.0,2080.0,0.0,0.0,1.0,1.0,True
289,0.013574424924061385,0.028984423203790993,0.711258168693292,0.6686993205654396,0.09428403595370949,0.0,0.09428403595370949,0.0,0.0,200.0,,,0.0,200.0,2200.0,2000.0,0.0,0.0,1.0,1.0,True
290,0.009515305610065708,0.0002209659220736987,0.010228520165518604,0.000492248633379197,0.03546770157084661,0.0,0.03546770157084661,0.0,0.0,10.0,20.0,10.0,0.0,10.0,20.0,10.0,0.0,0.0,0.0,0.0,False
291,0.0038158967050614945,0.003074758797264994,0.009137640766020694,0.0022469852636942053,0.03153837484937383,0.0,0.03153837484937383,0.0,0.0,50.0,80.0,30.0,0.0,50.0,80.0,30.0,0.0,0.0,0.0,0.0,False
292,0.0006427217975703003,2.49533419796992e-05,0.0009134063462678012,0.00024573120671780163,0.012163734654143499,0.0,0.012163734654143499,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,False
293,0.010597760165363998,0.04162724444688681,0.7792191963154553,0.7269941917032046,0.10258790239905935,0.0,0.10258790239905935,0.0,0.0,130.0,,,0.0,130.0,2730.0,2600.0,0.0,0.0,1.0,1.0,True
294,0.0011459767299637977,0.002469768509126495,0.004197314735232396,0.0005815694961421036,0.009017864403404907,0.0,0.009017864403404907,0.0,0.0,50.0,50.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False
295,0.016363668375548895,0.01167799405600961,0.0254528626845916,-0.0025887997469669077,0.034024795908444205,0.0,0.034024795908444205,0.0,0.0,170.0,180.0,10.0,0.0,170.0,180.0,10.0,0.0,0.0,0.0,0.0,False
296,0.007399139137313798,0.007092809627185795,0.0162610078332224,0.0017690590687228086,0.08020295776425823,0.0,0.08020295776425823,0.0,0.0,100.0,120.0,20.0,0.0,100.0,120.0,20.0,0.0,0.0,0.0,0.0,False
297,0.011467797396462392,0.004809737112876883,0.0788902998391601,0.06261276532982082,0.05139198865659855,0.0,0.05139198865659855,0.0,0.0,60.0,,,0.0,60.0,2470.0,2410.0,0.0,0.0,1.0,1.0,True
298,0.012398487111360795,0.002802115439442303,0.8365544489463416,0.8213538463955384,0.23341940583638576,0.0,0.23341940583638576,0.0,0.0,50.0,,,0.0,50.0,3070.0,3020.0,0.0,0.0,1.0,1.0,True
299,0.006295379297907001,0.0035803189313770994,0.010990250768009496,0.0011145525387253954,0.06158996593591459,0.0,0.06158996593591459,0.0,0.0,60.0,120.0,60.0,0.0,60.0,120.0,60.0,0.0,0.0,0.0,0.0,False
300,0.0133316053736885,0.010695462256752102,0.09408179375298059,0.07005472612253999,0.10595764191430229,0.0,0.10595764191430229,0.0,0.0,160.0,,,0.0,160.0,2950.0,2790.0,0.0,0.0,1.0,1.0,True
301,0.008831205556701104,0.00012852872132119997,0.009000061412091004,4.032713406870031e-05,0.19837635035459855,0.0,0.19837635035459855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
302,0.017960242134426596,0.004624414037231503,0.09577253211110609,0.07318787593944799,0.17628523855779932,0.0,0.17628523855779932,0.0,0.0,60.0,,,0.0,60.0,2840.0,2780.0,0.0,0.0,1.0,1.0,True
303,0.003267101141285398,0.004488472781577903,0.13597420580682928,0.12821863188396598,0.0061443281911228165,0.0,0.0061443281911228165,0.0,0.0,100.0,,,0.0,100.0,3210.0,3110.0,0.0,0.0,1.0,1.0,True
304,0.011472484071844799,0.013212313528722291,0.1293502032935596,0.1046654056929925,0.03132562898382141,0.0,0.03132562898382141,0.0,10.0,200.0,,,10.0,200.0,2650.0,2440.0,0.0,0.0,1.0,1.0,True
305,0.005059767655973803,0.012265565531222801,0.138445484678405,0.12112015149120842,0.038529933403747996,0.0,0.038529933403747996,0.0,0.0,190.0,,,0.0,190.0,3010.0,2820.0,0.0,0.0,1.0,1.0,True
306,0.016334819453006078,0.013103310092230092,0.031232488144294884,0.0017943585990587152,0.04623164415779524,0.0,0.04623164415779524,0.0,10.0,170.0,210.0,30.0,10.0,170.0,210.0,30.0,0.0,0.0,0.0,0.0,False
307,0.011505132786974404,0.0047620051373419015,0.016991100761938188,0.0007239628376218832,0.07178064204902901,0.0,0.07178064204902901,0.0,0.0,60.0,90.0,30.0,0.0,60.0,90.0,30.0,0.0,0.0,0.0,0.0,False
308,0.007963686222887303,2.401117601229935e-05,0.008218448716291099,0.0002307513173914963,0.13905268750465893,0.0,0.13905268750465893,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,False
309,0.023499203745711905,0.005825843448549084,0.08541265913668561,0.05608761194242462,0.04850419744121193,0.0,0.04850419744121193,0.0,10.0,90.0,,,10.0,90.0,2180.0,2080.0,0.0,0.0,1.0,1.0,True
310,0.017927596139333285,0.022719859573690382,0.15832170020094938,0.11767424448792571,0.060666997021242564,0.0,0.060666997021242564,0.0,10.0,250.0,,,10.0,250.0,2330.0,2070.0,0.0,0.0,1.0,1.0,True
311,0.010161264716376697,0.001666924742101894,0.014663027848718299,0.002834838390239708,0.01696848669536688,0.0,0.01696848669536688,0.0,0.0,30.0,60.0,30.0,0.0,30.0,60.0,30.0,0.0,0.0,0.0,0.0,False
312,0.011611470495525494,0.005098586181373904,0.017670192906991594,0.0009601362300921956,0.07330806701341969,0.0,0.07330806701341969,0.0,0.0,80.0,90.0,10.0,0.0,80.0,90.0,10.0,0.0,0.0,0.0,0.0,False
313,0.02016387382226481,0.012215395453716388,0.1360991218658848,0.1037198525899036,0.06380143400625515,0.0,0.06380143400625515,0.0,0.0,130.0,,,0.0,130.0,2420.0,2290.0,0.0,0.0,1.0,1.0,True
314,0.024527251674738015,0.05445632885385332,0.5193228323795731,0.44033925185098177,0.059680884097403575,0.0,0.059680884097403575,0.0,10.0,460.0,,,10.0,460.0,1400.0,930.0,0.0,0.0,1.0,1.0,True
315,0.023308181336831102,0.024218969166300924,0.13614426456210674,0.08861711405897471,0.09510179262369656,0.0,0.09510179262369656,0.0,0.0,280.0,,,0.0,280.0,2270.0,1990.0,0.0,0.0,1.0,1.0,True
316,0.008853787200908708,0.0007473847409225076,0.011261677692502498,0.0016605057506712817,0.027996264241497704,0.0,0.027996264241497704,0.0,0.0,10.0,40.0,30.0,0.0,10.0,40.0,30.0,0.0,0.0,0.0,0.0,False
317,0.017722768611144774,0.035095452062579496,0.6401371287894627,0.5873189081157385,0.08459011459889931,0.0,0.08459011459889931,0.0,0.0,270.0,,,0.0,270.0,1830.0,1560.0,0.0,0.0,1.0,1.0,True
318,0.009265076325196603,0.0008294362840712,0.011577920714700693,0.0014834081054328901,0.07834990088062288,0.0,0.07834990088062288,0.0,0.0,10.0,40.0,30.0,0.0,10.0,40.0,30.0,0.0,0.0,0.0,0.0,False
319,0.016145612151916122,0.051400017732693426,0.15687304548354453,0.08932741559893498,0.051179318523159045,0.0,0.051179318523159045,0.0,10.0,380.0,,,10.0,380.0,2050.0,1660.0,0.0,0.0,1.0,1.0,True
320,0.0137628900491987,0.022290879341511305,0.11636474966519952,0.08031098027448952,0.007993382936251514,0.0,0.007993382936251514,0.0,0.0,250.0,,,0.0,250.0,2150.0,1900.0,0.0,0.0,1.0,1.0,True
321,0.0084444224987269,0.0007126904751895008,0.011474401154021,0.0023172881801045986,0.16467526516444864,0.0,0.16467526516444864,0.0,10.0,20.0,50.0,20.0,10.0,20.0,50.0,20.0,0.0,0.0,0.0,0.0,False
322,0.015851909508122,0.009126882166247102,0.13474089875674258,0.10976210708237348,0.13882574803811454,0.0,0.13882574803811454,0.0,0.0,110.0,,,0.0,110.0,2780.0,2670.0,0.0,0.0,1.0,1.0,True
323,0.017081062363245997,0.05701993493341409,0.6077393488367395,0.5336383515400794,0.05628967444585298,0.0,0.05628967444585298,0.0,0.0,370.0,,,0.0,370.0,1880.0,1510.0,0.0,0.0,1.0,1.0,True
324,0.019059352352837705,0.007308083158842613,0.1003301907235157,0.07396275521183539,0.09128153543947382,0.0,0.09128153543947382,0.0,0.0,100.0,,,0.0,100.0,2730.0,2630.0,0.0,0.0,1.0,1.0,True
325,0.0064750607295224055,0.003240616953066905,0.006974301008371098,-0.0027413766742182127,0.01879031134446013,0.0,0.01879031134446013,0.0,0.0,50.0,60.0,10.0,0.0,50.0,60.0,10.0,0.0,0.0,0.0,0.0,False
326,0.007398387980187507,0.010069819949482,0.1281235615387072,0.11065535360903768,0.030273905730667572,0.0,0.030273905730667572,0.0,10.0,120.0,,,10.0,120.0,2720.0,2590.0,0.0,0.0,1.0,1.0,True
327,0.019434795651678896,0.038206919075401816,0.1420230283980229,0.08438131367094218,0.13642734094680498,0.0,0.13642734094680498,0.0,0.0,140.0,,,0.0,140.0,2750.0,2610.0,0.0,0.0,1.0,1.0,True
328,0.0061591434234151005,0.004281331370862895,0.012337292400481092,0.0018968176062030967,0.025991487036979732,0.0,0.025991487036979732,0.0,0.0,80.0,100.0,20.0,0.0,80.0,100.0,20.0,0.0,0.0,0.0,0.0,False
329,0.017804568221546108,0.03542229419526241,0.1455202636914571,0.09229340127464858,0.05427226168858068,0.0,0.05427226168858068,0.0,0.0,350.0,,,0.0,350.0,2180.0,1830.0,0.0,0.0,1.0,1.0,True
330,0.011666226953867202,0.006115667839377205,0.019638602888440403,0.0018567080951959955,0.04855170886378318,0.0,0.04855170886378318,0.0,0.0,90.0,130.0,40.0,0.0,90.0,130.0,40.0,0.0,0.0,0.0,0.0,False
331,0.014953082269973897,0.008659229055918205,0.025323901257680095,0.0017115899317879935,0.05501344874217762,0.0,0.05501344874217762,0.0,0.0,150.0,170.0,20.0,0.0,150.0,170.0,20.0,0.0,0.0,0.0,0.0,False
332,0.0022757987972116048,0.0021099910186995058,0.005645703216748302,0.0012599134008371912,0.0071557694000838334,0.0,0.0071557694000838334,0.0,0.0,30.0,50.0,20.0,0.0,30.0,50.0,20.0,0.0,0.0,0.0,0.0,False
333,0.019052135722724794,0.05543450216349799,0.7574607023063662,0.6829740644201434,0.0973397794556693,0.0,0.0973397794556693,0.0,0.0,160.0,,,0.0,160.0,2370.0,2210.0,0.0,0.0,1.0,1.0,True
334,0.003687774192694001,1.278492318250099e-05,0.0038599648784768993,0.00015940576260039738,0.030179895728930484,0.0,0.030179895728930484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
335,0.0095703734609721,0.0050007644534707935,0.08169722813141869,0.0671260902169758,0.032998114595696904,0.0,0.032998114595696904,0.0,0.0,60.0,,,0.0,60.0,2720.0,2660.0,0.0,0.0,1.0,1.0,True
336,0.013719196707833892,0.0067946131543034916,0.0884655322596872,0.06795172239754982,0.027886730481838984,0.0,0.027886730481838984,0.0,10.0,90.0,,,10.0,90.0,2630.0,2530.0,0.0,0.0,1.0,1.0,True
337,0.01370689973500619,0.019992465996226005,0.07919562127268559,0.045496255541453395,0.009524839347154423,0.0,0.009524839347154423,0.0,0.0,280.0,,,0.0,280.0,1980.0,1700.0,0.0,0.0,1.0,1.0,True
338,0.015361616648842502,0.004502050919393902,0.09246607545313201,0.07260240788489561,0.13800382518623378,0.0,0.13800382518623378,0.0,10.0,70.0,,,10.0,70.0,2990.0,2910.0,0.0,0.0,1.0,1.0,True
339,0.009469565628896504,0.0031741623979466976,0.013496051168266299,0.0008523231414230975,0.03529153339485269,0.0,0.03529153339485269,0.0,0.0,50.0,60.0,10.0,0.0,50.0,60.0,10.0,0.0,0.0,0.0,0.0,False
340,0.005022781570940001,0.002585119267987303,0.08213918602564371,0.07453128518671642,0.0363255166153752,0.0,0.0363255166153752,0.0,0.0,40.0,,,0.0,40.0,3120.0,3080.0,0.0,0.0,1.0,1.0,True
341,0.007705880069203197,0.0012247714444938024,0.01072035373985479,0.001789702226157791,0.013143709507100976,0.0,0.013143709507100976,0.0,0.0,30.0,50.0,20.0,0.0,30.0,50.0,20.0,0.0,0.0,0.0,0.0,False
342,0.013038497282386194,0.0199874406822758,0.1349649698739464,0.10193903190928441,0.04977083177298647,0.0,0.04977083177298647,0.0,0.0,230.0,,,0.0,230.0,2630.0,2400.0,0.0,0.0,1.0,1.0,True
343,0.011993854827745384,0.009677217441938793,0.025378268857928696,0.0037071965882445185,0.015761352919517746,0.0,0.015761352919517746,0.0,0.0,120.0,160.0,40.0,0.0,120.0,160.0,40.0,0.0,0.0,0.0,0.0,False
344,0.0074684194043102,0.008286800919220905,0.0758057266500392,0.0600505063265081,0.00853851931791394,0.0,0.00853851931791394,0.0,0.0,90.0,,,0.0,90.0,2470.0,2380.0,0.0,0.0,1.0,1.0,True
345,0.012371971401654719,0.05804199654919001,0.7065380624491908,0.6361240944983462,0.021921048249716413,0.0,0.021921048249716413,0.0,0.0,300.0,,,0.0,300.0,2250.0,1950.0,0.0,0.0,1.0,1.0,True
346,0.0021674345939753994,0.000774548923377201,0.0037849409141911053,0.0008429573968385048,0.008013053454701213,0.0,0.008013053454701213,0.0,0.0,10.0,30.0,20.0,0.0,10.0,30.0,20.0,0.0,0.0,0.0,0.0,False
347,0.007294297321002202,0.011417096916427102,0.13441746258179468,0.11570606834436538,0.06311441308718957,0.0,0.06311441308718957,0.0,0.0,170.0,,,0.0,170.0,3110.0,2940.0,0.0,0.0,1.0,1.0,True
348,0.012891098017821512,0.005293823169163603,0.019553083765285695,0.0013681625783005802,0.021587750078988943,0.0,0.021587750078988943,0.0,10.0,70.0,140.0,60.0,10.0,70.0,140.0,60.0,0.0,0.0,0.0,0.0,False
349,0.0050920320085018,0.0007574164121066027,0.0072183478619182034,0.001368899441309801,0.007215942790625596,0.0,0.007215942790625596,0.0,0.0,20.0,40.0,20.0,0.0,20.0,40.0,20.0,0.0,0.0,0.0,0.0,False
350,0.014827292464231784,0.008734387565931978,0.05032378768263668,0.026762107652472916,0.027230826337308223,0.0,0.027230826337308223,0.0,0.0,110.0,,,0.0,110.0,2250.0,2140.0,0.0,0.0,1.0,1.0,True
351,0.0156078085394349,0.011046058763247699,0.1349153580844702,0.1082614907817876,0.1113733961515111,0.0,0.1113733961515111,0.0,0.0,130.0,,,0.0,130.0,2670.0,2540.0,0.0,0.0,1.0,1.0,True
352,0.0104714472700035,0.007526182037693008,0.12460012512457092,0.1066024958168744,0.07719380632095652,0.0,0.07719380632095652,0.0,0.0,90.0,,,0.0,90.0,2660.0,2570.0,0.0,0.0,1.0,1.0,True
353,0.013012926534687691,0.0926025191751643,0.6969306177520213,0.5913151720421693,0.06882768251815075,0.0,0.06882768251815075,0.0,0.0,390.0,,,0.0,390.0,2370.0,1980.0,0.0,0.0,1.0,1.0,True
354,0.0028322155676251994,0.0024154945197627994,0.0059692489851586004,0.0007215388977706017,0.0409462570481105,0.0,0.0409462570481105,0.0,0.0,40.0,50.0,10.0,0.0,40.0,50.0,10.0,0.0,0.0,0.0,0.0,False
