R,loss,Lambda,F_min,t_min,T_rec,T_rec_censored,T_rec_bound,lock_in,F_end,arm,indicator,replication,arm_check,loss_T3062,loss_T6125,loss_T9188,loss_T12250,loss_T15312,loss_T18375,loss_T21438,loss_T24500
0.9775252559536436,0.0224747440463565,0.4037925032469533,0.5962074967530466,360.0,2670.0,False,24260.0,0.0,0.9999999999999976,00,operational,0,0,0.1799352610387727,0.0899724230613874,0.0599816153742591,0.0449494880927107,0.0359654623863954,0.0299744817166968,0.0256944110655962,0.0224747440463565
0.97101882074874,0.02898117925126,0.5149437635043853,0.4850562364956147,360.0,2670.0,False,24260.0,0.0,0.9999999999999976,10,operational,0,10,0.2320292683981299,0.1160194267411487,0.0773462844941,0.0579623585025178,0.0463774586319957,0.0386520899104985,0.0331329394146461,0.02898117925126
0.97179026912716,0.0282097308728399,0.4037925032469533,0.5962074967530466,360.0,3160.0,False,24260.0,0.0,0.9999999999999976,01,operational,0,1,0.2210698944263627,0.1129311121543359,0.0752874081028914,0.0564194617456775,0.0451429396724074,0.0376232121058555,0.0322509755662423,0.0282097308728399
0.8688639336274435,0.1311360663725564,0.5149437635043853,0.4850562364956147,360.0,,True,24260.0,1.0,0.8893731201557741,11,operational,0,11,0.2746735888354291,0.1927306494429347,0.165362726243365,0.151645252900887,0.1434469366661788,0.1379799048820101,0.1340741532900541,0.1311360663725564
0.917129648387403,0.082870351612597,0.8087232047341273,0.1912767952658726,360.0,4720.0,False,24260.0,0.0,0.9999999999999976,00,operational,30,0,0.5711028294743562,0.331752224592906,0.2211681497286046,0.1657407032251917,0.1326142138803794,0.1105238766743936,0.0947421192024554,0.082870351612597
0.910434766790278,0.0895652332097219,0.8780660315751064,0.1219339684248935,360.0,4720.0,False,24260.0,0.0,0.9999999999999976,10,operational,30,10,0.6230668144721395,0.3585536296794357,0.2390357531196245,0.1791304664194417,0.1433277735883845,0.1194528151136731,0.1023960902304331,0.0895652332097219
0.9018697591226704,0.0981302408773295,0.8087232047341273,0.1912767952658726,360.0,6290.0,False,24260.0,0.0,0.9999999999999976,01,operational,30,1,0.559382221272691,0.3895321999829038,0.261894433714002,0.1962604817546567,0.1570340236116627,0.1308759336687294,0.1121880961966667,0.0981302408773295
0.7946637951217966,0.2053362048782033,0.8780660315751064,0.1219339684248935,360.0,,True,24260.0,1.0,0.8652945856693853,11,operational,30,11,0.6241195043639668,0.4174593960979222,0.3232080688421532,0.2759669954257921,0.2477331327117985,0.2289054343859182,0.21545456824643,0.2053362048782033
0.9468502907804754,0.0531497092195245,0.6874504727094801,0.3125495272905199,360.0,3490.0,False,24260.0,0.0,0.9999999999999976,00,operational,60,0,0.4107599022237576,0.2127725287382855,0.141848352492191,0.1062994184390466,0.0850534210240582,0.0708855675491746,0.0607637832887701,0.0531497092195245
0.9456223932470688,0.0543776067529312,0.6888683381382015,0.3111316618617985,360.0,3490.0,False,24260.0,0.0,0.9999999999999976,10,operational,60,10,0.4202707636097471,0.2176881316089498,0.145125421072634,0.1087552135058602,0.0870183778867925,0.0725232098773436,0.0621675858817922,0.0543776067529312
0.9425475366225256,0.0574524633774744,0.6874504727094801,0.3125495272905199,360.0,4400.0,False,24260.0,0.0,0.9999999999999976,01,operational,60,1,0.3955184010714475,0.2299976066581825,0.1533317377721224,0.1149049267549463,0.0919389518450751,0.0766241346079534,0.0656829375990719,0.0574524633774744
0.848738870885048,0.151261129114952,0.6888683381382015,0.3111316618617985,360.0,,True,24260.0,1.0,0.8893731202453783,11,operational,60,11,0.4081574626908848,0.2732966688605192,0.21907340582522,0.1918953784752823,0.1756522951254965,0.1648206254992104,0.15708227449695,0.151261129114952
0.9787965620039702,0.0212034379960297,0.3732960941477025,0.6267039058522975,360.0,2410.0,False,24260.0,0.0,0.9999999999999976,00,operational,90,0,0.1697660885302403,0.0848830442651451,0.0565886961767642,0.0424068759920573,0.0339310405553697,0.0282789456125593,0.0242409813767019,0.0212034379960297
0.9762191132136546,0.0237808867863453,0.4109855772662689,0.5890144227337311,360.0,2410.0,False,24260.0,0.0,0.9999999999999976,10,operational,90,10,0.19040252492329,0.0952012624616699,0.0634675083077807,0.0475617735726884,0.0380556320225633,0.0317164793829857,0.0271876680478514,0.0237808867863453
0.975773259393954,0.024226740606046,0.3732960941477025,0.6267039058522975,360.0,2860.0,False,24260.0,0.0,0.9999999999999976,01,operational,90,1,0.1936538344892884,0.0969861347790989,0.0646574231860667,0.0484534812120898,0.0387691146210391,0.0323111129476381,0.0276973936000055,0.024226740606046
0.9740441688249892,0.0259558311750107,0.4109855772662689,0.5890144227337311,360.0,2850.0,False,24260.0,0.0,0.9999999999999976,11,operational,90,11,0.2075785432752684,0.1039081476777322,0.0692720984518222,0.0519116623500192,0.0415361112859402,0.0346171945447876,0.0296741886975154,0.0259558311750107
