R,loss,Lambda,F_min,t_min,T_rec,T_rec_censored,T_rec_bound,lock_in,F_end,arm,indicator,q_prop,kappa_prop,q_rec,kappa_rec,replication,psi_prop,psi_rec
0.9247875454861111,0.07521245451388892,0.4766250000000001,0.5233749999999999,56.0,213.0,False,876.0,0.0,1.0,10,operational,0.6,0.6,0.6,0.6,0,0.36,0.36
0.9303947810845057,0.06960521891549432,0.4325000000000001,0.5674999999999999,44.0,226.0,False,876.0,0.0,1.0,01,operational,0.6,0.6,0.6,0.6,0,0.36,0.36
0.9138874110024908,0.08611258899750918,0.4766250000000001,0.5233749999999999,56.0,238.0,False,876.0,0.0,1.0,11,operational,0.6,0.6,0.6,0.6,0,0.36,0.36
0.9353926388888889,0.0646073611111111,0.4325000000000001,0.5674999999999999,44.0,213.0,False,876.0,0.0,1.0,00,operational,0.6,0.8,0.6,0.8,0,0.48,0.48
0.9207120606481481,0.07928793935185185,0.49450000000000016,0.5054999999999998,53.0,213.0,False,876.0,0.0,1.0,10,operational,0.6,0.8,0.6,0.8,0,0.48,0.48
0.928544578471444,0.071455421528556,0.4325000000000001,0.5674999999999999,44.0,231.0,False,876.0,0.0,1.0,01,operational,0.6,0.8,0.6,0.8,0,0.48,0.48
0.8152234404965109,0.18477655950348915,0.49450000000000016,0.5054999999999998,53.0,,True,876.0,1.0,0.8650000000000002,11,operational,0.6,0.8,0.6,0.8,0,0.48,0.48
0.9353926388888889,0.0646073611111111,0.4325000000000001,0.5674999999999999,44.0,213.0,False,876.0,0.0,1.0,00,operational,0.6,1.0,0.6,1.0,0,0.6,0.6
0.9166347980324073,0.08336520196759267,0.51240625,0.48759375,56.0,213.0,False,876.0,0.0,1.0,10,operational,0.6,1.0,0.6,1.0,0,0.6,0.6
0.9280765190972222,0.07192348090277778,0.4325000000000001,0.5674999999999999,44.0,234.0,False,876.0,0.0,1.0,01,operational,0.6,1.0,0.6,1.0,0,0.6,0.6
0.7425710530536705,0.25742894694632945,0.51240625,0.48759375,56.0,,True,876.0,1.0,0.78,11,operational,0.6,1.0,0.6,1.0,0,0.6,0.6
0.9353926388888889,0.0646073611111111,0.4325000000000001,0.5674999999999999,44.0,213.0,False,876.0,0.0,1.0,00,operational,0.8,0.2,0.8,0.2,0,0.16000000000000003,0.16000000000000003
0.9323933231626158,0.0676066768373842,0.4325000000000001,0.5674999999999999,44.0,213.0,False,876.0,0.0,1.0,10,operational,0.8,0.2,0.8,0.2,0,0.16000000000000003,0.16000000000000003
