column,n_iso_psi_groups,n_points_in_groups,collapse_ratio,max_within_group_range,median_within_group_range,total_range
Lambda__delta_prop,10,21,0.94837683055822,0.028619791666666648,0.012386874999999986,0.13421145833333326
T_rec__delta_rec,10,21,0.9580246609969317,8.166666666666668,5.033333333333333,57.63333333333333
loss__delta_prop,10,21,0.993007528667763,0.0019332893327064006,0.0008679122126816392,0.026272614757844637
loss__delta_rec,10,21,0.9194004709486884,0.006319979152161755,0.0024185186775714405,0.022961963020403327
loss__delta_int,10,21,0.8618319943948587,0.13177187103931245,0.020528884346240162,0.3892027405813293
