replication,loss__delta_prop,loss__delta_rec,loss__total,loss__delta_int,Lambda__delta_prop,Lambda__delta_rec,Lambda__total,Lambda__delta_int,T_rec__delta_prop,T_rec__delta_rec,T_rec__total,T_rec__delta_int,T_rec_bounded__delta_prop,T_rec_bounded__delta_rec,T_rec_bounded__total,T_rec_bounded__delta_int,lock_in__delta_prop,lock_in__delta_rec,lock_in__total,lock_in__delta_int,any_censored,q_prop,kappa_prop,q_rec,kappa_rec,psi_prop,psi_rec
9,0.00352406444444453,0.00412311680555566,0.00882791591222154,0.00118073466222135,0.017000000000000015,0.0,0.017000000000000015,0.0,0.0,9.0,11.0,2.0,0.0,9.0,11.0,2.0,0.0,0.0,0.0,0.0,False,0.4,0.4,0.4,0.4,0.16000000000000003,0.16000000000000003
10,0.0010834688888888833,0.0020993350000000355,0.0034214203325145798,0.00023861644362566103,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,False,0.4,0.4,0.4,0.4,0.16000000000000003,0.16000000000000003
11,0.006932458796296337,0.011936394444444498,0.020521843714465082,0.0016529904737242473,0.027000000000000024,0.0,0.027000000000000024,0.0,0.0,20.0,22.0,2.0,0.0,20.0,22.0,2.0,0.0,0.0,0.0,0.0,False,0.4,0.4,0.4,0.4,0.16000000000000003,0.16000000000000003
12,0.004905945679012258,0.0029530061728394452,0.008841702102126203,0.0009827502502745,0.020000000000000018,0.0,0.020000000000000018,0.0,1.0,7.0,10.0,2.0,1.0,7.0,10.0,2.0,0.0,0.0,0.0,0.0,False,0.4,0.4,0.4,0.4,0.16000000000000003,0.16000000000000003
13,0.0049536644675926,0.008967027777777692,0.015147157812919199,0.0012264655675489067,0.0003750000000000142,0.0,0.0003750000000000142,0.0,0.0,16.0,18.0,2.0,0.0,16.0,18.0,2.0,0.0,0.0,0.0,0.0,False,0.4,0.4,0.4,0.4,0.16000000000000003,0.16000000000000003
14,0.0051614538888890005,0.005721309291135457,0.012416613398748,0.0015338502187235425,0.026475000000000026,0.0,0.026475000000000026,0.0,0.0,13.0,15.0,2.0,0.0,13.0,15.0,2.0,0.0,0.0,0.0,0.0,False,0.4,0.4,0.4,0.4,0.16000000000000003,0.16000000000000003
15,0.003009891203703763,0.0020399814814815453,0.005896076354515611,0.0008462036693303032,0.006999999999999895,0.0,0.006999999999999895,0.0,0.0,5.0,7.0,2.0,0.0,5.0,7.0,2.0,0.0,0.0,0.0,0.0,False,0.4,0.4,0.4,0.4,0.16000000000000003,0.16000000000000003
16,0.004120629513889029,0.004491852700617249,0.009285731827400223,0.0006732496128939447,0.0,0.0,0.0,0.0,0.0,8.0,10.0,2.0,0.0,8.0,10.0,2.0,0.0,0.0,0.0,0.0,False,0.4,0.4,0.4,0.4,0.16000000000000003,0.16000000000000003
17,0.002719025740740788,0.0024256795689131527,0.006644830209106667,0.001500124899452726,0.014000000000000012,0.0,0.014000000000000012,0.0,0.0,6.0,9.0,3.0,0.0,6.0,9.0,3.0,0.0,0.0,0.0,0.0,False,0.4,0.4,0.4,0.4,0.16000000000000003,0.16000000000000003
18,0.005552583024691304,0.01167702179783947,0.018218749916209975,0.0009891450936792001,0.00737500000000002,0.0,0.00737500000000002,0.0,0.0,19.0,21.0,2.0,0.0,19.0,21.0,2.0,0.0,0.0,0.0,0.0,False,0.4,0.4,0.4,0.4,0.16000000000000003,0.16000000000000003
19,0.004937214699074044,0.002810784482715989,0.009860149912027771,0.0021121507302377385,0.015362499999999946,0.0,0.015362499999999946,0.0,0.0,7.0,10.0,3.0,0.0,7.0,10.0,3.0,0.0,0.0,0.0,0.0,False,0.4,0.4,0.4,0.4,0.16000000000000003,0.16000000000000003
20,0.002319893240740778,0.0032247643333941367,0.006347693824737433,0.0008030362506025179,0.005775000000000086,0.0,0.005775000000000086,0.0,0.0,7.0,9.0,2.0,0.0,7.0,9.0,2.0,0.0,0.0,0.0,0.0,False,0.4,0.4,0.4,0.4,0.16000000000000003,0.16000000000000003
21,0.004964699305555653,0.008914065586419828,0.01563402750050258,0.0017552626085270973,0.013000000000000012,0.0,0.013000000000000012,0.0,0.0,17.0,20.0,3.0,0.0,17.0,20.0,3.0,0.0,0.0,0.0,0.0,False,0.4,0.4,0.4,0.4,0.16000000000000003,0.16000000000000003
22,0.0016334333333334339,0.001590992592592655,0.00352874986154883,0.0003043239356227412,0.0017500000000000293,0.0,0.0017500000000000293,0.0,0.0,5.0,6.0,1.0,0.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,False,0.4,0.4,0.4,0.4,0.16000000000000003,0.16000000000000003
23,0.0035878431481481954,0.006680571294778392,0.010867020238091274,0.0005986057951646861,0.010000000000000009,0.0,0.010000000000000009,0.0,0.0,14.0,15.0,1.0,0.0,14.0,15.0,1.0,0.0,0.0,0.0,0.0,False,0.4,0.4,0.4,0.4,0.16000000000000003,0.16000000000000003
24,0.005394730555555505,0.001351770476016978,0.008154258399166392,0.0014077573675939092,0.020000000000000018,0.0,0.020000000000000018,0.0,0.0,4.0,7.0,3.0,0.0,4.0,7.0,3.0,0.0,0.0,0.0,0.0,False,0.4,0.4,0.4,0.4,0.16000000000000003,0.16000000000000003
25,0.004372536157407403,0.007139002660655702,0.012828813146315787,0.0013172743282526822,0.017000000000000015,0.0,0.017000000000000015,0.0,0.0,13.0,16.0,3.0,0.0,13.0,16.0,3.0,0.0,0.0,0.0,0.0,False,0.4,0.4,0.4,0.4,0.16000000000000003,0.16000000000000003
26,0.0019453549382715263,0.004382062477231385,0.006575626751725294,0.0002482093362223825,0.0,0.0,0.0,0.0,0.0,10.0,11.0,1.0,0.0,10.0,11.0,1.0,0.0,0.0,0.0,0.0,False,0.4,0.4,0.4,0.4,0.16000000000000003,0.16000000000000003
27,0.0038190274305555105,0.0016696229084395275,0.006969893078166645,0.0014812427391716065,0.027874999999999983,0.0,0.027874999999999983,0.0,0.0,5.0,8.0,3.0,0.0,5.0,8.0,3.0,0.0,0.0,0.0,0.0,False,0.4,0.4,0.4,0.4,0.16000000000000003,0.16000000000000003
28,0.0026540488888889824,6.91536612023036e-05,0.003295771946337789,0.0005725693962465028,0.01737499999999992,0.0,0.01737499999999992,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,False,0.4,0.4,0.4,0.4,0.16000000000000003,0.16000000000000003
29,0.001909156574073978,0.0006506490088038497,0.0028759935964779437,0.00031618801360011606,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,False,0.4,0.4,0.4,0.4,0.16000000000000003,0.16000000000000003
0,0.007712624166666737,0.0007613898148148834,0.011657992048287547,0.003183978066805926,0.050999999999999934,0.0,0.050999999999999934,0.0,0.0,3.0,10.0,7.0,0.0,3.0,10.0,7.0,0.0,0.0,0.0,0.0,False,0.4,0.6,0.4,0.6,0.24,0.24
1,0.008448045717592723,0.007169697916666662,0.01954927072330559,0.003931527089046205,0.05102499999999999,0.0,0.05102499999999999,0.0,0.0,15.0,22.0,7.0,0.0,15.0,22.0,7.0,0.0,0.0,0.0,0.0,False,0.4,0.6,0.4,0.6,0.24,0.24
2,0.006207993055555638,0.0027579831481482353,0.012641743281111117,0.0036757670774072437,0.050999999999999934,0.0,0.050999999999999934,0.0,0.0,8.0,15.0,7.0,0.0,8.0,15.0,7.0,0.0,0.0,0.0,0.0,False,0.4,0.6,0.4,0.6,0.24,0.24
3,0.004103372222222235,0.004165771349123992,0.010228770410466992,0.001959626839120765,0.02100000000000002,0.0,0.02100000000000002,0.0,1.0,11.0,15.0,3.0,1.0,11.0,15.0,3.0,0.0,0.0,0.0,0.0,False,0.4,0.6,0.4,0.6,0.24,0.24
4,0.0055304782407404884,0.0019288345666205187,0.010480842695953063,0.003021529888592056,0.03514375000000003,0.0,0.03514375000000003,0.0,0.0,5.0,12.0,7.0,0.0,5.0,12.0,7.0,0.0,0.0,0.0,0.0,False,0.4,0.6,0.4,0.6,0.24,0.24
5,0.0027582428124998115,0.0007080171407407576,0.004009415681139217,0.0005431557278986476,0.01784999999999992,0.0,0.01784999999999992,0.0,0.0,3.0,5.0,2.0,0.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,False,0.4,0.6,0.4,0.6,0.24,0.24
6,0.010634040972222203,0.0159597956018519,0.039071615784281866,0.012477779210207762,0.06000000000000005,0.0,0.06000000000000005,0.0,0.0,29.0,47.0,18.0,0.0,29.0,47.0,18.0,0.0,0.0,0.0,0.0,False,0.4,0.6,0.4,0.6,0.24,0.24
7,0.003238211111111111,0.0005081311403103417,0.005558631457219909,0.0018122892057984563,0.04469999999999996,0.0,0.04469999999999996,0.0,0.0,2.0,7.0,5.0,0.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0,False,0.4,0.6,0.4,0.6,0.24,0.24
8,0.0033915846296296293,0.001605728422318431,0.0056919781789156465,0.0006946651269675863,0.0204312499999999,0.0,0.0204312499999999,0.0,0.0,5.0,7.0,2.0,0.0,5.0,7.0,2.0,0.0,0.0,0.0,0.0,False,0.4,0.6,0.4,0.6,0.24,0.24
9,0.00577965222222232,0.0071825991634250075,0.01678735260477615,0.0038251012191288236,0.028181250000000047,0.0,0.028181250000000047,0.0,0.0,15.0,22.0,7.0,0.0,15.0,22.0,7.0,0.0,0.0,0.0,0.0,False,0.4,0.6,0.4,0.6,0.24,0.24
10,0.0021721199999999996,0.004321878732042372,0.007378275727481731,0.0008842769954393592,0.00968749999999996,0.0,0.00968749999999996,0.0,0.0,14.0,16.0,2.0,0.0,14.0,16.0,2.0,0.0,0.0,0.0,0.0,False,0.4,0.6,0.4,0.6,0.24,0.24
11,0.010772757638888963,0.022935248224978833,0.039233986523371844,0.005525980659504048,0.04050000000000009,0.0,0.04050000000000009,0.0,0.0,38.0,45.0,7.0,0.0,38.0,45.0,7.0,0.0,0.0,0.0,0.0,False,0.4,0.6,0.4,0.6,0.24,0.24
12,0.00795248101851842,0.005576569444444401,0.016366753339392304,0.002837702876429482,0.05021874999999998,0.0,0.05021874999999998,0.0,1.0,13.0,18.0,4.0,1.0,13.0,18.0,4.0,0.0,0.0,0.0,0.0,False,0.4,0.6,0.4,0.6,0.24,0.24
13,0.007656106944444407,0.015956916377314778,0.027194228755643257,0.0035812054338840715,0.010774999999999979,0.0,0.010774999999999979,0.0,0.0,28.0,34.0,6.0,0.0,28.0,34.0,6.0,0.0,0.0,0.0,0.0,False,0.4,0.6,0.4,0.6,0.24,0.24
14,0.008304153055555652,0.010927434500875965,0.023962874743402973,0.004731287186971356,0.04943749999999991,0.0,0.04943749999999991,0.0,0.0,25.0,32.0,7.0,0.0,25.0,32.0,7.0,0.0,0.0,0.0,0.0,False,0.4,0.6,0.4,0.6,0.24,0.24
15,0.004808468750000072,0.003321290356779416,0.010405996543774276,0.002276237436994788,0.017137499999999917,0.0,0.017137499999999917,0.0,0.0,8.0,13.0,5.0,0.0,8.0,13.0,5.0,0.0,0.0,0.0,0.0,False,0.4,0.6,0.4,0.6,0.24,0.24
16,0.0065386222222222345,0.008048705839646453,0.01642492375530591,0.0018375956934372217,0.006862499999999994,0.0,0.006862499999999994,0.0,0.0,15.0,18.0,3.0,0.0,15.0,18.0,3.0,0.0,0.0,0.0,0.0,False,0.4,0.6,0.4,0.6,0.24,0.24
17,0.004414524722222257,0.0038471125000000272,0.013057277328793915,0.00479564010657163,0.02100000000000002,0.0,0.02100000000000002,0.0,0.0,10.0,20.0,10.0,0.0,10.0,20.0,10.0,0.0,0.0,0.0,0.0,False,0.4,0.6,0.4,0.6,0.24,0.24
18,0.008746416203703533,0.02350320624999991,0.0353989750660173,0.0031493526123138604,0.02729999999999999,0.0,0.02729999999999999,0.0,0.0,39.0,43.0,4.0,0.0,39.0,43.0,4.0,0.0,0.0,0.0,0.0,False,0.4,0.6,0.4,0.6,0.24,0.24
19,0.00782106249999992,0.004521388358354361,0.01854936823544262,0.006206917377088339,0.038831249999999984,0.0,0.038831249999999984,0.0,0.0,10.0,22.0,12.0,0.0,10.0,22.0,12.0,0.0,0.0,0.0,0.0,False,0.4,0.6,0.4,0.6,0.24,0.24
20,0.0037695690277778082,0.005809304033333462,0.012446868938465694,0.0028679958773544234,0.009000000000000008,0.0,0.009000000000000008,0.0,0.0,14.0,20.0,6.0,0.0,14.0,20.0,6.0,0.0,0.0,0.0,0.0,False,0.4,0.6,0.4,0.6,0.24,0.24
21,0.007737375347222408,0.01580933883101865,0.029854726595576975,0.0063080124173359176,0.029187500000000033,0.0,0.029187500000000033,0.0,0.0,30.0,40.0,10.0,0.0,30.0,40.0,10.0,0.0,0.0,0.0,0.0,False,0.4,0.6,0.4,0.6,0.24,0.24
22,0.0029723722222223525,0.0029099435185185873,0.0068425364196921246,0.0009602206789511847,0.017850000000000033,0.0,0.017850000000000033,0.0,0.0,9.0,12.0,3.0,0.0,9.0,12.0,3.0,0.0,0.0,0.0,0.0,False,0.4,0.6,0.4,0.6,0.24,0.24
23,0.005871827222222237,0.013107168855555629,0.020947270774833604,0.0019682746970557385,0.025500000000000078,0.0,0.025500000000000078,0.0,0.0,28.0,31.0,3.0,0.0,28.0,31.0,3.0,0.0,0.0,0.0,0.0,False,0.4,0.6,0.4,0.6,0.24,0.24
24,0.008516568055555562,0.0024541031058860074,0.014871216609541271,0.0039005454480997015,0.046287499999999926,0.0,0.046287499999999926,0.0,0.0,7.0,15.0,8.0,0.0,7.0,15.0,8.0,0.0,0.0,0.0,0.0,False,0.4,0.6,0.4,0.6,0.24,0.24
25,0.0069410872222221975,0.013783101965092581,0.02449247570075308,0.0037682865134383015,0.025499999999999967,0.0,0.025499999999999967,0.0,0.0,26.0,32.0,6.0,0.0,26.0,32.0,6.0,0.0,0.0,0.0,0.0,False,0.4,0.6,0.4,0.6,0.24,0.24
26,0.003295782407407355,0.00887222222222217,0.01309837520414836,0.0009303705745188351,0.002906249999999999,0.0,0.002906249999999999,0.0,0.0,20.0,22.0,2.0,0.0,20.0,22.0,2.0,0.0,0.0,0.0,0.0,False,0.4,0.6,0.4,0.6,0.24,0.24
27,0.0061609135416665906,0.0028553395370369827,0.013340581467994106,0.004324328389290533,0.04784999999999984,0.0,0.04784999999999984,0.0,0.0,8.0,18.0,10.0,0.0,8.0,18.0,10.0,0.0,0.0,0.0,0.0,False,0.4,0.6,0.4,0.6,0.24,0.24
28,0.004517288611111225,0.00010449997233752395,0.006114520257138212,0.0014927316736894625,0.03600000000000003,0.0,0.03600000000000003,0.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,False,0.4,0.6,0.4,0.6,0.24,0.24
29,0.00321622444444436,0.0010676775200553212,0.005031381258806533,0.000747479294306852,0.007349999999999857,0.0,0.007349999999999857,0.0,0.0,4.0,7.0,3.0,0.0,4.0,7.0,3.0,0.0,0.0,0.0,0.0,False,0.4,0.6,0.4,0.6,0.24,0.24
0,0.010659091481481586,0.0010545287628384026,0.08027895527602913,0.06856533503170914,0.06800000000000006,0.0,0.06800000000000006,0.0,0.0,4.0,,,0.0,4.0,663.0,659.0,0.0,0.0,1.0,1.0,True,0.4,0.8,0.4,0.8,0.32000000000000006,0.32000000000000006
1,0.011676482253086595,0.011567917520619475,0.055225140692086616,0.031980740918380546,0.07220000000000004,0.0,0.07220000000000004,0.0,0.0,25.0,,,0.0,25.0,646.0,621.0,0.0,0.0,1.0,1.0,True,0.4,0.8,0.4,0.8,0.32000000000000006,0.32000000000000006
2,0.008583527777777822,0.0039190324250441,0.07933921476001282,0.0668366545571909,0.06800000000000006,0.0,0.06800000000000006,0.0,1.0,11.0,,,1.0,11.0,680.0,668.0,0.0,0.0,1.0,1.0,True,0.4,0.8,0.4,0.8,0.32000000000000006,0.32000000000000006
3,0.005955477777777829,0.006945498856209098,0.05008140328635413,0.037180426652367204,0.027999999999999914,0.0,0.027999999999999914,0.0,1.0,18.0,,,1.0,18.0,717.0,698.0,0.0,0.0,1.0,1.0,True,0.4,0.8,0.4,0.8,0.32000000000000006,0.32000000000000006
4,0.007627674691357833,0.0027849610395268565,0.04529130095167799,0.0348786652207933,0.05400000000000005,0.0,0.05400000000000005,0.0,0.0,8.0,,,0.0,8.0,663.0,655.0,0.0,0.0,1.0,1.0,True,0.4,0.8,0.4,0.8,0.32000000000000006,0.32000000000000006
5,0.00402972305555549,0.000997412451851698,0.006298693115588838,0.0012715576081816504,0.023799999999999932,0.0,0.023799999999999932,0.0,1.0,4.0,9.0,4.0,1.0,4.0,9.0,4.0,0.0,0.0,0.0,0.0,False,0.4,0.8,0.4,0.8,0.32000000000000006,0.32000000000000006
6,0.014569425000000136,0.025525202847805795,0.17554953425925923,0.1354549064114533,0.07999999999999996,0.0,0.07999999999999996,0.0,0.0,46.0,,,0.0,46.0,562.0,516.0,0.0,0.0,1.0,1.0,True,0.4,0.8,0.4,0.8,0.32000000000000006,0.32000000000000006
7,0.004571688888888814,0.0006824710582010729,0.04287285376346428,0.03761869381637439,0.059599999999999986,0.0,0.059599999999999986,0.0,0.0,3.0,,,0.0,3.0,738.0,735.0,0.0,0.0,1.0,1.0,True,0.4,0.8,0.4,0.8,0.32000000000000006,0.32000000000000006
8,0.004796186913580303,0.00245110546737215,0.008619668493484278,0.0013723761125318257,0.027999999999999914,0.0,0.027999999999999914,0.0,0.0,7.0,12.0,5.0,0.0,7.0,12.0,5.0,0.0,0.0,0.0,0.0,False,0.4,0.8,0.4,0.8,0.32000000000000006,0.32000000000000006
9,0.008027489999999915,0.01007916176587298,0.07555648004495108,0.057449828279078186,0.03820000000000001,0.0,0.03820000000000001,0.0,0.0,22.0,,,0.0,22.0,643.0,621.0,0.0,0.0,1.0,1.0,True,0.4,0.8,0.4,0.8,0.32000000000000006,0.32000000000000006
10,0.0032782155555555192,0.004139203968253957,0.04065923309563224,0.033241813571822765,0.014000000000000012,0.0,0.014000000000000012,0.0,0.0,15.0,,,0.0,15.0,749.0,734.0,0.0,0.0,1.0,1.0,True,0.4,0.8,0.4,0.8,0.32000000000000006,0.32000000000000006
11,0.014631028703703808,0.02951158372043261,0.1077231507655908,0.06358053834145438,0.05400000000000005,0.0,0.05400000000000005,0.0,1.0,53.0,,,1.0,53.0,506.0,452.0,0.0,0.0,1.0,1.0,True,0.4,0.8,0.4,0.8,0.32000000000000006,0.32000000000000006
12,0.010980585802469078,0.007225398456790044,0.05196040625116438,0.03375442199190526,0.07220000000000004,0.0,0.07220000000000004,0.0,1.0,17.0,,,1.0,17.0,657.0,639.0,0.0,0.0,1.0,1.0,True,0.4,0.8,0.4,0.8,0.32000000000000006,0.32000000000000006
13,0.010362318518518432,0.02675358873456779,0.06920219154491392,0.032086284291827694,0.018199999999999994,0.0,0.018199999999999994,0.0,0.0,47.0,,,0.0,47.0,575.0,528.0,0.0,0.0,1.0,1.0,True,0.4,0.8,0.4,0.8,0.32000000000000006,0.32000000000000006
14,0.011413296666666684,0.012344010740740874,0.0855006497633698,0.06174334235596224,0.06799999999999995,0.0,0.06799999999999995,0.0,1.0,31.0,,,1.0,31.0,640.0,608.0,0.0,0.0,1.0,1.0,True,0.4,0.8,0.4,0.8,0.32000000000000006,0.32000000000000006
15,0.0065963657407408505,0.004707442172839582,0.04600026675929936,0.034696458845718925,0.026599999999999846,0.0,0.026599999999999846,0.0,0.0,12.0,,,0.0,12.0,647.0,635.0,0.0,0.0,1.0,1.0,True,0.4,0.8,0.4,0.8,0.32000000000000006,0.32000000000000006
16,0.008955199999999941,0.011477592824074123,0.02435343157689618,0.003920638752822114,0.012600000000000056,0.0,0.012600000000000056,0.0,0.0,21.0,29.0,8.0,0.0,21.0,29.0,8.0,0.0,0.0,0.0,0.0,False,0.4,0.8,0.4,0.8,0.32000000000000006,0.32000000000000006
17,0.00612769037037042,0.0054500575381264404,0.07607996088401692,0.06450221297552006,0.028000000000000025,0.0,0.028000000000000025,0.0,0.0,14.0,,,0.0,14.0,666.0,652.0,0.0,0.0,1.0,1.0,True,0.4,0.8,0.4,0.8,0.32000000000000006,0.32000000000000006
18,0.011967416049382673,0.024411054012345557,0.060496131475779036,0.024117661414050806,0.0364000000000001,0.0,0.0364000000000001,0.0,0.0,46.0,,,0.0,46.0,577.0,531.0,0.0,0.0,1.0,1.0,True,0.4,0.8,0.4,0.8,0.32000000000000006,0.32000000000000006
19,0.010727592592592483,0.006379474943458807,0.0777457788194279,0.06063871128337661,0.05459999999999987,0.0,0.05459999999999987,0.0,0.0,15.0,,,0.0,15.0,624.0,609.0,0.0,0.0,1.0,1.0,True,0.4,0.8,0.4,0.8,0.32000000000000006,0.32000000000000006
20,0.005227092037037084,0.009963001441799069,0.07292879667932517,0.05773870320048902,0.012000000000000122,0.0,0.012000000000000122,0.0,0.0,23.0,,,0.0,23.0,652.0,629.0,0.0,0.0,1.0,1.0,True,0.4,0.8,0.4,0.8,0.32000000000000006,0.32000000000000006
21,0.010525815277777961,0.02467970921296314,0.10989443836925972,0.07468891387851861,0.040000000000000036,0.0,0.040000000000000036,0.0,1.0,46.0,,,1.0,46.0,594.0,547.0,0.0,0.0,1.0,1.0,True,0.4,0.8,0.4,0.8,0.32000000000000006,0.32000000000000006
22,0.004311727777777885,0.004314705555555576,0.04472040204603578,0.03609396871270232,0.023800000000000043,0.0,0.023800000000000043,0.0,0.0,14.0,,,0.0,14.0,738.0,724.0,0.0,0.0,1.0,1.0,True,0.4,0.8,0.4,0.8,0.32000000000000006,0.32000000000000006
23,0.008145186296296236,0.01577105050264549,0.0517685379821724,0.027852301183230677,0.03400000000000003,0.0,0.03400000000000003,0.0,0.0,37.0,,,0.0,37.0,665.0,628.0,0.0,0.0,1.0,1.0,True,0.4,0.8,0.4,0.8,0.32000000000000006,0.32000000000000006
24,0.011626794444444366,0.0030392458201058403,0.07979143259396415,0.06512539232941394,0.06379999999999997,0.0,0.06379999999999997,0.0,0.0,9.0,,,0.0,9.0,631.0,622.0,0.0,0.0,1.0,1.0,True,0.4,0.8,0.4,0.8,0.32000000000000006,0.32000000000000006
25,0.009487613981481458,0.01667349826797382,0.08096579127941816,0.05480467902996289,0.03400000000000003,0.0,0.03400000000000003,0.0,0.0,35.0,,,0.0,35.0,593.0,558.0,0.0,0.0,1.0,1.0,True,0.4,0.8,0.4,0.8,0.32000000000000006,0.32000000000000006
26,0.004664376543209836,0.008782518518518523,0.04116288755821107,0.02771599249648271,0.0041999999999999815,0.0,0.0041999999999999815,0.0,1.0,23.0,,,1.0,23.0,673.0,649.0,0.0,0.0,1.0,1.0,True,0.4,0.8,0.4,0.8,0.32000000000000006,0.32000000000000006
27,0.008466627777777735,0.004587617774603259,0.11519802120170242,0.10214377564932142,0.06379999999999997,0.0,0.06379999999999997,0.0,0.0,13.0,,,0.0,13.0,668.0,655.0,0.0,0.0,1.0,1.0,True,0.4,0.8,0.4,0.8,0.32000000000000006,0.32000000000000006
28,0.006344931111111229,0.00014001333333346633,0.044721982795672965,0.03823703835122827,0.04799999999999993,0.0,0.04799999999999993,0.0,0.0,1.0,,,0.0,1.0,716.0,715.0,0.0,0.0,1.0,1.0,True,0.4,0.8,0.4,0.8,0.32000000000000006,0.32000000000000006
29,0.004511917314814706,0.0014273753470276374,0.007751740319842382,0.0018124476580000382,0.00979999999999992,0.0,0.00979999999999992,0.0,0.0,6.0,12.0,6.0,0.0,6.0,12.0,6.0,0.0,0.0,0.0,0.0,False,0.4,0.8,0.4,0.8,0.32000000000000006,0.32000000000000006
0,0.013600669907407492,0.001402046670606838,0.091785342805073,0.07678262622705867,0.08740624999999991,0.0,0.08740624999999991,0.0,0.0,5.0,,,0.0,5.0,663.0,658.0,0.0,0.0,1.0,1.0,True,0.4,1.0,0.4,1.0,0.4,0.4
1,0.014903979552469249,0.012045752700617363,0.11294123643895704,0.08599150418587043,0.09243750000000006,0.0,0.09243750000000006,0.0,0.0,31.0,,,0.0,31.0,646.0,615.0,0.0,0.0,1.0,1.0,True,0.4,1.0,0.4,1.0,0.4,0.4
2,0.010970451388888858,0.005291761583924526,0.09072930399316792,0.07446709102035454,0.08662499999999995,0.0,0.08662499999999995,0.0,1.0,15.0,,,1.0,15.0,680.0,664.0,0.0,0.0,1.0,1.0,True,0.4,1.0,0.4,1.0,0.4,0.4
3,0.007816916666666729,0.006685438425925949,0.08418675454885949,0.06968439945626681,0.03718749999999993,0.0,0.03718749999999993,0.0,1.0,21.0,,,1.0,21.0,717.0,695.0,0.0,0.0,1.0,1.0,True,0.4,1.0,0.4,1.0,0.4,0.4
4,0.00972935030864186,0.003755125623850719,0.10550768055555515,0.09202320462306257,0.0675,0.0,0.0675,0.0,0.0,10.0,,,0.0,10.0,663.0,653.0,0.0,0.0,1.0,1.0,True,0.4,1.0,0.4,1.0,0.4,0.4
5,0.005276932465277717,0.0013668913518517511,0.036011154900389974,0.029367331083260506,0.03006249999999988,0.0,0.03006249999999988,0.0,1.0,6.0,,,1.0,6.0,729.0,722.0,0.0,0.0,1.0,1.0,True,0.4,1.0,0.4,1.0,0.4,0.4
6,0.018495461805555613,0.025717400462963003,0.19830777777777775,0.15409491550925913,0.10000000000000009,0.0,0.10000000000000009,0.0,0.0,57.0,,,0.0,57.0,562.0,505.0,0.0,0.0,1.0,1.0,True,0.4,1.0,0.4,1.0,0.4,0.4
7,0.005895131944444465,0.0009570870370370077,0.07790648194444472,0.07105426296296324,0.07450000000000001,0.0,0.07450000000000001,0.0,0.0,4.0,,,0.0,4.0,738.0,734.0,0.0,0.0,1.0,1.0,True,0.4,1.0,0.4,1.0,0.4,0.4
8,0.00620092808641981,0.0033059409722222544,0.06574404589011995,0.056237176831477886,0.03624999999999989,0.0,0.03624999999999989,0.0,1.0,10.0,,,1.0,10.0,707.0,696.0,0.0,0.0,1.0,1.0,True,0.4,1.0,0.4,1.0,0.4,0.4
9,0.010266376388888832,0.011563913541666637,0.0869140882352264,0.06508379830467093,0.04862499999999992,0.0,0.04862499999999992,0.0,0.0,27.0,,,0.0,27.0,643.0,616.0,0.0,0.0,1.0,1.0,True,0.4,1.0,0.4,1.0,0.4,0.4
10,0.004389748611111188,0.0034312777777778525,0.04640072668572903,0.03857970029683999,0.019687499999999858,0.0,0.019687499999999858,0.0,0.0,13.0,,,0.0,13.0,749.0,736.0,0.0,0.0,1.0,1.0,True,0.4,1.0,0.4,1.0,0.4,0.4
11,0.018482084490740736,0.02619272163366837,0.12208402240854255,0.07740921628413344,0.0675,0.0,0.0675,0.0,1.0,57.0,,,1.0,57.0,506.0,448.0,0.0,0.0,1.0,1.0,True,0.4,1.0,0.4,1.0,0.4,0.4
12,0.014038579475308621,0.00699568055555555,0.13748371018703698,0.1164494501561728,0.09024999999999994,0.0,0.09024999999999994,0.0,1.0,18.0,,,1.0,18.0,657.0,638.0,0.0,0.0,1.0,1.0,True,0.4,1.0,0.4,1.0,0.4,0.4
13,0.01308032870370368,0.025512658179012382,0.13922373981481462,0.10063075293209855,0.022968749999999982,0.0,0.022968749999999982,0.0,0.0,57.0,,,0.0,57.0,575.0,518.0,0.0,0.0,1.0,1.0,True,0.4,1.0,0.4,1.0,0.4,0.4
14,0.014546134722222326,0.01239576822916677,0.12181806362640069,0.09487616067501159,0.0852187499999999,0.0,0.0852187499999999,0.0,1.0,34.0,,,1.0,34.0,640.0,605.0,0.0,0.0,1.0,1.0,True,0.4,1.0,0.4,1.0,0.4,0.4
15,0.00839538773148163,0.006352276003086521,0.10357030015432078,0.08882263641975263,0.03325,0.0,0.03325,0.0,0.0,16.0,,,0.0,16.0,647.0,631.0,0.0,0.0,1.0,1.0,True,0.4,1.0,0.4,1.0,0.4,0.4
