replication,loss__delta_prop,loss__delta_rec,loss__total,loss__delta_int,Lambda__delta_prop,Lambda__delta_rec,Lambda__total,Lambda__delta_int,T_rec__delta_prop,T_rec__delta_rec,T_rec__total,T_rec__delta_int,T_rec_bounded__delta_prop,T_rec_bounded__delta_rec,T_rec_bounded__total,T_rec_bounded__delta_int,lock_in__delta_prop,lock_in__delta_rec,lock_in__total,lock_in__delta_int,any_censored,q_prop,kappa_prop,q_rec,kappa_rec,psi_prop,psi_rec
3,0.0029308861111110307,0.0005476037037037695,0.0035958307361695363,0.00011734092135473606,0.015800000000000036,0.0,0.015800000000000036,0.0,1.0,2.0,3.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,False,0.2,0.8,0.2,0.8,0.16000000000000003,0.16000000000000003
4,0.0032417137037036303,0.0018155292839504567,0.005164912617283801,0.00010766962962971416,0.020000000000000018,0.0,0.020000000000000018,0.0,0.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,False,0.2,0.8,0.2,0.8,0.16000000000000003,0.16000000000000003
5,0.002183751851851823,0.00039864412698409346,0.002700122226962365,0.0001177262481264485,0.014000000000000012,0.0,0.014000000000000012,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,False,0.2,0.8,0.2,0.8,0.16000000000000003,0.16000000000000003
6,0.0048834537037036885,0.02579981836679124,0.04995775262605051,0.019274480555555584,0.015800000000000036,0.0,0.015800000000000036,0.0,0.0,47.0,,,0.0,47.0,562.0,515.0,0.0,0.0,1.0,1.0,True,0.2,0.8,0.2,0.8,0.16000000000000003,0.16000000000000003
7,0.003994411111111096,0.0012859384749455138,0.006140228643842893,0.0008598790577862836,0.04380000000000006,0.0,0.04380000000000006,0.0,0.0,5.0,8.0,3.0,0.0,5.0,8.0,3.0,0.0,0.0,0.0,0.0,False,0.2,0.8,0.2,0.8,0.16000000000000003,0.16000000000000003
8,0.0036355943209877006,0.0024456610229276476,0.006338224067612197,0.00025696872369684876,0.018199999999999883,0.0,0.018199999999999883,0.0,0.0,7.0,8.0,1.0,0.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,False,0.2,0.8,0.2,0.8,0.16000000000000003,0.16000000000000003
9,0.0042423555555555215,0.003361152981481541,0.0077726048333333075,0.000169096296296245,0.02980000000000005,0.0,0.02980000000000005,0.0,0.0,8.0,8.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,False,0.2,0.8,0.2,0.8,0.16000000000000003,0.16000000000000003
10,0.0017450711111111072,0.0003679871428571291,0.0022288528823014575,0.00011579462833322118,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,False,0.2,0.8,0.2,0.8,0.16000000000000003,0.16000000000000003
11,0.0026905666666666717,0.02316627222222223,0.02629590678465754,0.00043906789576864114,0.0,0.0,0.0,0.0,1.0,36.0,37.0,0.0,1.0,36.0,37.0,0.0,0.0,0.0,0.0,0.0,False,0.2,0.8,0.2,0.8,0.16000000000000003,0.16000000000000003
12,0.003869750000000005,0.0009689864197531817,0.004992570765045223,0.00015383434529203655,0.020000000000000018,0.0,0.020000000000000018,0.0,1.0,3.0,4.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,False,0.2,0.8,0.2,0.8,0.16000000000000003,0.16000000000000003
13,0.006713518518518424,0.012784558755685516,0.02071744862226088,0.0012193713480569413,0.030200000000000005,0.0,0.030200000000000005,0.0,0.0,23.0,25.0,2.0,0.0,23.0,25.0,2.0,0.0,0.0,0.0,0.0,False,0.2,0.8,0.2,0.8,0.16000000000000003,0.16000000000000003
14,0.007184916666666763,0.014337228524743284,0.05207721875000004,0.030555073558589996,0.05400000000000005,0.0,0.05400000000000005,0.0,0.0,33.0,,,0.0,33.0,640.0,607.0,0.0,0.0,1.0,1.0,True,0.2,0.8,0.2,0.8,0.16000000000000003,0.16000000000000003
15,0.003187462962962906,9.3600000000027e-05,0.003281062962963155,2.220446049250313e-16,0.0242,0.0,0.0242,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,False,0.2,0.8,0.2,0.8,0.16000000000000003,0.16000000000000003
16,0.006333981481481565,0.01904934760802479,0.02709124338089486,0.0017079142913885015,0.028400000000000092,0.0,0.028400000000000092,0.0,0.0,32.0,35.0,3.0,0.0,32.0,35.0,3.0,0.0,0.0,0.0,0.0,False,0.2,0.8,0.2,0.8,0.16000000000000003,0.16000000000000003
17,0.00413646555555558,0.0024062810185185857,0.03783341309523802,0.03129066652116386,0.028000000000000025,0.0,0.028000000000000025,0.0,0.0,6.0,,,0.0,6.0,666.0,660.0,0.0,0.0,1.0,1.0,True,0.2,0.8,0.2,0.8,0.16000000000000003,0.16000000000000003
18,0.004249469135802375,0.015877170448179045,0.0205643132809763,0.000437673696994878,0.0042000000000000925,0.0,0.0042000000000000925,0.0,0.0,26.0,27.0,1.0,0.0,26.0,27.0,1.0,0.0,0.0,0.0,0.0,False,0.2,0.8,0.2,0.8,0.16000000000000003,0.16000000000000003
19,0.006102006049382602,0.0015415326704013577,0.008605620992853669,0.0009620822730697087,0.032200000000000006,0.0,0.032200000000000006,0.0,0.0,4.0,7.0,3.0,0.0,4.0,7.0,3.0,0.0,0.0,0.0,0.0,False,0.2,0.8,0.2,0.8,0.16000000000000003,0.16000000000000003
20,0.005903277777777771,0.0027187549382715614,0.008974318445170826,0.00035228572912149314,0.020000000000000018,0.0,0.020000000000000018,0.0,0.0,7.0,8.0,1.0,0.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,False,0.2,0.8,0.2,0.8,0.16000000000000003,0.16000000000000003
21,0.005650683333333517,0.001805832098765614,0.00848215729860391,0.0010256418665047784,0.023799999999999932,0.0,0.023799999999999932,0.0,1.0,5.0,8.0,2.0,1.0,5.0,8.0,2.0,0.0,0.0,0.0,0.0,False,0.2,0.8,0.2,0.8,0.16000000000000003,0.16000000000000003
22,0.002353111111111139,0.003565972645502735,0.006216343015873038,0.00029725925925916385,0.014000000000000012,0.0,0.014000000000000012,0.0,0.0,12.0,12.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,False,0.2,0.8,0.2,0.8,0.16000000000000003,0.16000000000000003
23,0.004163235555555533,0.007447058293650888,0.012150122444369749,0.0005398285951633275,0.020000000000000018,0.0,0.020000000000000018,0.0,0.0,16.0,17.0,1.0,0.0,16.0,17.0,1.0,0.0,0.0,0.0,0.0,False,0.2,0.8,0.2,0.8,0.16000000000000003,0.16000000000000003
24,0.0029511944444443605,0.014755582427248726,0.048019081147486764,0.030312304275793678,0.005999999999999894,0.0,0.005999999999999894,0.0,0.0,34.0,,,0.0,34.0,631.0,597.0,0.0,0.0,1.0,1.0,True,0.2,0.8,0.2,0.8,0.16000000000000003,0.16000000000000003
25,0.007688433611111156,0.017849794143323994,0.026877944192239656,0.0013397164378045057,0.03400000000000003,0.0,0.03400000000000003,0.0,0.0,35.0,35.0,0.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,False,0.2,0.8,0.2,0.8,0.16000000000000003,0.16000000000000003
26,0.0037634543209875693,0.0022831405617802503,0.0062844435985562885,0.000237848715788469,0.014000000000000123,0.0,0.014000000000000123,0.0,0.0,6.0,6.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,False,0.2,0.8,0.2,0.8,0.16000000000000003,0.16000000000000003
27,0.00482950925925929,0.000531387671957595,0.005482452630725332,0.00012155569950844658,0.03820000000000001,0.0,0.03820000000000001,0.0,0.0,2.0,3.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,False,0.2,0.8,0.2,0.8,0.16000000000000003,0.16000000000000003
28,0.0021478311111112758,0.002634494814814814,0.004991205297438572,0.0002088793715124826,0.0,0.0,0.0,0.0,0.0,8.0,9.0,1.0,0.0,8.0,9.0,1.0,0.0,0.0,0.0,0.0,False,0.2,0.8,0.2,0.8,0.16000000000000003,0.16000000000000003
29,0.0026252177777776886,0.00011069904761906724,0.0028048868479308986,6.897002253414275e-05,0.013999999999999901,0.0,0.013999999999999901,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,False,0.2,0.8,0.2,0.8,0.16000000000000003,0.16000000000000003
0,0.004930986111111202,0.005239797858796358,0.010647621402063656,0.0004768374321560964,0.025000000000000022,0.0,0.025000000000000022,0.0,0.0,15.0,16.0,1.0,0.0,15.0,16.0,1.0,0.0,0.0,0.0,0.0,False,0.2,1.0,0.2,1.0,0.2,0.2
1,0.00575851466049393,0.010388632330247005,0.041359924768518685,0.02521277777777775,0.03550000000000009,0.0,0.03550000000000009,0.0,0.0,28.0,,,0.0,28.0,646.0,618.0,0.0,0.0,1.0,1.0,True,0.2,1.0,0.2,1.0,0.2,0.2
2,0.009153868055555625,0.00198235902777788,0.049611142361111416,0.03847491527777791,0.08499999999999996,0.0,0.08499999999999996,0.0,0.0,6.0,,,0.0,6.0,680.0,674.0,0.0,0.0,1.0,1.0,True,0.2,1.0,0.2,1.0,0.2,0.2
3,0.003844336805555626,0.0007550648148147987,0.00477784130000003,0.00017843967962960505,0.019749999999999934,0.0,0.019749999999999934,0.0,1.0,3.0,4.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,False,0.2,1.0,0.2,1.0,0.2,0.2
4,0.0041622810185184544,0.002444768827160382,0.006784714660493685,0.00017766481481484853,0.025000000000000022,0.0,0.025000000000000022,0.0,0.0,7.0,7.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,False,0.2,1.0,0.2,1.0,0.2,0.2
5,0.0028310787037036933,0.0005588592592592478,0.0035609739629629544,0.0001710360000000133,0.01781250000000001,0.0,0.01781250000000001,0.0,0.0,3.0,4.0,1.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,False,0.2,1.0,0.2,1.0,0.2,0.2
6,0.00618980324074081,0.021594987962962997,0.05229615341804594,0.024511362214342136,0.019750000000000045,0.0,0.019750000000000045,0.0,0.0,51.0,,,0.0,51.0,562.0,511.0,0.0,0.0,1.0,1.0,True,0.2,1.0,0.2,1.0,0.2,0.2
7,0.005186381944444318,0.0017769598765432493,0.036129918981481546,0.02916657716049398,0.055062500000000014,0.0,0.055062500000000014,0.0,0.0,7.0,,,0.0,7.0,738.0,731.0,0.0,0.0,1.0,1.0,True,0.2,1.0,0.2,1.0,0.2,0.2
8,0.004721298456790146,0.0033040505401233933,0.008491886709095064,0.00046653771218152507,0.02399999999999991,0.0,0.02399999999999991,0.0,1.0,10.0,11.0,0.0,1.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,False,0.2,1.0,0.2,1.0,0.2,0.2
9,0.0054004791666666385,0.004574363130417591,0.010265930260047185,0.0002910879629629548,0.037250000000000005,0.0,0.037250000000000005,0.0,0.0,11.0,11.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,False,0.2,1.0,0.2,1.0,0.2,0.2
10,0.0023868944444443985,0.0005191555555554839,0.003102860562962939,0.00019681056296305677,0.002187499999999898,0.0,0.002187499999999898,0.0,0.0,2.0,3.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,False,0.2,1.0,0.2,1.0,0.2,0.2
11,0.003379875000000032,0.02281063975694453,0.02701795794917572,0.0008274431922311587,0.0,0.0,0.0,0.0,1.0,40.0,41.0,0.0,1.0,40.0,41.0,0.0,0.0,0.0,0.0,0.0,False,0.2,1.0,0.2,1.0,0.2,0.2
12,0.004956770833333235,0.001295712962962936,0.006457827482716061,0.00020534368641988987,0.025000000000000022,0.0,0.025000000000000022,0.0,1.0,4.0,5.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,False,0.2,1.0,0.2,1.0,0.2,0.2
13,0.008496689814814773,0.012501026234567836,0.043564803240740746,0.022567087191358137,0.03774999999999995,0.0,0.03774999999999995,0.0,0.0,29.0,,,0.0,29.0,575.0,546.0,0.0,0.0,1.0,1.0,True,0.2,1.0,0.2,1.0,0.2,0.2
14,0.00911593750000006,0.013639205729166659,0.056569989872685356,0.03381484664351864,0.0674999999999999,0.0,0.0674999999999999,0.0,0.0,35.0,,,0.0,35.0,640.0,605.0,0.0,0.0,1.0,1.0,True,0.2,1.0,0.2,1.0,0.2,0.2
15,0.004075891203703885,0.00011700000000003374,0.004192891203703808,-1.1102230246251565e-16,0.03025,0.0,0.03025,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,False,0.2,1.0,0.2,1.0,0.2,0.2
16,0.008053969907407477,0.019035015432098734,0.05063853877314828,0.023549553433642068,0.035499999999999976,0.0,0.035499999999999976,0.0,0.0,38.0,,,0.0,38.0,604.0,566.0,0.0,0.0,1.0,1.0,True,0.2,1.0,0.2,1.0,0.2,0.2
17,0.005306693055555534,0.003281765740740683,0.04340989722222244,0.03482143842592622,0.03500000000000003,0.0,0.03500000000000003,0.0,0.0,8.0,,,0.0,8.0,666.0,658.0,0.0,0.0,1.0,1.0,True,0.2,1.0,0.2,1.0,0.2,0.2
18,0.005457461419753007,0.01647670724364647,0.022658701433177386,0.000724532769777908,0.007437500000000097,0.0,0.007437500000000097,0.0,0.0,29.0,30.0,1.0,0.0,29.0,30.0,1.0,0.0,0.0,0.0,0.0,False,0.2,1.0,0.2,1.0,0.2,0.2
19,0.007782056172839336,0.0020985189125294346,0.03597186282177567,0.0260912877364069,0.041124999999999856,0.0,0.041124999999999856,0.0,0.0,6.0,,,0.0,6.0,624.0,618.0,0.0,0.0,1.0,1.0,True,0.2,1.0,0.2,1.0,0.2,0.2
20,0.007535000000000069,0.003668580246913633,0.011752795279699302,0.0005492150327855994,0.02531249999999996,0.0,0.02531249999999996,0.0,0.0,10.0,11.0,1.0,0.0,10.0,11.0,1.0,0.0,0.0,0.0,0.0,False,0.2,1.0,0.2,1.0,0.2,0.2
21,0.0071439791666667585,0.002428503086419842,0.033372209876543435,0.023799727623456834,0.029749999999999943,0.0,0.029749999999999943,0.0,1.0,7.0,,,1.0,7.0,594.0,586.0,0.0,0.0,1.0,1.0,True,0.2,1.0,0.2,1.0,0.2,0.2
22,0.0031070138888890098,0.0043069018518518964,0.007871323148148313,0.0004574074074074064,0.01750000000000007,0.0,0.01750000000000007,0.0,0.0,15.0,15.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,False,0.2,1.0,0.2,1.0,0.2,0.2
23,0.0052949819444445545,0.006137087962962973,0.012213492666144465,0.0007814227587369382,0.02499999999999991,0.0,0.02499999999999991,0.0,0.0,19.0,20.0,1.0,0.0,19.0,20.0,1.0,0.0,0.0,0.0,0.0,False,0.2,1.0,0.2,1.0,0.2,0.2
24,0.0037240972222222224,0.0127207380208334,0.05116671128472228,0.034721876041666655,0.007499999999999951,0.0,0.007499999999999951,0.0,0.0,33.0,,,0.0,33.0,631.0,598.0,0.0,0.0,1.0,1.0,True,0.2,1.0,0.2,1.0,0.2,0.2
25,0.009746436111111034,0.01631959444444442,0.02760440611464532,0.0015383755590898662,0.044031249999999966,0.0,0.044031249999999966,0.0,0.0,42.0,42.0,0.0,0.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,False,0.2,1.0,0.2,1.0,0.2,0.2
26,0.0048171998456789655,0.0031126504629629403,0.008300247834567842,0.0003703975259259362,0.01749999999999996,0.0,0.01749999999999996,0.0,0.0,8.0,9.0,1.0,0.0,8.0,9.0,1.0,0.0,0.0,0.0,0.0,False,0.2,1.0,0.2,1.0,0.2,0.2
27,0.0061485445601850985,0.0007273342592591936,0.007057174687994272,0.00018129586854997992,0.04774999999999996,0.0,0.04774999999999996,0.0,0.0,3.0,4.0,1.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,False,0.2,1.0,0.2,1.0,0.2,0.2
28,0.0027958999999999623,0.002810662962963062,0.005999524653581667,0.00039296169061864283,0.0,0.0,0.0,0.0,1.0,10.0,11.0,0.0,1.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,False,0.2,1.0,0.2,1.0,0.2,0.2
29,0.0033926333333331726,0.00013893333333325764,0.0036561961556684786,0.0001246294890020483,0.01837499999999992,0.0,0.01837499999999992,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,False,0.2,1.0,0.2,1.0,0.2,0.2
0,0.001734138321759393,0.00023598444444450362,0.002201240194858789,0.00023111742865489227,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,False,0.4,0.2,0.4,0.2,0.08000000000000002,0.08000000000000002
1,0.0019414330632717691,0.0018697766122482973,0.004065309854301646,0.00025410017878158,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,False,0.4,0.2,0.4,0.2,0.08000000000000002,0.08000000000000002
2,0.0011948737268518972,0.0008146050000000793,0.0022134138947711435,0.000203935167919167,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,False,0.4,0.2,0.4,0.2,0.08000000000000002,0.08000000000000002
3,0.00035921666666660634,0.0010283426075873292,0.0014830197223902886,9.546044813635302e-05,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,False,0.4,0.2,0.4,0.2,0.08000000000000002,0.08000000000000002
4,0.0012943689043208861,0.0005546432345677754,0.0020868410898517986,0.00023782895096313705,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,False,0.4,0.2,0.4,0.2,0.08000000000000002,0.08000000000000002
5,0.00024201111111110674,0.00020393611111102494,0.00047042679542164123,2.4479573199509552e-05,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,False,0.4,0.2,0.4,0.2,0.08000000000000002,0.08000000000000002
6,0.002872463020833438,0.0041583493055555865,0.007756148271882313,0.0007253359454932884,0.0,0.0,0.0,0.0,0.0,7.0,8.0,1.0,0.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,False,0.4,0.2,0.4,0.2,0.08000000000000002,0.08000000000000002
7,0.0004930211805556084,0.00015050464762322857,0.0007574970397938863,0.0001139712116150493,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,0.4,0.2,0.4,0.2,0.08000000000000002,0.08000000000000002
8,0.0005773417283950755,0.000433429497577853,0.0010301419802147826,1.9370754241854193e-05,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,False,0.4,0.2,0.4,0.2,0.08000000000000002,0.08000000000000002
9,0.0012675416623264546,0.0018400377263271261,0.0033295943462334776,0.00022201495757989687,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,False,0.4,0.2,0.4,0.2,0.08000000000000002,0.08000000000000002
10,0.00020680034722220242,0.0008607967215473744,0.0010837167629338396,1.6119694164262732e-05,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,False,0.4,0.2,0.4,0.2,0.08000000000000002,0.08000000000000002
11,0.003128962037037053,0.005061669719225725,0.00853689571192906,0.00034626395566628165,0.0,0.0,0.0,0.0,0.0,8.0,9.0,1.0,0.0,8.0,9.0,1.0,0.0,0.0,0.0,0.0,False,0.4,0.2,0.4,0.2,0.08000000000000002,0.08000000000000002
12,0.001859794888117161,0.0012287391975308593,0.003262327913384211,0.00017379382773619056,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,False,0.4,0.2,0.4,0.2,0.08000000000000002,0.08000000000000002
13,0.0022304259837963025,0.003944072916666652,0.0064671902343083065,0.00029269133384535184,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,False,0.4,0.2,0.4,0.2,0.08000000000000002,0.08000000000000002
14,0.002011605416666784,0.0024520850337382827,0.004730310151070838,0.0002666197006657711,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,False,0.4,0.2,0.4,0.2,0.08000000000000002,0.08000000000000002
15,0.0011821504629631052,0.000988738768931019,0.002362156477396793,0.00019126724550266871,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,False,0.4,0.2,0.4,0.2,0.08000000000000002,0.08000000000000002
16,0.0016750615740741548,0.0019689780092593256,0.0037907321640132663,0.00014669258067978586,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,False,0.4,0.2,0.4,0.2,0.08000000000000002,0.08000000000000002
17,0.0010340658217593557,0.0011512101120857432,0.0023346849751335608,0.00014940904128846189,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,False,0.4,0.2,0.4,0.2,0.08000000000000002,0.08000000000000002
18,0.0024085623456789884,0.004834413973374585,0.007418572283421687,0.00017559596436811375,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,False,0.4,0.2,0.4,0.2,0.08000000000000002,0.08000000000000002
19,0.0020765986689814664,0.001352768163580098,0.0037753517265275427,0.0003459848939659782,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,False,0.4,0.2,0.4,0.2,0.08000000000000002,0.08000000000000002
20,0.0008957895023148366,0.0013966013330334315,0.002442284610003509,0.0001498937746552409,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,False,0.4,0.2,0.4,0.2,0.08000000000000002,0.08000000000000002
21,0.002188700672743127,0.003926682694176176,0.00650370388882382,0.00038832052190451716,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,False,0.4,0.2,0.4,0.2,0.08000000000000002,0.08000000000000002
22,0.0003543902777778385,0.0006576101851851757,0.0010610043488350485,4.90038858720343e-05,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,False,0.4,0.2,0.4,0.2,0.08000000000000002,0.08000000000000002
23,0.0012995049074074894,0.002798566955180659,0.004178412975303414,8.034111271526534e-05,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,False,0.4,0.2,0.4,0.2,0.08000000000000002,0.08000000000000002
24,0.00227565347222225,0.0005777068885890468,0.0031295979450874922,0.0002762375842761955,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,False,0.4,0.2,0.4,0.2,0.08000000000000002,0.08000000000000002
25,0.0017904564467592365,0.0030470136232942924,0.0051382149280078115,0.00030074485795428263,0.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,0.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,False,0.4,0.2,0.4,0.2,0.08000000000000002,0.08000000000000002
26,0.0006060108024691369,0.001796222962963001,0.0024402148022398817,3.7981036807743784e-05,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,False,0.4,0.2,0.4,0.2,0.08000000000000002,0.08000000000000002
27,0.0014072749999999301,0.0007527531481481553,0.0024919200434305733,0.00033189189528248786,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,False,0.4,0.2,0.4,0.2,0.08000000000000002,0.08000000000000002
28,0.0007193317708333868,3.455144399477916e-05,0.0008319799918121706,7.809677698400463e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.4,0.2,0.4,0.2,0.08000000000000002,0.08000000000000002
29,0.0005128674652777887,0.00030971530570544914,0.0008822124655670782,5.9629694583840376e-05,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,False,0.4,0.2,0.4,0.2,0.08000000000000002,0.08000000000000002
0,0.004733151643518507,0.00048553466399514633,0.006351174474197752,0.001132488166684098,0.03399999999999992,0.0,0.03399999999999992,0.0,0.0,2.0,4.0,2.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,False,0.4,0.4,0.4,0.4,0.16000000000000003,0.16000000000000003
1,0.0052082133487655335,0.004084040895061869,0.010670972467181405,0.001378718223354003,0.02003750000000004,0.0,0.02003750000000004,0.0,0.0,9.0,11.0,2.0,0.0,9.0,11.0,2.0,0.0,0.0,0.0,0.0,False,0.4,0.4,0.4,0.4,0.16000000000000003,0.16000000000000003
2,0.00376169444444463,0.001685492723254467,0.006700698562198681,0.0012535113944995846,0.03399999999999992,0.0,0.03399999999999992,0.0,0.0,5.0,7.0,2.0,0.0,5.0,7.0,2.0,0.0,0.0,0.0,0.0,False,0.4,0.4,0.4,0.4,0.16000000000000003,0.16000000000000003
3,0.002239933333333388,0.0023167750000000487,0.005249511514858751,0.0006928031815253144,0.007000000000000006,0.0,0.007000000000000006,0.0,1.0,6.0,8.0,1.0,1.0,6.0,8.0,1.0,0.0,0.0,0.0,0.0,False,0.4,0.4,0.4,0.4,0.16000000000000003,0.16000000000000003
4,0.003419712345678838,0.0011620654320986246,0.005717061634708975,0.0011352838569315127,0.013000000000000012,0.0,0.013000000000000012,0.0,0.0,3.0,6.0,3.0,0.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,False,0.4,0.4,0.4,0.4,0.16000000000000003,0.16000000000000003
5,0.0014732781944443163,0.0004405284444443103,0.0021326143257794916,0.00021880768689086505,0.007612499999999911,0.0,0.007612499999999911,0.0,0.0,2.0,3.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,False,0.4,0.4,0.4,0.4,0.16000000000000003,0.16000000000000003
6,0.006715004166666705,0.009222482650070973,0.020050295776144256,0.0041128089594065775,0.03925000000000012,0.0,0.03925000000000012,0.0,0.0,17.0,22.0,5.0,0.0,17.0,22.0,5.0,0.0,0.0,0.0,0.0,False,0.4,0.4,0.4,0.4,0.16000000000000003,0.16000000000000003
7,0.0018810550925926206,0.00031687095931998144,0.002879328668847214,0.0006814026169346121,0.020874999999999977,0.0,0.020874999999999977,0.0,0.0,1.0,3.0,2.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,False,0.4,0.4,0.4,0.4,0.16000000000000003,0.16000000000000003
8,0.001986982345679067,0.0009340911031371357,0.003168990556646545,0.00024791710783034215,0.0011375000000000135,0.0,0.0011375000000000135,0.0,0.0,2.0,4.0,2.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,False,0.4,0.4,0.4,0.4,0.16000000000000003,0.16000000000000003
