R,loss,Lambda,F_min,t_min,T_rec,T_rec_censored,T_rec_bound,lock_in,F_end,arm,indicator,replication,arm_check,design_seed
0.921338395837758,0.0786616041622418,0.4037925032469533,0.5962074967530466,360.0,2670.0,False,6760.0,0.0,0.9999999999999976,00,operational,0,0,0
0.8985658726205953,0.1014341273794047,0.5149437635043853,0.4850562364956147,360.0,2670.0,False,6760.0,0.0,0.9999999999999976,10,operational,0,10,0
0.9012659419450658,0.0987340580549341,0.4037925032469533,0.5962074967530466,360.0,3160.0,False,6760.0,0.0,0.9999999999999976,01,operational,0,1,0
0.8175909673066173,0.1824090326933827,0.5149437635043853,0.4850562364956147,360.0,,True,6760.0,1.0,0.8893731201557741,11,operational,0,11,0
0.9917929966404776,0.0082070033595222,0.0722516265095652,0.9277483734904348,360.0,940.0,False,6760.0,0.0,0.9999999999999976,00,operational,5,0,0
0.9909196424697024,0.0090803575302976,0.0827171604537637,0.9172828395462362,360.0,940.0,False,6760.0,0.0,0.9999999999999976,10,operational,5,10,0
0.991397395204806,0.008602604795194,0.0722516265095652,0.9277483734904348,360.0,990.0,False,6760.0,0.0,0.9999999999999976,01,operational,5,1,0
0.9902416981019324,0.0097583018980674,0.0827171604537637,0.9172828395462362,360.0,1000.0,False,6760.0,0.0,0.9999999999999976,11,operational,5,11,0
0.9656075177226214,0.0343924822773785,0.285520056877349,0.714479943122651,360.0,1230.0,False,6760.0,0.0,0.9999999999999976,00,operational,10,0,0
0.9617832461682728,0.0382167538317271,0.3502894996177703,0.6497105003822297,360.0,1230.0,False,6760.0,0.0,0.9999999999999976,10,operational,10,10,0
0.9591957586816648,0.0408042413183351,0.285520056877349,0.714479943122651,360.0,1440.0,False,6760.0,0.0,0.9999999999999976,01,operational,10,1,0
0.9574206733368384,0.0425793266631615,0.3502894996177703,0.6497105003822297,360.0,1460.0,False,6760.0,0.0,0.9999999999999976,11,operational,10,11,0
0.9402040067166852,0.0597959932833148,0.3377609624694953,0.6622390375305047,360.0,1740.0,False,6760.0,0.0,0.9999999999999976,00,operational,15,0,0
0.9348143814147792,0.0651856185852206,0.3803263161729358,0.6196736838270642,360.0,1740.0,False,6760.0,0.0,0.9999999999999976,10,operational,15,10,0
0.9247566929405928,0.0752433070594073,0.3377609624694953,0.6622390375305047,360.0,2210.0,False,6760.0,0.0,0.9999999999999976,01,operational,15,1,0
0.9198445992054456,0.0801554007945545,0.3803263161729358,0.6196736838270642,360.0,2240.0,False,6760.0,0.0,0.9999999999999976,11,operational,15,11,0
0.8654923713694165,0.1345076286305835,0.6283645024090005,0.3716354975909994,360.0,2880.0,False,6760.0,0.0,0.9999999999999976,00,operational,20,0,0
0.8559875352060443,0.1440124647939556,0.6610372901076691,0.3389627098923308,360.0,2880.0,False,6760.0,0.0,0.9999999999999976,10,operational,20,10,0
0.8373676674693493,0.1626323325306506,0.6283645024090005,0.3716354975909994,360.0,3720.0,False,6760.0,0.0,0.9999999999999976,01,operational,20,1,0
0.6108642995968115,0.3891357004031884,0.6610372901076691,0.3389627098923308,360.0,,True,6760.0,1.0,0.6430575657833794,11,operational,20,11,0
0.937286254407116,0.0627137455928841,0.3891301249985859,0.6108698750014141,360.0,2090.0,False,6760.0,0.0,0.9999999999999976,00,operational,25,0,0
0.9366066380600528,0.0633933619399472,0.3936243795172625,0.6063756204827375,360.0,2090.0,False,6760.0,0.0,0.9999999999999976,10,operational,25,10,0
0.935572524717351,0.064427475282649,0.3891301249985859,0.6108698750014141,360.0,2210.0,False,6760.0,0.0,0.9999999999999976,01,operational,25,1,0
0.9348738092574118,0.0651261907425881,0.3936243795172625,0.6063756204827375,360.0,2210.0,False,6760.0,0.0,0.9999999999999976,11,operational,25,11,0
0.7099537693559164,0.2900462306440836,0.8087232047341273,0.1912767952658726,360.0,4720.0,False,6760.0,0.0,0.9999999999999976,00,operational,30,0,0
0.6865216837659787,0.3134783162340213,0.8780660315751064,0.1219339684248935,360.0,4720.0,False,6760.0,0.0,0.9999999999999976,10,operational,30,10,0
0.6565441569293509,0.3434558430706491,0.8087232047341273,0.1912767952658726,360.0,6290.0,False,6760.0,0.0,0.999999999999682,01,operational,30,1,0
0.6180868187528247,0.3819131812471753,0.8780660315751064,0.1219339684248935,360.0,,True,6760.0,1.0,0.8652945856693853,11,operational,30,11,0
0.8246792571374519,0.175320742862548,0.6365503068747425,0.3634496931252575,360.0,3260.0,False,6760.0,0.0,0.9999999999999976,00,operational,35,0,0
0.8159007686054693,0.1840992313945306,0.6613898633243169,0.338610136675683,360.0,3260.0,False,6760.0,0.0,0.9999999999999976,10,operational,35,10,0
0.8031858653207549,0.1968141346792451,0.6365503068747425,0.3634496931252575,360.0,4400.0,False,6760.0,0.0,0.9999999999999976,01,operational,35,1,0
0.78797175141595,0.21202824858405,0.6613898633243169,0.338610136675683,360.0,4400.0,False,6760.0,0.0,0.9999999999999976,11,operational,35,11,0
0.9583485505091404,0.0416514494908597,0.3575050466350971,0.6424949533649029,360.0,1180.0,False,6760.0,0.0,0.9999999999999976,00,operational,40,0,0
0.9555773443107186,0.0444226556892813,0.3810669080490714,0.6189330919509286,360.0,1180.0,False,6760.0,0.0,0.9999999999999976,10,operational,40,10,0
0.9573227088095176,0.0426772911904824,0.3575050466350971,0.6424949533649029,360.0,1230.0,False,6760.0,0.0,0.9999999999999976,01,operational,40,1,0
0.953429243140151,0.046570756859849,0.3810669080490714,0.6189330919509286,360.0,1280.0,False,6760.0,0.0,0.9999999999999976,11,operational,40,11,0
0.9236375100933192,0.0763624899066807,0.4475526071613604,0.5524473928386395,360.0,1830.0,False,6760.0,0.0,0.9999999999999974,00,operational,45,0,0
0.9222348084204636,0.0777651915795365,0.4538293693071212,0.5461706306928787,360.0,1830.0,False,6760.0,0.0,0.9999999999999974,10,operational,45,10,0
0.9159042073764062,0.0840957926235937,0.4475526071613604,0.5524473928386395,360.0,2110.0,False,6760.0,0.0,0.9999999999999974,01,operational,45,1,0
0.9147330071829048,0.0852669928170952,0.4538293693071212,0.5461706306928787,360.0,2110.0,False,6760.0,0.0,0.9999999999999974,11,operational,45,11,0
0.9068351495258992,0.0931648504741008,0.5568833178440324,0.4431166821559676,360.0,2300.0,False,6760.0,0.0,0.9999999999999976,00,operational,50,0,0
0.892876733298911,0.1071232667010889,0.6318655549204941,0.3681344450795059,360.0,2300.0,False,6760.0,0.0,0.9999999999999976,10,operational,50,10,0
0.8921263479653049,0.1078736520346951,0.5568833178440324,0.4431166821559676,360.0,2790.0,False,6760.0,0.0,0.9999999999999976,01,operational,50,1,0
0.6282664444154247,0.3717335555845753,0.6318655549204941,0.3681344450795059,360.0,,True,6760.0,1.0,0.6511109436944912,11,operational,50,11,0
0.9611229650616702,0.0388770349383298,0.345286246075658,0.654713753924342,360.0,1250.0,False,6760.0,0.0,0.9999999999999976,00,operational,55,0,0
0.9592247818073796,0.0407752181926205,0.3814773457667012,0.6185226542332988,360.0,1250.0,False,6760.0,0.0,0.9999999999999976,10,operational,55,10,0
0.9576327842824508,0.0423672157175492,0.345286246075658,0.654713753924342,360.0,1380.0,False,6760.0,0.0,0.9999999999999976,01,operational,55,1,0
0.9543253277419188,0.0456746722580813,0.3814773457667012,0.6185226542332988,360.0,1420.0,False,6760.0,0.0,0.9999999999999976,11,operational,55,11,0
0.8139760177316699,0.18602398226833,0.6874504727094801,0.3125495272905199,360.0,3490.0,False,6760.0,0.0,0.9999999999999976,00,operational,60,0,0
0.8096783763647465,0.1903216236352535,0.6888683381382015,0.3111316618617985,360.0,3490.0,False,6760.0,0.0,0.9999999999999976,10,operational,60,10,0
0.7989163781788458,0.2010836218211542,0.6874504727094801,0.3125495272905199,360.0,4400.0,False,6760.0,0.0,0.9999999999999976,01,operational,60,1,0
0.7471532474842222,0.2528467525157778,0.6888683381382015,0.3111316618617985,360.0,,True,6760.0,1.0,0.8893731202453783,11,operational,60,11,0
0.7711967219366768,0.2288032780633232,0.5794271352068364,0.4205728647931636,360.0,4120.0,False,6760.0,0.0,0.9999999999999976,00,operational,65,0,0
0.7596787407808767,0.2403212592191232,0.6005242805005051,0.3994757194994949,360.0,4120.0,False,6760.0,0.0,0.9999999999999976,10,operational,65,10,0
0.743635675078761,0.2563643249212389,0.5794271352068364,0.4205728647931636,360.0,5440.0,False,6760.0,0.0,0.9999999999999976,01,operational,65,1,0
0.6488723360356523,0.3511276639643477,0.6005242805005051,0.3994757194994949,360.0,,True,6760.0,1.0,0.7717890050583598,11,operational,65,11,0
0.9066162191462452,0.0933837808537547,0.4461440572046422,0.5538559427953578,360.0,2730.0,False,6760.0,0.0,0.9999999999999976,00,operational,70,0,0
0.8810116419671387,0.1189883580328613,0.5688735792550449,0.4311264207449551,360.0,2730.0,False,6760.0,0.0,0.9999999999999976,10,operational,70,10,0
0.8853242890254472,0.1146757109745527,0.4461440572046422,0.5538559427953578,360.0,3490.0,False,6760.0,0.0,0.9999999999999976,01,operational,70,1,0
0.7047359695359937,0.2952640304640063,0.5688735792550449,0.4311264207449551,360.0,,True,6760.0,1.0,0.7505515843940664,11,operational,70,11,0
0.8912234980193853,0.1087765019806147,0.4614383032054394,0.5385616967945606,360.0,2690.0,False,6760.0,0.0,0.9999999999999976,00,operational,75,0,0
0.8808294462558439,0.119170553744156,0.509743469320165,0.490256530679835,360.0,2690.0,False,6760.0,0.0,0.9999999999999976,10,operational,75,10,0
0.8730295442480539,0.1269704557519461,0.4614383032054394,0.5385616967945606,360.0,3230.0,False,6760.0,0.0,0.9999999999999976,01,operational,75,1,0
0.819166046596082,0.1808339534039179,0.509743469320165,0.490256530679835,360.0,,True,6760.0,1.0,0.9317812653019064,11,operational,75,11,0
0.9294888566487268,0.070511143351273,0.425358040696032,0.574641959303968,360.0,1930.0,False,6760.0,0.0,0.9999999999999976,00,operational,80,0,0
0.9269640158374178,0.0730359841625821,0.4301924400172381,0.5698075599827619,360.0,1930.0,False,6760.0,0.0,0.9999999999999976,10,operational,80,10,0
0.9169739955957164,0.0830260044042835,0.425358040696032,0.574641959303968,360.0,2370.0,False,6760.0,0.0,0.9999999999999976,01,operational,80,1,0
0.9125600541733472,0.0874399458266528,0.4301924400172381,0.5698075599827619,360.0,2420.0,False,6760.0,0.0,0.9999999999999976,11,operational,80,11,0
0.9708240983968628,0.0291759016031371,0.2847109145814881,0.7152890854185119,360.0,1070.0,False,6760.0,0.0,0.9999999999999976,00,operational,85,0,0
0.9708240983968628,0.0291759016031371,0.2847109145814881,0.7152890854185119,360.0,1070.0,False,6760.0,0.0,0.9999999999999976,10,operational,85,10,0
0.9695145817501296,0.0304854182498705,0.2847109145814881,0.7152890854185119,360.0,1130.0,False,6760.0,0.0,0.9999999999999976,01,operational,85,1,0
0.9695145817501296,0.0304854182498705,0.2847109145814881,0.7152890854185119,360.0,1130.0,False,6760.0,0.0,0.9999999999999976,11,operational,85,11,0
0.9257879670139014,0.0742120329860985,0.3732960941477025,0.6267039058522975,360.0,2410.0,False,6760.0,0.0,0.9999999999999976,00,operational,90,0,0
0.9167668962477968,0.0832331037522032,0.4109855772662689,0.5890144227337311,360.0,2410.0,False,6760.0,0.0,0.9999999999999976,10,operational,90,10,0
0.9152064078788448,0.0847935921211553,0.3732960941477025,0.6267039058522975,360.0,2860.0,False,6760.0,0.0,0.9999999999999976,01,operational,90,1,0
0.909154590887468,0.090845409112532,0.4109855772662689,0.5890144227337311,360.0,2850.0,False,6760.0,0.0,0.9999999999999976,11,operational,90,11,0
0.7289650594615343,0.2710349405384656,0.7127943103063856,0.2872056896936143,360.0,4410.0,False,6760.0,0.0,0.9999999999999976,00,operational,95,0,0
0.7215440587605304,0.2784559412394696,0.7166730900358917,0.2833269099641082,360.0,4410.0,False,6760.0,0.0,0.9999999999999976,10,operational,95,10,0
0.6549145584862086,0.3450854415137914,0.7127943103063856,0.2872056896936143,360.0,6150.0,False,6760.0,0.0,0.9999999999999974,01,operational,95,1,0
0.691636962544547,0.308363037455453,0.7166730900358917,0.2833269099641082,360.0,5970.0,False,6760.0,0.0,0.9999999999999976,11,operational,95,11,0
0.8115990571158455,0.1884009428841545,0.6240722080898372,0.3759277919101628,360.0,3620.0,False,6760.0,0.0,0.9999999999999976,00,operational,1,0,0
0.7997722048017761,0.2002277951982238,0.6543668547044736,0.3456331452955264,360.0,3620.0,False,6760.0,0.0,0.9999999999999976,10,operational,1,10,0
0.7831373273462354,0.2168626726537645,0.6240722080898372,0.3759277919101628,360.0,5350.0,False,6760.0,0.0,0.9999999999999976,01,operational,1,1,0
0.7249229576415077,0.2750770423584923,0.6543668547044736,0.3456331452955264,360.0,,True,6760.0,1.0,0.8504660360830044,11,operational,1,11,0
0.768397078616766,0.231602921383234,0.7085313730133058,0.2914686269866941,360.0,4090.0,False,6760.0,0.0,0.9999999999999976,00,operational,6,0,0
0.7613110100753484,0.2386889899246516,0.7254793440079894,0.2745206559920105,360.0,4090.0,False,6760.0,0.0,0.9999999999999976,10,operational,6,10,0
0.7313132900256045,0.2686867099743955,0.7085313730133058,0.2914686269866941,360.0,5260.0,False,6760.0,0.0,0.9999999999999976,01,operational,6,1,0
0.6817190183062745,0.3182809816937255,0.7254793440079894,0.2745206559920105,360.0,,True,6760.0,1.0,0.9320734204699792,11,operational,6,11,0
0.7723953748647276,0.2276046251352723,0.6246177379875699,0.37538226201243,360.0,4120.0,False,6760.0,0.0,0.9999999999999976,00,operational,11,0,0
0.7570483871356332,0.2429516128643668,0.646877959322016,0.353122040677984,360.0,4120.0,False,6760.0,0.0,0.9999999999999976,10,operational,11,10,0
0.7041100277939253,0.2958899722060747,0.6246177379875699,0.37538226201243,360.0,5490.0,False,6760.0,0.0,0.9999999999999976,01,operational,11,1,0
