replication,loss__delta_prop,loss__delta_rec,loss__total,loss__delta_int,Lambda__delta_prop,Lambda__delta_rec,Lambda__total,Lambda__delta_int,T_rec__delta_prop,T_rec__delta_rec,T_rec__total,T_rec__delta_int,T_rec_bounded__delta_prop,T_rec_bounded__delta_rec,T_rec_bounded__total,T_rec_bounded__delta_int,lock_in__delta_prop,lock_in__delta_rec,lock_in__total,lock_in__delta_int,any_censored,q_prop,kappa_prop,q_rec,kappa_rec,seed_design,psi_prop,psi_rec
0,0.005589521001902298,0.002194033755948205,0.00867143598644321,0.0008878812285927073,0.012044953086760235,0.0,0.012044953086760235,0.0,0.0,20.0,30.0,10.0,0.0,20.0,30.0,10.0,0.0,0.0,0.0,0.0,False,1.0,0.25,1.0,0.25,1,0.25,0.25
1,0.010258844035618497,0.004621253491254904,0.0162033762040084,0.001323278677134998,0.07237953558399568,0.0,0.07237953558399568,0.0,0.0,50.0,60.0,10.0,0.0,50.0,60.0,10.0,0.0,0.0,0.0,0.0,False,1.0,0.25,1.0,0.25,1,0.25,0.25
2,0.005253996044538994,0.009705565945988204,0.01652219358893589,0.0015626315984086925,0.01761995808781125,0.0,0.01761995808781125,0.0,0.0,90.0,100.0,10.0,0.0,90.0,100.0,10.0,0.0,0.0,0.0,0.0,False,1.0,0.25,1.0,0.25,1,0.25,0.25
3,0.006252308702641596,0.002126978476650901,0.009523687620450694,0.001144400441158197,0.01653971167833873,0.0,0.01653971167833873,0.0,0.0,30.0,40.0,10.0,0.0,30.0,40.0,10.0,0.0,0.0,0.0,0.0,False,1.0,0.25,1.0,0.25,1,0.25,0.25
4,0.004773202075580199,0.004714358818556502,0.0103648109336721,0.0008772500395353988,0.012043929692460376,0.0,0.012043929692460376,0.0,0.0,50.0,50.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.25,1.0,0.25,1,0.25,0.25
5,0.0031475681266196,0.0009544208131661985,0.004467456606827201,0.00036546766704140254,0.011671121565762221,0.0,0.011671121565762221,0.0,0.0,10.0,20.0,10.0,0.0,10.0,20.0,10.0,0.0,0.0,0.0,0.0,False,1.0,0.25,1.0,0.25,1,0.25,0.25
6,0.002847847893695396,0.004493633309914605,0.0081401849107971,0.0007987037071870984,0.00565575100049609,0.0,0.00565575100049609,0.0,0.0,50.0,50.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.25,1.0,0.25,1,0.25,0.25
7,0.0014214471138784997,7.932592302369729e-05,0.0015656686274666994,6.489559056450239e-05,0.010681440035073875,0.0,0.010681440035073875,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,False,1.0,0.25,1.0,0.25,1,0.25,0.25
8,0.0008118129173652969,0.0006503293049570993,0.0016122955847177947,0.0001501533623953985,0.005823495534386491,0.0,0.005823495534386491,0.0,0.0,10.0,20.0,10.0,0.0,10.0,20.0,10.0,0.0,0.0,0.0,0.0,False,1.0,0.25,1.0,0.25,1,0.25,0.25
9,0.004195549698638293,0.0030769235716473914,0.008709948578531898,0.0014374753082462138,0.010000512524980243,0.0,0.010000512524980243,0.0,0.0,40.0,50.0,10.0,0.0,40.0,50.0,10.0,0.0,0.0,0.0,0.0,False,1.0,0.25,1.0,0.25,1,0.25,0.25
10,0.0041878318315344,0.0058758518511628915,0.011108832949179998,0.0010451492664827061,0.011618174580128593,0.0,0.011618174580128593,0.0,0.0,60.0,70.0,10.0,0.0,60.0,70.0,10.0,0.0,0.0,0.0,0.0,False,1.0,0.25,1.0,0.25,1,0.25,0.25
11,0.010340149961318199,0.0033985535491300872,0.015813827550128196,0.0020751240396799098,0.06464132313365989,0.0,0.06464132313365989,0.0,0.0,40.0,50.0,10.0,0.0,40.0,50.0,10.0,0.0,0.0,0.0,0.0,False,1.0,0.25,1.0,0.25,1,0.25,0.25
0,0.012733868536008705,0.007677724329082106,0.02920739397004571,0.008795801104954898,0.02631745028734578,0.0,0.02631745028734578,0.0,0.0,90.0,180.0,90.0,0.0,90.0,180.0,90.0,0.0,0.0,0.0,0.0,False,1.0,0.6,1.0,0.6,0,0.6,0.6
1,0.020325590145311004,0.019708676440061093,0.051247812245460586,0.01121354566008849,0.12010111623005792,0.0,0.12010111623005792,0.0,0.0,220.0,310.0,90.0,0.0,220.0,310.0,90.0,0.0,0.0,0.0,0.0,False,1.0,0.6,1.0,0.6,0,0.6,0.6
2,0.012424344990476316,0.041607981846621594,0.06508804332890941,0.011055716491811501,0.039846134600374006,0.0,0.039846134600374006,0.0,0.0,350.0,430.0,80.0,0.0,350.0,430.0,80.0,0.0,0.0,0.0,0.0,False,1.0,0.6,1.0,0.6,0,0.6,0.6
3,0.014333090142757299,0.008795021882433293,0.0316279195739142,0.008499807548723606,0.033093309873418686,0.0,0.033093309873418686,0.0,0.0,120.0,190.0,70.0,0.0,120.0,190.0,70.0,0.0,0.0,0.0,0.0,False,1.0,0.6,1.0,0.6,0,0.6,0.6
4,0.011092627260791701,0.01966622291423681,0.0391822294050527,0.008423379230024189,0.024401046820242023,0.0,0.024401046820242023,0.0,0.0,200.0,270.0,70.0,0.0,200.0,270.0,70.0,0.0,0.0,0.0,0.0,False,1.0,0.6,1.0,0.6,0,0.6,0.6
5,0.0073280437904130954,0.004419582441483598,0.014723154073928803,0.0029755278420321093,0.02642538504841191,0.0,0.02642538504841191,0.0,0.0,70.0,100.0,30.0,0.0,70.0,100.0,30.0,0.0,0.0,0.0,0.0,False,1.0,0.6,1.0,0.6,0,0.6,0.6
6,0.0066299668423032004,0.019065134276599796,0.03127046488804561,0.0055753637691426106,0.010610156101619195,0.0,0.010610156101619195,0.0,0.0,190.0,240.0,50.0,0.0,190.0,240.0,50.0,0.0,0.0,0.0,0.0,False,1.0,0.6,1.0,0.6,0,0.6,0.6
7,0.0031504993993382996,0.00031633517651079995,0.004477050772379698,0.0010102161965305986,0.022816745348311074,0.0,0.022816745348311074,0.0,0.0,10.0,30.0,20.0,0.0,10.0,30.0,20.0,0.0,0.0,0.0,0.0,False,1.0,0.6,1.0,0.6,0,0.6,0.6
8,0.002119076850369994,0.0021221690066485985,0.005605769025469498,0.0013645231684509054,0.014837065025292417,0.0,0.014837065025292417,0.0,0.0,50.0,70.0,20.0,0.0,50.0,70.0,20.0,0.0,0.0,0.0,0.0,False,1.0,0.6,1.0,0.6,0,0.6,0.6
9,0.009958417317666793,0.012727732408470097,0.0324668003139805,0.009780650587843609,0.018533695970254893,0.0,0.018533695970254893,0.0,0.0,150.0,240.0,90.0,0.0,150.0,240.0,90.0,0.0,0.0,0.0,0.0,False,1.0,0.6,1.0,0.6,0,0.6,0.6
10,0.009545595815741797,0.020781122742715,0.04209127404123909,0.011764555482782296,0.023821779631981788,0.0,0.023821779631981788,0.0,0.0,240.0,350.0,110.0,0.0,240.0,350.0,110.0,0.0,0.0,0.0,0.0,False,1.0,0.6,1.0,0.6,0,0.6,0.6
11,0.02288831770322379,0.011819285092770887,0.056541060536023494,0.021833457740028817,0.12227900776719658,0.0,0.12227900776719658,0.0,0.0,130.0,310.0,180.0,0.0,130.0,310.0,180.0,0.0,0.0,0.0,0.0,False,1.0,0.6,1.0,0.6,0,0.6,0.6
0,0.012733868536008705,0.007677724329082106,0.02920739397004571,0.008795801104954898,0.02631745028734578,0.0,0.02631745028734578,0.0,0.0,90.0,180.0,90.0,0.0,90.0,180.0,90.0,0.0,0.0,0.0,0.0,False,1.0,0.6,1.0,0.6,1,0.6,0.6
1,0.020325590145311004,0.019708676440061093,0.051247812245460586,0.01121354566008849,0.12010111623005792,0.0,0.12010111623005792,0.0,0.0,220.0,310.0,90.0,0.0,220.0,310.0,90.0,0.0,0.0,0.0,0.0,False,1.0,0.6,1.0,0.6,1,0.6,0.6
2,0.012424344990476316,0.041607981846621594,0.06508804332890941,0.011055716491811501,0.039846134600374006,0.0,0.039846134600374006,0.0,0.0,350.0,430.0,80.0,0.0,350.0,430.0,80.0,0.0,0.0,0.0,0.0,False,1.0,0.6,1.0,0.6,1,0.6,0.6
3,0.014333090142757299,0.008795021882433293,0.0316279195739142,0.008499807548723606,0.033093309873418686,0.0,0.033093309873418686,0.0,0.0,120.0,190.0,70.0,0.0,120.0,190.0,70.0,0.0,0.0,0.0,0.0,False,1.0,0.6,1.0,0.6,1,0.6,0.6
4,0.011092627260791701,0.01966622291423681,0.0391822294050527,0.008423379230024189,0.024401046820242023,0.0,0.024401046820242023,0.0,0.0,200.0,270.0,70.0,0.0,200.0,270.0,70.0,0.0,0.0,0.0,0.0,False,1.0,0.6,1.0,0.6,1,0.6,0.6
5,0.0073280437904130954,0.004419582441483598,0.014723154073928803,0.0029755278420321093,0.02642538504841191,0.0,0.02642538504841191,0.0,0.0,70.0,100.0,30.0,0.0,70.0,100.0,30.0,0.0,0.0,0.0,0.0,False,1.0,0.6,1.0,0.6,1,0.6,0.6
6,0.0066299668423032004,0.019065134276599796,0.03127046488804561,0.0055753637691426106,0.010610156101619195,0.0,0.010610156101619195,0.0,0.0,190.0,240.0,50.0,0.0,190.0,240.0,50.0,0.0,0.0,0.0,0.0,False,1.0,0.6,1.0,0.6,1,0.6,0.6
7,0.0031504993993382996,0.00031633517651079995,0.004477050772379698,0.0010102161965305986,0.022816745348311074,0.0,0.022816745348311074,0.0,0.0,10.0,30.0,20.0,0.0,10.0,30.0,20.0,0.0,0.0,0.0,0.0,False,1.0,0.6,1.0,0.6,1,0.6,0.6
8,0.002119076850369994,0.0021221690066485985,0.005605769025469498,0.0013645231684509054,0.014837065025292417,0.0,0.014837065025292417,0.0,0.0,50.0,70.0,20.0,0.0,50.0,70.0,20.0,0.0,0.0,0.0,0.0,False,1.0,0.6,1.0,0.6,1,0.6,0.6
9,0.009958417317666793,0.012727732408470097,0.0324668003139805,0.009780650587843609,0.018533695970254893,0.0,0.018533695970254893,0.0,0.0,150.0,240.0,90.0,0.0,150.0,240.0,90.0,0.0,0.0,0.0,0.0,False,1.0,0.6,1.0,0.6,1,0.6,0.6
10,0.009545595815741797,0.020781122742715,0.04209127404123909,0.011764555482782296,0.023821779631981788,0.0,0.023821779631981788,0.0,0.0,240.0,350.0,110.0,0.0,240.0,350.0,110.0,0.0,0.0,0.0,0.0,False,1.0,0.6,1.0,0.6,1,0.6,0.6
11,0.02288831770322379,0.011819285092770887,0.056541060536023494,0.021833457740028817,0.12227900776719658,0.0,0.12227900776719658,0.0,0.0,130.0,310.0,180.0,0.0,130.0,310.0,180.0,0.0,0.0,0.0,0.0,False,1.0,0.6,1.0,0.6,1,0.6,0.6
0,0.019990468423913,0.012572358441363507,0.3046124181427,0.2720495912774235,0.03756250942883699,0.0,0.03756250942883699,0.0,0.0,190.0,,,0.0,190.0,2640.0,2450.0,0.0,0.0,1.0,1.0,True,1.0,1.0,1.0,1.0,0,1.0,1.0
1,0.028032167595771887,0.03374495576681659,0.6851889313550427,0.6234118079924542,0.13323885110958478,0.0,0.13323885110958478,0.0,0.0,310.0,,,0.0,310.0,2660.0,2350.0,0.0,0.0,1.0,1.0,True,1.0,1.0,1.0,1.0,0,1.0,1.0
2,0.018750912170191314,0.05654767863675561,0.5852327695265587,0.5099341787196118,0.046726235859525955,0.0,0.046726235859525955,0.0,10.0,470.0,,,10.0,470.0,2380.0,1900.0,0.0,0.0,1.0,1.0,True,1.0,1.0,1.0,1.0,0,1.0,1.0
3,0.022203489200408794,0.01022946527937639,0.32337929125820475,0.2909463367784195,0.0441997363654964,0.0,0.0441997363654964,0.0,0.0,190.0,,,0.0,190.0,2670.0,2480.0,0.0,0.0,1.0,1.0,True,1.0,1.0,1.0,1.0,0,1.0,1.0
4,0.01776072173515901,0.014276214770927498,0.3430362574408794,0.3109993209347929,0.03616319259175138,0.0,0.03616319259175138,0.0,0.0,240.0,,,0.0,240.0,2750.0,2510.0,0.0,0.0,1.0,1.0,True,1.0,1.0,1.0,1.0,0,1.0,1.0
5,0.011971693483798694,0.004200136257975301,0.20053132809894697,0.18435949835717297,0.0414882601191226,0.0,0.0414882601191226,0.0,0.0,110.0,,,0.0,110.0,3040.0,2930.0,0.0,0.0,1.0,1.0,True,1.0,1.0,1.0,1.0,0,1.0,1.0
6,0.010670809497299497,0.015824355823513492,0.2116675226973305,0.1851723573765175,0.013763215434744014,0.0,0.013763215434744014,0.0,0.0,240.0,,,0.0,240.0,2580.0,2340.0,0.0,0.0,1.0,1.0,True,1.0,1.0,1.0,1.0,0,1.0,1.0
7,0.005094691895251198,0.0008816526904443997,0.11075321086449971,0.10477686627880411,0.033482489278888694,0.0,0.033482489278888694,0.0,10.0,20.0,,,10.0,20.0,3310.0,3280.0,0.0,0.0,1.0,1.0,True,1.0,1.0,1.0,1.0,0,1.0,1.0
8,0.003869489506474595,0.004228557604040797,0.10218742051812488,0.09408937340760949,0.031568288071215034,0.0,0.031568288071215034,0.0,0.0,100.0,,,0.0,100.0,3160.0,3060.0,0.0,0.0,1.0,1.0,True,1.0,1.0,1.0,1.0,0,1.0,1.0
9,0.0156170505252049,0.010426337682472697,0.3324523749212886,0.306408986713611,0.028001092820807427,0.0,0.028001092820807427,0.0,0.0,190.0,,,0.0,190.0,2760.0,2570.0,0.0,0.0,1.0,1.0,True,1.0,1.0,1.0,1.0,0,1.0,1.0
10,0.014446260300585295,0.017647159148334396,0.3109498736098415,0.27885645416092186,0.03335748722988241,0.0,0.03335748722988241,0.0,0.0,310.0,,,0.0,310.0,2810.0,2500.0,0.0,0.0,1.0,1.0,True,1.0,1.0,1.0,1.0,0,1.0,1.0
11,0.0330103868736132,0.029490756463417103,0.7589795570297988,0.6964784136927684,0.13516605459320563,0.0,0.13516605459320563,0.0,0.0,270.0,,,0.0,270.0,2630.0,2360.0,0.0,0.0,1.0,1.0,True,1.0,1.0,1.0,1.0,0,1.0,1.0
0,0.019990468423913,0.012572358441363507,0.3046124181427,0.2720495912774235,0.03756250942883699,0.0,0.03756250942883699,0.0,0.0,190.0,,,0.0,190.0,2640.0,2450.0,0.0,0.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1,1.0,1.0
1,0.028032167595771887,0.03374495576681659,0.6851889313550427,0.6234118079924542,0.13323885110958478,0.0,0.13323885110958478,0.0,0.0,310.0,,,0.0,310.0,2660.0,2350.0,0.0,0.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1,1.0,1.0
2,0.018750912170191314,0.05654767863675561,0.5852327695265587,0.5099341787196118,0.046726235859525955,0.0,0.046726235859525955,0.0,10.0,470.0,,,10.0,470.0,2380.0,1900.0,0.0,0.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1,1.0,1.0
3,0.022203489200408794,0.01022946527937639,0.32337929125820475,0.2909463367784195,0.0441997363654964,0.0,0.0441997363654964,0.0,0.0,190.0,,,0.0,190.0,2670.0,2480.0,0.0,0.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1,1.0,1.0
4,0.01776072173515901,0.014276214770927498,0.3430362574408794,0.3109993209347929,0.03616319259175138,0.0,0.03616319259175138,0.0,0.0,240.0,,,0.0,240.0,2750.0,2510.0,0.0,0.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1,1.0,1.0
5,0.011971693483798694,0.004200136257975301,0.20053132809894697,0.18435949835717297,0.0414882601191226,0.0,0.0414882601191226,0.0,0.0,110.0,,,0.0,110.0,3040.0,2930.0,0.0,0.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1,1.0,1.0
6,0.010670809497299497,0.015824355823513492,0.2116675226973305,0.1851723573765175,0.013763215434744014,0.0,0.013763215434744014,0.0,0.0,240.0,,,0.0,240.0,2580.0,2340.0,0.0,0.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1,1.0,1.0
7,0.005094691895251198,0.0008816526904443997,0.11075321086449971,0.10477686627880411,0.033482489278888694,0.0,0.033482489278888694,0.0,10.0,20.0,,,10.0,20.0,3310.0,3280.0,0.0,0.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1,1.0,1.0
8,0.003869489506474595,0.004228557604040797,0.10218742051812488,0.09408937340760949,0.031568288071215034,0.0,0.031568288071215034,0.0,0.0,100.0,,,0.0,100.0,3160.0,3060.0,0.0,0.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1,1.0,1.0
9,0.0156170505252049,0.010426337682472697,0.3324523749212886,0.306408986713611,0.028001092820807427,0.0,0.028001092820807427,0.0,0.0,190.0,,,0.0,190.0,2760.0,2570.0,0.0,0.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1,1.0,1.0
10,0.014446260300585295,0.017647159148334396,0.3109498736098415,0.27885645416092186,0.03335748722988241,0.0,0.03335748722988241,0.0,0.0,310.0,,,0.0,310.0,2810.0,2500.0,0.0,0.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1,1.0,1.0
11,0.0330103868736132,0.029490756463417103,0.7589795570297988,0.6964784136927684,0.13516605459320563,0.0,0.13516605459320563,0.0,0.0,270.0,,,0.0,270.0,2630.0,2360.0,0.0,0.0,1.0,1.0,True,1.0,1.0,1.0,1.0,1,1.0,1.0
