replication,loss__delta_prop,loss__delta_rec,loss__total,loss__delta_int,Lambda__delta_prop,Lambda__delta_rec,Lambda__total,Lambda__delta_int,T_rec__delta_prop,T_rec__delta_rec,T_rec__total,T_rec__delta_int,T_rec_bounded__delta_prop,T_rec_bounded__delta_rec,T_rec_bounded__total,T_rec_bounded__delta_int,lock_in__delta_prop,lock_in__delta_rec,lock_in__total,lock_in__delta_int,any_censored,q_prop,kappa_prop,q_rec,kappa_rec,seed_design,psi_prop,psi_rec
0,0.0018380394811590012,6.844215561320477e-05,0.0018985921515485976,-7.889485223608328e-06,0.0028675495284132824,0.0,0.0028675495284132824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.25,0.25,0.25,0.25,0,0.0625,0.0625
1,0.0037733401154022017,0.002532875847402291,0.006546278706331593,0.00024006274352710022,0.023971031317338798,0.0,0.023971031317338798,0.0,0.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,False,0.25,0.25,0.25,0.25,0,0.0625,0.0625
2,0.0015661288866161138,0.003159973030218699,0.005087381328063217,0.00036127941122840457,0.006636279872173412,0.0,0.006636279872173412,0.0,0.0,20.0,30.0,10.0,0.0,20.0,30.0,10.0,0.0,0.0,0.0,0.0,False,0.25,0.25,0.25,0.25,0,0.0625,0.0625
3,0.0013696458688396002,0.0008773840323625937,0.002273460921570089,2.643102036789524e-05,0.002295233558323173,0.0,0.002295233558323173,0.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,False,0.25,0.25,0.25,0.25,0,0.0625,0.0625
4,0.0009204295562615095,0.0010447725642905026,0.002040311002974707,7.510888242269476e-05,0.0019484264692763986,0.0,0.0019484264692763986,0.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,False,0.25,0.25,0.25,0.25,0,0.0625,0.0625
5,0.0009071265820782964,2.0639014955997625e-05,0.0009279406593503958,1.7506231610175949e-07,0.006595088283145423,0.0,0.006595088283145423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.25,0.25,0.25,0.25,0,0.0625,0.0625
6,0.00044918503044599767,2.937486920939758e-05,0.0004788635146534964,3.036149981011649e-07,0.001214049319361199,0.0,0.001214049319361199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.25,0.25,0.25,0.25,0,0.0625,0.0625
7,0.0004866023138143001,0.0,0.0004866023138143001,0.0,0.004070326089999576,0.0,0.004070326089999576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.25,0.25,0.25,0.25,0,0.0625,0.0625
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.25,0.25,0.25,0.25,0,0.0625,0.0625
9,0.0007682437613835968,0.0008939047494860991,0.001781936805332493,0.00011978829446279704,0.0013789252404726171,0.0,0.0013789252404726171,0.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,False,0.25,0.25,0.25,0.25,0,0.0625,0.0625
10,0.0005045073520109911,0.00012739661481279974,0.000628819431914604,-3.084534909186809e-06,0.00015304525787657175,0.0,0.00015304525787657175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.25,0.25,0.25,0.25,0,0.0625,0.0625
11,0.003209078313402988,0.0006076930860631907,0.003928461155041696,0.00011168975557551697,0.020718896652262564,0.0,0.020718896652262564,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,False,0.25,0.25,0.25,0.25,0,0.0625,0.0625
0,0.0015422254916395983,4.0683003307201426e-05,0.0015953381581240988,1.24296631772991e-05,0.002934443748860427,0.0,0.002934443748860427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.25,0.25,0.25,0.25,1,0.0625,0.0625
1,0.005278745836054893,0.0006959083338359956,0.0060319318531541904,5.7277683263301515e-05,0.03635011324137771,0.0,0.03635011324137771,0.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,False,0.25,0.25,0.25,0.25,1,0.0625,0.0625
2,0.0005936942368855169,0.0012264573925875044,0.0018224572475404044,2.305618067383053e-06,0.0019481493863189314,0.0,0.0019481493863189314,0.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,False,0.25,0.25,0.25,0.25,1,0.0625,0.0625
3,0.0013685263858297936,0.0008401347759718902,0.0024913289798541016,0.0002826678180524178,0.004132857022568104,0.0,0.004132857022568104,0.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,False,0.25,0.25,0.25,0.25,1,0.0625,0.0625
4,0.001049747464524603,3.736924253820717e-05,0.0010850023553067023,-2.1143517561078573e-06,0.002046491799463368,0.0,0.002046491799463368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.25,0.25,0.25,0.25,1,0.0625,0.0625
5,0.0014997565994896989,0.0008609127495686972,0.0024008498961016964,4.018054704330032e-05,0.003386146833153303,0.0,0.003386146833153303,0.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,False,0.25,0.25,0.25,0.25,1,0.0625,0.0625
6,0.0004632071228468926,0.0011466412293375944,0.001624493080233394,1.464472804890704e-05,0.0005313954055412573,0.0,0.0005313954055412573,0.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,False,0.25,0.25,0.25,0.25,1,0.0625,0.0625
7,0.0008333559446801996,0.0,0.0008333559446801996,0.0,0.006584696741084917,0.0,0.006584696741084917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.25,0.25,0.25,0.25,1,0.0625,0.0625
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.25,0.25,0.25,0.25,1,0.0625,0.0625
9,0.000586986172046694,2.4032667453099954e-05,0.0006134222837050896,2.4034442052955907e-06,0.0030514286007464198,0.0,0.0030514286007464198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.25,0.25,0.25,0.25,1,0.0625,0.0625
10,0.00047581066492499713,0.0008562791922041985,0.0013414991778748914,9.409320745695782e-06,0.0018554529885453919,0.0,0.0018554529885453919,0.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,False,0.25,0.25,0.25,0.25,1,0.0625,0.0625
11,0.0024242416477613937,0.0012932649245406963,0.0038243039929283934,0.00010679742062630337,0.02090053625385524,0.0,0.02090053625385524,0.0,0.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,False,0.25,0.25,0.25,0.25,1,0.0625,0.0625
0,0.004515023997983397,0.0002239591509355099,0.0048468291896403976,0.0001078460407214904,0.007663946391789689,0.0,0.007663946391789689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.25,0.6,0.25,0.6,0,0.15,0.15
1,0.008840729197405903,0.011367629380284391,0.021673316000370396,0.001464957422680102,0.060767913611217694,0.0,0.060767913611217694,0.0,0.0,100.0,110.0,10.0,0.0,100.0,110.0,10.0,0.0,0.0,0.0,0.0,False,0.25,0.6,0.25,0.6,0,0.15,0.15
2,0.003917333191068295,0.013273851691357696,0.018092038105138014,0.0009008532227120225,0.016201941075111637,0.0,0.016201941075111637,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,False,0.25,0.6,0.25,0.6,0,0.15,0.15
3,0.0032918059350532936,0.0037480214002504897,0.00749272402358829,0.000452896688284507,0.005802802949824104,0.0,0.005802802949824104,0.0,0.0,40.0,50.0,10.0,0.0,40.0,50.0,10.0,0.0,0.0,0.0,0.0,False,0.25,0.6,0.25,0.6,0,0.15,0.15
4,0.0023792530701051973,0.0041880557906531085,0.006887696215924707,0.0003203873551664016,0.0047154501708760455,0.0,0.0047154501708760455,0.0,0.0,40.0,50.0,10.0,0.0,40.0,50.0,10.0,0.0,0.0,0.0,0.0,False,0.25,0.6,0.25,0.6,0,0.15,0.15
5,0.0022284128235421016,0.00021521662617490084,0.0024471135400883012,3.4840903712987648e-06,0.016413683239258237,0.0,0.016413683239258237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.25,0.6,0.25,0.6,0,0.15,0.15
6,0.0012585604908356002,7.058688747749176e-05,0.0013318056740490025,2.6582957359105874e-06,0.003490631304174596,0.0,0.003490631304174596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.25,0.6,0.25,0.6,0,0.15,0.15
7,0.0010633675876483978,0.0,0.0010633675876483978,0.0,0.008348884921721311,0.0,0.008348884921721311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.25,0.6,0.25,0.6,0,0.15,0.15
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.25,0.6,0.25,0.6,0,0.15,0.15
9,0.0019656630172128903,0.0034081757125137974,0.005711197728932096,0.0003373589992054088,0.0024668868859744064,0.0,0.0024668868859744064,0.0,0.0,40.0,40.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,False,0.25,0.6,0.25,0.6,0,0.15,0.15
10,0.0013052641163429912,0.00034420085191110006,0.0018614246289692937,0.00021195966071520245,0.003527144630488588,0.0,0.003527144630488588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.25,0.6,0.25,0.6,0,0.15,0.15
11,0.007962539825587187,0.002258025817395093,0.010715737776714196,0.0004951721337319165,0.05044761897740435,0.0,0.05044761897740435,0.0,0.0,30.0,30.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,False,0.25,0.6,0.25,0.6,0,0.15,0.15
0,0.003427993734424706,0.00011968059534089859,0.003651227037566901,0.00010355270780129655,0.0057080446177749655,0.0,0.0057080446177749655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.25,0.6,0.25,0.6,1,0.15,0.15
1,0.011237040811939103,0.002577236830273999,0.014909227048167897,0.0010949494059547954,0.0721102618888162,0.0,0.0721102618888162,0.0,0.0,40.0,50.0,10.0,0.0,40.0,50.0,10.0,0.0,0.0,0.0,0.0,False,0.25,0.6,0.25,0.6,1,0.15,0.15
2,0.0013590090344205163,0.005023399104947895,0.006447844587845614,6.543644847720187e-05,0.0031708788859237114,0.0,0.0031708788859237114,0.0,0.0,50.0,50.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,0.25,0.6,0.25,0.6,1,0.15,0.15
3,0.0035321820131686,0.0036166155857714904,0.008560009833403298,0.0014112122344632078,0.006886834980621315,0.0,0.006886834980621315,0.0,0.0,40.0,50.0,10.0,0.0,40.0,50.0,10.0,0.0,0.0,0.0,0.0,False,0.25,0.6,0.25,0.6,1,0.15,0.15
4,0.0025836726444233016,0.00013868320605450735,0.0031329195178647073,0.0004105636673868984,0.006629441359473187,0.0,0.006629441359473187,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,False,0.25,0.6,0.25,0.6,1,0.15,0.15
5,0.0034516993988501984,0.003934224552695799,0.008072305866754198,0.0006863819152082007,0.007201033578594529,0.0,0.007201033578594529,0.0,0.0,50.0,60.0,10.0,0.0,50.0,60.0,10.0,0.0,0.0,0.0,0.0,False,0.25,0.6,0.25,0.6,1,0.15,0.15
6,0.0011182335202084004,0.0049160428131711925,0.006222164803431893,0.0001878884700522998,0.0012959208247609322,0.0,0.0012959208247609322,0.0,0.0,50.0,50.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False,0.25,0.6,0.25,0.6,1,0.15,0.15
7,0.0017950805017189,0.0,0.0017950805017189,0.0,0.012642823384374391,0.0,0.012642823384374391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.25,0.6,0.25,0.6,1,0.15,0.15
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.25,0.6,0.25,0.6,1,0.15,0.15
9,0.0014674814101452022,8.006992803859247e-05,0.0015623099686838948,1.4758630500100178e-05,0.0054689453635958785,0.0,0.0054689453635958785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.25,0.6,0.25,0.6,1,0.15,0.15
10,0.0013429866288676984,0.002673715796132098,0.004302148348484594,0.0002854459234847978,0.004897492898201794,0.0,0.004897492898201794,0.0,0.0,30.0,30.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,False,0.25,0.6,0.25,0.6,1,0.15,0.15
11,0.006559239618666793,0.003919144303542593,0.012352471469905799,0.0018740875476964125,0.05126182370980692,0.0,0.05126182370980692,0.0,0.0,50.0,70.0,20.0,0.0,50.0,70.0,20.0,0.0,0.0,0.0,0.0,False,0.25,0.6,0.25,0.6,1,0.15,0.15
0,0.007880674983415797,0.0005062867825222084,0.008853342716266907,0.00046638095032890126,0.016053808253530755,0.0,0.016053808253530755,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,False,0.25,1.0,0.25,1.0,0,0.25,0.25
1,0.01373721640410469,0.0354078972885344,0.06996499562264509,0.020819881930006,0.08712164511183984,0.0,0.08712164511183984,0.0,0.0,110.0,110.0,0.0,0.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,False,0.25,1.0,0.25,1.0,0,0.25,0.25
2,0.005981582300520094,0.045635019820419814,0.07127668781178889,0.019660085690848983,0.019504878566554362,0.0,0.019504878566554362,0.0,0.0,120.0,120.0,0.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,False,0.25,1.0,0.25,1.0,0,0.25,0.25
3,0.005643240216937989,0.0035918190367797004,0.010640869054356794,0.0014058098006391045,0.010214787824852689,0.0,0.010214787824852689,0.0,0.0,60.0,70.0,10.0,0.0,60.0,70.0,10.0,0.0,0.0,0.0,0.0,False,0.25,1.0,0.25,1.0,0,0.25,0.25
4,0.004199712040729803,0.003920862536216402,0.010922432823274611,0.0028018582463284064,0.006308916215439941,0.0,0.006308916215439941,0.0,0.0,50.0,80.0,30.0,0.0,50.0,80.0,30.0,0.0,0.0,0.0,0.0,False,0.25,1.0,0.25,1.0,0,0.25,0.25
5,0.003938111971821395,0.0004217281233735992,0.0043845467292598014,2.4706634064806943e-05,0.027710050691784838,0.0,0.027710050691784838,0.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,False,0.25,1.0,0.25,1.0,0,0.25,0.25
6,0.0024878250366069943,0.0003020502558938043,0.002804392631371097,1.451733887029849e-05,0.008484606232476266,0.0,0.008484606232476266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.25,1.0,0.25,1.0,0,0.25,0.25
7,0.0017499252552137003,0.0,0.0017499252552137003,0.0,0.01328874998266949,0.0,0.01328874998266949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.25,1.0,0.25,1.0,0,0.25,0.25
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.25,1.0,0.25,1.0,0,0.25,0.25
9,0.0035059445053966937,0.0031200518852593923,0.009630308926635495,0.0030043125359794087,0.005394969352417123,0.0,0.005394969352417123,0.0,0.0,40.0,60.0,20.0,0.0,40.0,60.0,20.0,0.0,0.0,0.0,0.0,False,0.25,1.0,0.25,1.0,0,0.25,0.25
