metric,propagation coupling,restoration coupling,interaction,total (11 - 00)
1 - R  (overall resilience loss),0.007208374526404964,0.019107657351131464,0.0018359091933088034,0.028151941070845232
Lambda  (depth of drop),0.036398847240225275,-9.755168617342491e-12,1.6787014278651925e-11,0.03639884724725712
T_rec  (recovery delay)  [n differs — not additive],0.09009009009009009,264.6184738955823,2.640562248995984,267.34939759036143
lock-in  (never recovers in horizon),0.0,0.003,0.0,0.003
