replication,loss__delta_prop,loss__delta_rec,loss__total,loss__delta_int,Lambda__delta_prop,Lambda__delta_rec,Lambda__total,Lambda__delta_int,T_rec__delta_prop,T_rec__delta_rec,T_rec__total,T_rec__delta_int,T_rec_bounded__delta_prop,T_rec_bounded__delta_rec,T_rec_bounded__total,T_rec_bounded__delta_int,lock_in__delta_prop,lock_in__delta_rec,lock_in__total,lock_in__delta_int,any_censored
34,0.007596561538398688,0.023430430555546694,0.03289844795308011,0.0018714558591347297,0.0192517886708391,0.0,0.0192517886708391,0.0,0.0,300.0,300.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,False
35,0.008778488531982598,0.04588819243007761,0.05707627023703249,0.0024095892749722847,0.024839556449574474,0.0,0.024839556449574474,0.0,0.0,570.0,570.0,0.0,0.0,570.0,570.0,0.0,0.0,0.0,0.0,0.0,False
36,0.0033002198608409056,0.004436309195555502,0.0084770191631173,0.0007404901067208924,0.036079456400404,0.0,0.036079456400404,0.0,0.0,110.0,110.0,0.0,0.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,False
37,0.0017782476414174991,0.004633798306285297,0.006847904869237094,0.00043585892153429756,0.007595187760479405,0.0,0.007595187760479405,0.0,0.0,120.0,120.0,0.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,False
38,0.006912004810525396,0.019789759918296873,0.027716933934997107,0.0010151692061748374,0.005643182805158409,0.0,0.005643182805158409,0.0,0.0,280.0,280.0,0.0,0.0,280.0,280.0,0.0,0.0,0.0,0.0,0.0,False
39,0.0102742441980362,0.006226740868934905,0.017860998071982007,0.0013600130050109016,0.048977401996710024,0.0,0.048977401996710024,0.0,0.0,170.0,170.0,0.0,0.0,170.0,170.0,0.0,0.0,0.0,0.0,0.0,False
40,0.002771206198421597,1.8314584684202273e-05,0.002820996988986503,3.147620588070388e-05,0.023561861413974317,0.0,0.023561861413974317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
41,0.0003498842320128065,0.0011672962611648102,0.0015429413426902017,2.576084951258495e-05,0.003586017431665145,0.0,0.003586017431665145,0.0,0.0,60.0,60.0,0.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,False
42,0.0029618686099116,0.0024862318588243087,0.005936732792150207,0.0004886323234142981,0.0009014699534817261,0.0,0.0009014699534817261,0.0,0.0,50.0,50.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False
43,0.0063074517764133,0.001659390218427606,0.008181809030972001,0.00021496703613109458,0.10494842451948228,0.0,0.10494842451948228,0.0,0.0,70.0,70.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,False
44,0.005278398786733113,0.03605810662550221,0.042857457988026204,0.0015209525757908793,0.00810507986299569,0.0,0.00810507986299569,0.0,0.0,430.0,430.0,0.0,0.0,430.0,430.0,0.0,0.0,0.0,0.0,0.0,False
45,0.001402701672855805,0.005764318209712099,0.0073852354057274,0.00021821552315949566,0.006276762145760784,0.0,0.006276762145760784,0.0,0.0,130.0,130.0,0.0,0.0,130.0,130.0,0.0,0.0,0.0,0.0,0.0,False
46,0.007481328424575995,0.0376091916430413,0.04840221479569348,0.0033116947280761866,0.012728594927947867,0.0,0.012728594927947867,0.0,0.0,420.0,420.0,0.0,0.0,420.0,420.0,0.0,0.0,0.0,0.0,0.0,False
47,0.003402698743239299,0.010820636441194798,0.015526280835460704,0.0013029456510266074,0.020373886669491137,0.0,0.020373886669491137,0.0,0.0,250.0,250.0,0.0,0.0,250.0,250.0,0.0,0.0,0.0,0.0,0.0,False
48,0.009035270162695896,0.07277808312235262,0.0857009535389956,0.0038876002539470766,0.009764056293658951,0.0,0.009764056293658951,0.0,0.0,760.0,760.0,0.0,0.0,760.0,760.0,0.0,0.0,0.0,0.0,0.0,False
49,0.007625235591709689,0.039355013659916976,0.04997247090015269,0.002992221648526028,0.019618876120677364,0.0,0.019618876120677364,0.0,0.0,470.0,470.0,0.0,0.0,470.0,470.0,0.0,0.0,0.0,0.0,0.0,False
50,0.01395841622698811,0.004477460513185913,0.020044443532450607,0.0016085667922765834,0.07498223707646168,0.0,0.07498223707646168,0.0,0.0,140.0,140.0,0.0,0.0,140.0,140.0,0.0,0.0,0.0,0.0,0.0,False
51,0.009851200628722204,0.010225865587823707,0.022919472543796907,0.002842406327250996,0.01991882879472695,0.0,0.01991882879472695,0.0,0.0,210.0,210.0,0.0,0.0,210.0,210.0,0.0,0.0,0.0,0.0,0.0,False
52,0.013663445783839712,0.01177351346309291,0.0283415965964173,0.002904637349484679,0.07612712236359254,0.0,0.07612712236359254,0.0,0.0,190.0,190.0,0.0,0.0,190.0,190.0,0.0,0.0,0.0,0.0,0.0,False
53,0.005394926060028393,0.03155855500334609,0.039040444063616786,0.0020869630002423034,0.008026302401924701,0.0,0.008026302401924701,0.0,0.0,420.0,420.0,0.0,0.0,420.0,420.0,0.0,0.0,0.0,0.0,0.0,False
54,0.010069439442214417,0.018369112352005112,0.0315358599311224,0.003097308136902871,0.026492288720484147,0.0,0.026492288720484147,0.0,0.0,260.0,270.0,10.0,0.0,260.0,270.0,10.0,0.0,0.0,0.0,0.0,False
55,0.0018981832542906973,0.0013685442677819001,0.0034991924573452987,0.00023246493527270123,0.03619109969104323,0.0,0.03619109969104323,0.0,0.0,50.0,50.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False
56,0.006920608665965389,0.030044306987969505,0.0398181422262468,0.0028532265723119066,0.005815580285310595,0.0,0.005815580285310595,0.0,0.0,340.0,350.0,10.0,0.0,340.0,350.0,10.0,0.0,0.0,0.0,0.0,False
57,0.01004845204335042,0.035881476445268706,0.050972242112727606,0.00504231362410848,0.03820563241713382,0.0,0.03820563241713382,0.0,0.0,700.0,700.0,0.0,0.0,700.0,700.0,0.0,0.0,0.0,0.0,0.0,False
58,0.002266794245671701,0.004485997365661291,0.007310011037722101,0.0005572194263891092,0.032589913386387115,0.0,0.032589913386387115,0.0,0.0,110.0,110.0,0.0,0.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,False
59,0.013187151397049235,0.0766537507836132,0.09490478327273799,0.005063881092075562,0.017309461107581026,0.0,0.017309461107581026,0.0,0.0,830.0,830.0,0.0,0.0,830.0,830.0,0.0,0.0,0.0,0.0,0.0,False
60,0.00429764136692351,0.018214550970329285,0.02408783729865649,0.0015756449614036938,0.0014178654287213543,0.0,0.0014178654287213543,0.0,0.0,290.0,300.0,10.0,0.0,290.0,300.0,10.0,0.0,0.0,0.0,0.0,False
61,0.009993141710203893,0.008372852238068204,0.020795132776136496,0.0024291388278643994,0.059076147208919905,0.0,0.059076147208919905,0.0,10.0,180.0,270.0,80.0,10.0,180.0,270.0,80.0,0.0,0.0,0.0,0.0,False
62,0.0009763131541606004,1.1420957855400732e-05,0.001250113076959599,0.00026237896494359786,0.00015639978542711375,0.0,0.00015639978542711375,0.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,False
63,0.014411674737635882,0.09595099009765212,0.11678594589083996,0.006423281055551955,0.008716129852288979,0.0,0.008716129852288979,0.0,0.0,,,,0.0,370.0,370.0,0.0,0.0,1.0,1.0,0.0,True
64,0.0044013903817295,0.01640686871557359,0.02171880188712569,0.0009105427898225965,0.03329478905216987,0.0,0.03329478905216987,0.0,0.0,240.0,240.0,0.0,0.0,240.0,240.0,0.0,0.0,0.0,0.0,0.0,False
65,0.011517981155799994,0.062396882798105596,0.07881602304921101,0.0049011590953054185,0.021097145293668684,0.0,0.021097145293668573,-1.1102230246251565e-16,0.0,870.0,870.0,0.0,0.0,870.0,870.0,0.0,0.0,0.0,0.0,0.0,False
66,0.005463249296420503,0.007286554570614903,0.013710711176810192,0.0009609073097747861,0.042290076461326764,0.0,0.042290076461326764,0.0,0.0,200.0,200.0,0.0,0.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,False
67,0.000493204362924899,9.635582099780035e-05,0.0006057113097003991,1.6151125777699726e-05,0.004033483515614611,0.0,0.004033483515614611,0.0,0.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,False
68,0.009084349965303995,0.06038541383127388,0.07397518965412209,0.00450542585754421,0.03567765316841909,0.0,0.03567765316841909,0.0,0.0,630.0,630.0,0.0,0.0,630.0,630.0,0.0,0.0,0.0,0.0,0.0,False
69,0.0157591533233718,0.03431885328254958,0.05547201499190113,0.005394008385979754,0.018452614379496746,3.376188217885101e-12,0.018452614381096466,-1.776467861702713e-12,0.0,470.0,480.0,10.0,0.0,470.0,480.0,10.0,0.0,0.0,0.0,0.0,False
70,0.025604577179106594,0.0108192902978647,0.0407799690578905,0.004356101580919203,0.12272952205040272,0.0,0.12272952205040272,0.0,0.0,250.0,250.0,0.0,0.0,250.0,250.0,0.0,0.0,0.0,0.0,0.0,False
71,0.007567118435683098,0.01531708834915689,0.024562970931470293,0.0016787641466303044,0.028654969086987725,0.0,0.028654969086987725,0.0,0.0,340.0,340.0,0.0,0.0,340.0,340.0,0.0,0.0,0.0,0.0,0.0,False
72,0.005335581608565898,0.01470730355185379,0.020786490486335296,0.0007436053259156084,0.021005671344791255,0.0,0.021005671344791255,0.0,0.0,200.0,200.0,0.0,0.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,False
73,0.0042760231406233085,0.025512696462686307,0.031799945898012716,0.0020112262947031,0.005170466585891931,0.0,0.005170466585891931,0.0,0.0,320.0,320.0,0.0,0.0,320.0,320.0,0.0,0.0,0.0,0.0,0.0,False
74,0.0032706194204291106,0.007192840101321402,0.010777983939120911,0.0003145244173703987,0.004583467439970401,0.0,0.004583467439970401,0.0,0.0,170.0,170.0,0.0,0.0,170.0,170.0,0.0,0.0,0.0,0.0,0.0,False
75,0.010394051763541301,0.011206900331320407,0.024632072299380303,0.0030311202045185948,0.04830516611472563,0.0,0.04830516611472563,0.0,0.0,220.0,240.0,20.0,0.0,220.0,240.0,20.0,0.0,0.0,0.0,0.0,False
76,0.005156042786014281,0.08317904856346547,0.09106212290621257,0.0027270315567328174,0.0041844184120787276,0.0,0.0041844184120787276,0.0,0.0,930.0,940.0,10.0,0.0,930.0,940.0,10.0,0.0,0.0,0.0,0.0,False
77,0.013586039356561608,0.01644419352871801,0.03258645387477219,0.002556220989492569,0.02521125529276602,0.0,0.02521125529276602,0.0,0.0,310.0,310.0,0.0,0.0,310.0,310.0,0.0,0.0,0.0,0.0,0.0,False
78,0.008371638922953617,0.033607338812611603,0.045079769325169106,0.003100791589603885,0.018986877204902552,0.0,0.018986877204902552,0.0,0.0,440.0,440.0,0.0,0.0,440.0,440.0,0.0,0.0,0.0,0.0,0.0,False
79,0.0037440371055495053,0.008078948408485095,0.0121663956188416,0.00034341010480699874,0.01671921322905051,0.0,0.01671921322905051,0.0,0.0,180.0,180.0,0.0,0.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0,False
80,0.0025248408113091036,0.0036278970950846118,0.006999908062141111,0.0008471701557473954,0.0048343993212061065,0.0,0.0048343993212061065,0.0,0.0,110.0,110.0,0.0,0.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,False
81,0.005451954201736109,0.012119495967811283,0.018421847405444197,0.0008503972358968048,0.02239084182677531,0.0,0.02239084182677531,0.0,0.0,180.0,180.0,0.0,0.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0,False
82,0.003984808382813204,0.052767579922207625,0.058871475443106586,0.0021190871380857568,0.014776885491815661,0.0,0.014776885491815661,0.0,0.0,560.0,560.0,0.0,0.0,560.0,560.0,0.0,0.0,0.0,0.0,0.0,False
83,0.0035316173064261977,2.5085267382797538e-05,0.0036044768779514014,4.777430414240613e-05,0.01980828166120152,0.0,0.01980828166120152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
84,0.005206358622183202,0.0021974971345894018,0.0075407801945413105,0.00013692443776870677,0.04434218959856229,0.0,0.04434218959856229,0.0,0.0,70.0,70.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,False
85,0.0,2.034697425110088e-05,2.034697425110088e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
86,0.0052591404400312985,0.01525249090688209,0.021925964366757103,0.0014143330198437137,0.016865552872799117,0.0,0.016865552872799117,0.0,0.0,200.0,210.0,10.0,0.0,200.0,210.0,10.0,0.0,0.0,0.0,0.0,False
87,0.0023603154731303005,0.001366272097828497,0.004302152751988697,0.0005755651810298995,0.005327480669571005,0.0,0.005327480669571005,0.0,0.0,60.0,70.0,10.0,0.0,60.0,70.0,10.0,0.0,0.0,0.0,0.0,False
88,0.00019347408870210026,0.000713130798648598,0.0011782239895085991,0.0002716191021579009,0.0052959206937779335,0.0,0.0052959206937779335,0.0,0.0,40.0,40.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,False
89,0.0081652623244024,0.0450207303077155,0.05602371461819289,0.002837721986074987,0.026736817341388552,0.0,0.026736817341388552,0.0,0.0,610.0,610.0,0.0,0.0,610.0,610.0,0.0,0.0,0.0,0.0,0.0,False
90,0.0090210707661047,0.007361052861359796,0.018848044553867294,0.002465920926402798,0.0376894831185664,0.0,0.0376894831185664,0.0,0.0,230.0,230.0,0.0,0.0,230.0,230.0,0.0,0.0,0.0,0.0,0.0,False
91,0.005084137111982301,0.009484128466678399,0.015400670781092696,0.0008324052024319961,0.02746077287938742,0.0,0.02746077287938742,0.0,0.0,190.0,190.0,0.0,0.0,190.0,190.0,0.0,0.0,0.0,0.0,0.0,False
92,0.0016437215834712027,0.0017549173776804025,0.003759437717869303,0.0003607987567176979,0.0526144427212632,0.0,0.0526144427212632,0.0,0.0,60.0,60.0,0.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,False
93,0.008108425939945901,0.033987406039250295,0.046294474580188316,0.00419864260099212,0.0470220942795071,0.0,0.0470220942795071,0.0,0.0,500.0,500.0,0.0,0.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,False
94,0.007349879669354797,0.022885607360345395,0.0324157411990941,0.002180254169393908,0.01888066252972509,0.0,0.01888066252972509,0.0,0.0,270.0,270.0,0.0,0.0,270.0,270.0,0.0,0.0,0.0,0.0,0.0,False
95,0.007421000701003988,0.08638550917436749,0.09646917973420749,0.0026626698588360087,0.003878779729506121,0.0,0.003878779729506121,0.0,0.0,950.0,950.0,0.0,0.0,950.0,950.0,0.0,0.0,0.0,0.0,0.0,False
96,0.013195351174431297,0.017302106428794206,0.033054750946938605,0.002557293343713102,0.07882735116952477,0.0,0.07882735116952477,0.0,0.0,220.0,220.0,0.0,0.0,220.0,220.0,0.0,0.0,0.0,0.0,0.0,False
97,0.004445522535430388,0.00857715691023049,0.013445682031658093,0.00042300258599721474,0.02660206041417712,0.0,0.02660206041417712,0.0,0.0,130.0,130.0,0.0,0.0,130.0,130.0,0.0,0.0,0.0,0.0,0.0,False
98,0.004564185230390198,0.0007606278799114005,0.005464666337916604,0.00013985322761500552,0.022302692584128148,0.0,0.022302692584128148,0.0,0.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,False
99,0.013393688178611404,0.012722913591401,0.029324747285220207,0.0032081455152078026,0.05536559600054003,0.0,0.05536559600054003,0.0,0.0,220.0,220.0,0.0,0.0,220.0,220.0,0.0,0.0,0.0,0.0,0.0,False
100,0.009075680956948107,0.00915447468126361,0.0200293583682353,0.001799202730023583,0.0647814865773807,0.0,0.0647814865773807,0.0,0.0,160.0,160.0,0.0,0.0,160.0,160.0,0.0,0.0,0.0,0.0,0.0,False
101,0.006501217979718699,0.001560856429992305,0.008830369619856795,0.0007682952101457918,0.05227724490092289,0.0,0.05227724490092289,0.0,0.0,40.0,40.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,False
102,0.00763135722177799,0.026106477221812807,0.03583311761115432,0.002095283167563522,0.01304982474766403,-9.392486788328824e-14,0.013049824747413563,-1.5654144647214707e-13,0.0,370.0,370.0,0.0,0.0,370.0,370.0,0.0,0.0,0.0,0.0,0.0,False
103,0.0042844722219883,0.004477807007785599,0.0095216551234907,0.0007593758937168016,0.034891653224775165,0.0,0.034891653224775165,0.0,0.0,120.0,120.0,0.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,False
104,0.005081905628913405,0.017087282667136702,0.023474091938360406,0.0013049036423102983,0.03335007429473147,0.0,0.03335007429473147,0.0,0.0,230.0,230.0,0.0,0.0,230.0,230.0,0.0,0.0,0.0,0.0,0.0,False
105,0.007763613101669509,0.09093569397663182,0.10136699501278568,0.002667687934484353,0.00983974154252043,0.0,0.00983974154252043,0.0,0.0,930.0,940.0,10.0,0.0,930.0,940.0,10.0,0.0,0.0,0.0,0.0,False
106,0.007066673888070807,0.0033696041812290023,0.011268449751711096,0.0008321716824112868,0.015383834215940695,0.0,0.015383834215940695,0.0,0.0,100.0,110.0,10.0,0.0,100.0,110.0,10.0,0.0,0.0,0.0,0.0,False
107,0.001744496615021001,0.0005567108879434013,0.0024250811836181024,0.0001238736806537001,0.03897251307629468,0.0,0.03897251307629468,0.0,0.0,30.0,30.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,False
108,0.015592670002390008,0.04971019888924039,0.07123729388637912,0.0059344249947487215,0.059315394366480256,0.0,0.059315394366480256,0.0,0.0,590.0,590.0,0.0,0.0,590.0,590.0,0.0,0.0,0.0,0.0,0.0,False
109,0.010735643837150394,0.055318975618942695,0.06976233472341978,0.003707715267326689,0.03535565669830465,0.0,0.03535565669830465,0.0,0.0,680.0,680.0,0.0,0.0,680.0,680.0,0.0,0.0,0.0,0.0,0.0,False
110,0.004924215625163181,0.04091611364978287,0.051536072329928295,0.005695743054982244,0.0034920630739437852,0.0,0.0034920630739437852,0.0,0.0,380.0,380.0,0.0,0.0,380.0,380.0,0.0,0.0,0.0,0.0,0.0,False
111,0.00341703026807981,0.001977501027574602,0.005394531295654509,9.71445146547012e-17,0.05172998603951373,0.0,0.05172998603951373,0.0,0.0,60.0,60.0,0.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,False
112,0.008094387320233001,0.023001934637331203,0.035077584256593894,0.003981262299029689,0.06275981498260297,0.0,0.06275981498260297,0.0,0.0,360.0,370.0,10.0,0.0,360.0,370.0,10.0,0.0,0.0,0.0,0.0,False
113,0.005929222685760821,0.012240584741385202,0.01886910935623412,0.0006993019290880975,0.028239070612085415,0.0,0.028239070612085415,0.0,0.0,180.0,180.0,0.0,0.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0,False
114,0.010909525403715897,0.003433591282497192,0.015191462707924402,0.0008483460217113131,0.11772611025313173,0.0,0.11772611025313173,0.0,0.0,80.0,80.0,0.0,0.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,False
115,0.0058743712157244,1.8370798316999504e-05,0.006104196605883898,0.00021145459184249843,0.026492646501155848,0.0,0.026492646501155848,0.0,10.0,10.0,10.0,-10.0,10.0,10.0,10.0,-10.0,0.0,0.0,0.0,0.0,False
116,0.0074102140037045905,0.01554459579316439,0.025182507031616397,0.0022276972347474167,0.04135404359418021,0.0,0.04135404359418021,0.0,0.0,400.0,400.0,0.0,0.0,400.0,400.0,0.0,0.0,0.0,0.0,0.0,False
