R,loss,Lambda,F_min,t_min,T_rec,T_rec_censored,T_rec_bound,lock_in,F_end,arm,indicator,q_prop,kappa_prop,q_rec,kappa_rec,seed_design,replication,psi_prop,psi_rec,q_prop_realised,kappa_prop_realised,psi_prop_realised,q_rec_realised,kappa_rec_realised,psi_rec_realised
0.9353926388888889,0.0646073611111111,0.4325000000000001,0.5674999999999999,44.0,213.0,False,876.0,0.0,1.0,00,operational,0.4,0.2,0.4,0.2,1,0,0.08000000000000002,0.08000000000000002,,,,,,
0.9331378496556713,0.06686215034432874,0.4325000000000001,0.5674999999999999,44.0,213.0,False,876.0,0.0,1.0,10,operational,0.4,0.2,0.4,0.2,1,0,0.08000000000000002,0.08000000000000002,0.4,0.2,0.08000000000000002,0.0,0.0,0.0
0.9350205986077372,0.06497940139226277,0.4325000000000001,0.5674999999999999,44.0,214.0,False,876.0,0.0,1.0,01,operational,0.4,0.2,0.4,0.2,1,0,0.08000000000000002,0.08000000000000002,0.0,0.0,0.0,0.4,0.2,0.08000000000000002
0.9325597393713557,0.06744026062864428,0.4325000000000001,0.5674999999999999,44.0,214.0,False,876.0,0.0,1.0,11,operational,0.4,0.2,0.4,0.2,1,0,0.08000000000000002,0.08000000000000002,0.4,0.2,0.08000000000000002,0.4,0.2,0.08000000000000002
0.9353926388888889,0.0646073611111111,0.4325000000000001,0.5674999999999999,44.0,213.0,False,876.0,0.0,1.0,00,operational,0.4,0.2,0.4,0.2,2,0,0.08000000000000002,0.08000000000000002,,,,,,
0.9336491804976852,0.0663508195023148,0.4325000000000001,0.5674999999999999,44.0,213.0,False,876.0,0.0,1.0,10,operational,0.4,0.2,0.4,0.2,2,0,0.08000000000000002,0.08000000000000002,0.4,0.2,0.08000000000000002,0.0,0.0,0.0
0.9349944922222222,0.0650055077777778,0.4325000000000001,0.5674999999999999,44.0,214.0,False,876.0,0.0,1.0,01,operational,0.4,0.2,0.4,0.2,2,0,0.08000000000000002,0.08000000000000002,0.0,0.0,0.0,0.4,0.2,0.08000000000000002
0.9330571701824919,0.0669428298175081,0.4325000000000001,0.5674999999999999,44.0,214.0,False,876.0,0.0,1.0,11,operational,0.4,0.2,0.4,0.2,2,0,0.08000000000000002,0.08000000000000002,0.4,0.2,0.08000000000000002,0.4,0.2,0.08000000000000002
0.9353926388888889,0.0646073611111111,0.4325000000000001,0.5674999999999999,44.0,213.0,False,876.0,0.0,1.0,00,operational,0.4,0.2,0.4,0.2,3,0,0.08000000000000002,0.08000000000000002,,,,,,
0.9336043014467592,0.06639569855324079,0.4325000000000001,0.5674999999999999,44.0,213.0,False,876.0,0.0,1.0,10,operational,0.4,0.2,0.4,0.2,3,0,0.08000000000000002,0.08000000000000002,0.4,0.2,0.08000000000000002,0.0,0.0,0.0
0.9349178097685185,0.06508219023148154,0.4325000000000001,0.5674999999999999,44.0,214.0,False,876.0,0.0,1.0,01,operational,0.4,0.2,0.4,0.2,3,0,0.08000000000000002,0.08000000000000002,0.0,0.0,0.0,0.4,0.2,0.08000000000000002
0.9329860542238718,0.06701394577612818,0.4325000000000001,0.5674999999999999,44.0,215.0,False,876.0,0.0,1.0,11,operational,0.4,0.2,0.4,0.2,3,0,0.08000000000000002,0.08000000000000002,0.4,0.2,0.08000000000000002,0.4,0.2,0.08000000000000002
