q_prop,kappa_prop,q_rec,kappa_rec,seed_design,loss__delta_prop,loss__delta_rec,loss__total,loss__delta_int,Lambda__delta_prop,Lambda__delta_rec,Lambda__total,Lambda__delta_int,T_rec__delta_prop,T_rec__delta_rec,T_rec__total,T_rec__delta_int,T_rec_bounded__delta_prop,T_rec_bounded__delta_rec,T_rec_bounded__total,T_rec_bounded__delta_int,lock_in__delta_prop,lock_in__delta_rec,lock_in__total,lock_in__delta_int,psi_prop,psi_rec
0.8,1.0,0.8,1.0,3,0.020735266662808633,0.02061762719154958,0.2842361856781024,0.2428832918237442,0.10568333333333325,0.0,0.10568333333333325,0.0,0.6,51.13333333333333,,,0.6,51.13333333333333,658.3333333333334,606.6,0.0,0.0,1.0,1.0,0.8,0.8
1.0,0.2,1.0,0.2,0,0.00340937173231739,0.004116608145919276,0.00849237431037034,0.0009663944321336733,0.0,0.0,0.0,0.0,0.13333333333333333,8.6,10.2,1.4666666666666666,0.13333333333333333,8.6,10.2,1.4666666666666666,0.0,0.0,0.0,0.0,0.2,0.2
1.0,0.2,1.0,0.2,1,0.00340937173231739,0.004116608145919276,0.00849237431037034,0.0009663944321336733,0.0,0.0,0.0,0.0,0.13333333333333333,8.6,10.2,1.4666666666666666,0.13333333333333333,8.6,10.2,1.4666666666666666,0.0,0.0,0.0,0.0,0.2,0.2
1.0,0.2,1.0,0.2,2,0.00340937173231739,0.004116608145919276,0.00849237431037034,0.0009663944321336733,0.0,0.0,0.0,0.0,0.13333333333333333,8.6,10.2,1.4666666666666666,0.13333333333333333,8.6,10.2,1.4666666666666666,0.0,0.0,0.0,0.0,0.2,0.2
1.0,0.2,1.0,0.2,3,0.00340937173231739,0.004116608145919276,0.00849237431037034,0.0009663944321336733,0.0,0.0,0.0,0.0,0.13333333333333333,8.6,10.2,1.4666666666666666,0.13333333333333333,8.6,10.2,1.4666666666666666,0.0,0.0,0.0,0.0,0.2,0.2
1.0,0.4,1.0,0.4,0,0.009148321509259276,0.009466950767217286,0.023947860427493566,0.005332588151017004,0.03344833333333332,0.0,0.03344833333333332,0.0,0.26666666666666666,19.733333333333334,29.133333333333333,9.133333333333333,0.26666666666666666,19.733333333333334,29.133333333333333,9.133333333333333,0.0,0.0,0.0,0.0,0.4,0.4
1.0,0.4,1.0,0.4,1,0.009148321509259276,0.009466950767217286,0.023947860427493566,0.005332588151017004,0.03344833333333332,0.0,0.03344833333333332,0.0,0.26666666666666666,19.733333333333334,29.133333333333333,9.133333333333333,0.26666666666666666,19.733333333333334,29.133333333333333,9.133333333333333,0.0,0.0,0.0,0.0,0.4,0.4
1.0,0.4,1.0,0.4,2,0.009148321509259276,0.009466950767217286,0.023947860427493566,0.005332588151017004,0.03344833333333332,0.0,0.03344833333333332,0.0,0.26666666666666666,19.733333333333334,29.133333333333333,9.133333333333333,0.26666666666666666,19.733333333333334,29.133333333333333,9.133333333333333,0.0,0.0,0.0,0.0,0.4,0.4
1.0,0.4,1.0,0.4,3,0.009148321509259276,0.009466950767217286,0.023947860427493566,0.005332588151017004,0.03344833333333332,0.0,0.03344833333333332,0.0,0.26666666666666666,19.733333333333334,29.133333333333333,9.133333333333333,0.26666666666666666,19.733333333333334,29.133333333333333,9.133333333333333,0.0,0.0,0.0,0.0,0.4,0.4
1.0,0.6,1.0,0.6,0,0.01491313405787036,0.017482501217737333,0.04878673130491922,0.016391096029311533,0.07819,0.0,0.07819,0.0,0.5333333333333333,36.46666666666667,62.266666666666666,25.266666666666666,0.5333333333333333,36.46666666666667,62.266666666666666,25.266666666666666,0.0,0.0,0.0,0.0,0.6,0.6
1.0,0.6,1.0,0.6,1,0.01491313405787036,0.017482501217737333,0.04878673130491922,0.016391096029311533,0.07819,0.0,0.07819,0.0,0.5333333333333333,36.46666666666667,62.266666666666666,25.266666666666666,0.5333333333333333,36.46666666666667,62.266666666666666,25.266666666666666,0.0,0.0,0.0,0.0,0.6,0.6
1.0,0.6,1.0,0.6,2,0.01491313405787036,0.017482501217737333,0.04878673130491922,0.016391096029311533,0.07819,0.0,0.07819,0.0,0.5333333333333333,36.46666666666667,62.266666666666666,25.266666666666666,0.5333333333333333,36.46666666666667,62.266666666666666,25.266666666666666,0.0,0.0,0.0,0.0,0.6,0.6
1.0,0.6,1.0,0.6,3,0.01491313405787036,0.017482501217737333,0.04878673130491922,0.016391096029311533,0.07819,0.0,0.07819,0.0,0.5333333333333333,36.46666666666667,62.266666666666666,25.266666666666666,0.5333333333333333,36.46666666666667,62.266666666666666,25.266666666666666,0.0,0.0,0.0,0.0,0.6,0.6
1.0,0.8,1.0,0.8,0,0.020661898265432084,0.024354591925243616,0.25946148443612566,0.21444499424544994,0.10905333333333335,0.0,0.10905333333333335,0.0,0.7333333333333333,52.333333333333336,,,0.7333333333333333,52.333333333333336,658.3333333333334,605.2666666666667,0.0,0.0,1.0,1.0,0.8,0.8
1.0,0.8,1.0,0.8,1,0.020661898265432084,0.024354591925243616,0.25946148443612566,0.21444499424544994,0.10905333333333335,0.0,0.10905333333333335,0.0,0.7333333333333333,52.333333333333336,,,0.7333333333333333,52.333333333333336,658.3333333333334,605.2666666666667,0.0,0.0,1.0,1.0,0.8,0.8
1.0,0.8,1.0,0.8,2,0.020661898265432084,0.024354591925243616,0.25946148443612566,0.21444499424544994,0.10905333333333335,0.0,0.10905333333333335,0.0,0.7333333333333333,52.333333333333336,,,0.7333333333333333,52.333333333333336,658.3333333333334,605.2666666666667,0.0,0.0,1.0,1.0,0.8,0.8
1.0,0.8,1.0,0.8,3,0.020661898265432084,0.024354591925243616,0.25946148443612566,0.21444499424544994,0.10905333333333335,0.0,0.10905333333333335,0.0,0.7333333333333333,52.333333333333336,,,0.7333333333333333,52.333333333333336,658.3333333333334,605.2666666666667,0.0,0.0,1.0,1.0,0.8,0.8
1.0,1.0,1.0,1.0,0,0.02642709476466045,0.024850537021826026,0.43870661016334184,0.3874289783768553,0.13798333333333324,0.0,0.13798333333333324,0.0,0.7333333333333333,60.53333333333333,,,0.7333333333333333,60.53333333333333,658.3333333333334,597.0666666666667,0.0,0.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1,0.02642709476466045,0.024850537021826026,0.43870661016334184,0.3874289783768553,0.13798333333333324,0.0,0.13798333333333324,0.0,0.7333333333333333,60.53333333333333,,,0.7333333333333333,60.53333333333333,658.3333333333334,597.0666666666667,0.0,0.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,2,0.02642709476466045,0.024850537021826026,0.43870661016334184,0.3874289783768553,0.13798333333333324,0.0,0.13798333333333324,0.0,0.7333333333333333,60.53333333333333,,,0.7333333333333333,60.53333333333333,658.3333333333334,597.0666666666667,0.0,0.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,3,0.02642709476466045,0.024850537021826026,0.43870661016334184,0.3874289783768553,0.13798333333333324,0.0,0.13798333333333324,0.0,0.7333333333333333,60.53333333333333,,,0.7333333333333333,60.53333333333333,658.3333333333334,597.0666666666667,0.0,0.0,1.0,1.0,1.0,1.0
