q_prop,kappa_prop,q_rec,kappa_rec,seed_design,loss__delta_prop,loss__delta_rec,loss__total,loss__delta_int,Lambda__delta_prop,Lambda__delta_rec,Lambda__total,Lambda__delta_int,T_rec__delta_prop,T_rec__delta_rec,T_rec__total,T_rec__delta_int,T_rec_bounded__delta_prop,T_rec_bounded__delta_rec,T_rec_bounded__total,T_rec_bounded__delta_int,lock_in__delta_prop,lock_in__delta_rec,lock_in__total,lock_in__delta_int,psi_prop,psi_rec
0.4,1.0,0.4,1.0,2,0.010816863038837466,0.009160995487178228,0.054556163860421204,0.034578305334405514,0.06328541666666662,0.0,0.06328541666666662,0.0,0.4666666666666667,23.0,24.0,0.8,0.4666666666666667,23.0,447.73333333333335,424.26666666666665,0.0,0.0,0.6666666666666666,0.6666666666666666,0.4,0.4
0.4,1.0,0.4,1.0,3,0.010458293760288069,0.010587541570280634,0.059692599060780935,0.03864676373021223,0.05851041666666663,0.0,0.05851041666666663,0.0,0.26666666666666666,26.533333333333335,7.0,2.0,0.26666666666666666,26.533333333333335,613.4666666666667,586.6666666666666,0.0,0.0,0.9333333333333333,0.9333333333333333,0.4,0.4
0.6,0.2,0.6,0.2,0,0.002019644521926445,0.0020866068365325376,0.0044601205317001584,0.0003538691732411762,0.0,0.0,0.0,0.0,0.0,4.266666666666667,5.066666666666666,0.8,0.0,4.266666666666667,5.066666666666666,0.8,0.0,0.0,0.0,0.0,0.12,0.12
0.6,0.2,0.6,0.2,1,0.0020189415615676407,0.0024522738472736523,0.0047574659436481126,0.0002862505348068201,0.0,0.0,0.0,0.0,0.06666666666666667,5.133333333333334,5.533333333333333,0.3333333333333333,0.06666666666666667,5.133333333333334,5.533333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.12,0.12
0.6,0.2,0.6,0.2,2,0.0020866427841756594,0.002653277494976081,0.005026706446246661,0.0002867861670949212,0.0,0.0,0.0,0.0,0.0,5.4,6.066666666666666,0.6666666666666666,0.0,5.4,6.066666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.12,0.12
0.6,0.2,0.6,0.2,3,0.002114909883294769,0.002780820800245835,0.005390268416445795,0.0004945377329051907,0.0,0.0,0.0,0.0,0.0,5.6,6.266666666666667,0.6666666666666666,0.0,5.6,6.266666666666667,0.6666666666666666,0.0,0.0,0.0,0.0,0.12,0.12
0.6,0.4,0.6,0.4,0,0.005387181247428008,0.004770875773020962,0.012069984637628635,0.0019119276171796651,0.015899166666666655,0.0,0.015899166666666655,0.0,0.06666666666666667,10.066666666666666,13.933333333333334,3.8,0.06666666666666667,10.066666666666666,13.933333333333334,3.8,0.0,0.0,0.0,0.0,0.24,0.24
0.6,0.4,0.6,0.4,1,0.005483247322016467,0.00561444344968524,0.012606063356331876,0.0015083725846301687,0.01877583333333334,0.0,0.01877583333333334,0.0,0.26666666666666666,11.866666666666667,14.466666666666667,2.3333333333333335,0.26666666666666666,11.866666666666667,14.466666666666667,2.3333333333333335,0.0,0.0,0.0,0.0,0.24,0.24
0.6,0.4,0.6,0.4,2,0.005612196892489722,0.006129012065338343,0.01334126930008043,0.0016000603422523666,0.020390000000000012,0.0,0.020390000000000012,0.0,0.13333333333333333,12.666666666666666,15.6,2.8,0.13333333333333333,12.666666666666666,15.6,2.8,0.0,0.0,0.0,0.0,0.24,0.24
0.6,0.4,0.6,0.4,3,0.00562431479423872,0.006418164518299589,0.014742627003594418,0.0027001476910561094,0.02204083333333334,0.0,0.02204083333333334,0.0,0.13333333333333333,13.066666666666666,18.266666666666666,5.066666666666666,0.13333333333333333,13.066666666666666,18.266666666666666,5.066666666666666,0.0,0.0,0.0,0.0,0.24,0.24
