R,loss,Lambda,F_min,t_min,T_rec,T_rec_censored,T_rec_bound,lock_in,F_end,arm,indicator,replication,arm_check,kappa_prop,kappa_rec
0.9025979701462784,0.0974020298537214,0.6162043995203934,0.3837956004796065,360.0,1110.0,False,3760.0,0.0,0.9999999999999992,01,operational,33,1,0.4,0.4
0.899200367213076,0.100799632786924,0.6380702229803534,0.3619297770196465,360.0,1110.0,False,3760.0,0.0,0.9999999999999992,11,operational,33,11,0.4,0.4
0.9284770237504362,0.0715229762495638,0.4590439599278735,0.5409560400721265,360.0,960.0,False,3760.0,0.0,0.9999999999999992,00,operational,41,0,0.4,0.4
0.9215109449353605,0.0784890550646396,0.4867643986312276,0.5132356013687723,360.0,960.0,False,3760.0,0.0,0.9999999999999992,10,operational,41,10,0.4,0.4
0.9263543825310394,0.0736456174689605,0.4590439599278735,0.5409560400721265,360.0,1000.0,False,3760.0,0.0,0.9999999999999992,01,operational,41,1,0.4,0.4
0.9185028262213608,0.0814971737786391,0.4867643986312276,0.5132356013687723,360.0,1010.0,False,3760.0,0.0,0.9999999999999992,11,operational,41,11,0.4,0.4
0.7531217864037505,0.2468782135962495,0.6555444844154621,0.3444555155845378,280.0,2210.0,False,3760.0,0.0,0.9999999999999992,00,operational,49,0,0.4,0.4
0.7455694185451702,0.2544305814548298,0.6777735415566498,0.3222264584433502,280.0,2210.0,False,3760.0,0.0,0.9999999999999992,10,operational,49,10,0.4,0.4
0.7460608916212579,0.2539391083787421,0.6555444844154621,0.3444555155845378,280.0,2270.0,False,3760.0,0.0,0.9999999999999992,01,operational,49,1,0.4,0.4
0.7370842293028992,0.2629157706971008,0.6777735415566498,0.3222264584433502,280.0,2290.0,False,3760.0,0.0,0.9999999999999992,11,operational,49,11,0.4,0.4
0.9005741442844508,0.0994258557155491,0.4436360729689381,0.5563639270310619,360.0,1190.0,False,3760.0,0.0,0.9999999999999992,00,operational,57,0,0.4,0.4
0.8984468209673039,0.1015531790326961,0.4441670926142477,0.5558329073857523,360.0,1190.0,False,3760.0,0.0,0.9999999999999992,10,operational,57,10,0.4,0.4
0.8938343190619555,0.1061656809380444,0.4436360729689381,0.5563639270310619,360.0,1280.0,False,3760.0,0.0,0.9999999999999992,01,operational,57,1,0.4,0.4
0.8908489961300088,0.1091510038699912,0.4441670926142477,0.5558329073857523,360.0,1290.0,False,3760.0,0.0,0.9999999999999992,11,operational,57,11,0.4,0.4
0.9538948033118356,0.0461051966881642,0.3936961266706873,0.6063038733293127,360.0,700.0,False,3760.0,0.0,0.9999999999999992,00,operational,65,0,0.4,0.4
0.9492511328552796,0.0507488671447204,0.4353665872678685,0.5646334127321315,360.0,700.0,False,3760.0,0.0,0.9999999999999992,10,operational,65,10,0.4,0.4
0.9514673649364565,0.0485326350635435,0.3936961266706873,0.6063038733293127,360.0,730.0,False,3760.0,0.0,0.9999999999999992,01,operational,65,1,0.4,0.4
0.945636866111162,0.054363133888838,0.4353665872678685,0.5646334127321315,360.0,740.0,False,3760.0,0.0,0.9999999999999992,11,operational,65,11,0.4,0.4
0.929631053802138,0.0703689461978619,0.446103156693469,0.553896843306531,360.0,930.0,False,3760.0,0.0,0.9999999999999992,00,operational,73,0,0.4,0.4
0.9260686037310392,0.0739313962689608,0.4658506048193167,0.5341493951806833,360.0,930.0,False,3760.0,0.0,0.9999999999999992,10,operational,73,10,0.4,0.4
0.9256651846370756,0.0743348153629245,0.446103156693469,0.553896843306531,360.0,970.0,False,3760.0,0.0,0.9999999999999992,01,operational,73,1,0.4,0.4
0.9201762729995192,0.0798237270004809,0.4658506048193167,0.5341493951806833,360.0,990.0,False,3760.0,0.0,0.9999999999999992,11,operational,73,11,0.4,0.4
0.8596768026503354,0.1403231973496645,0.6529814460976289,0.3470185539023711,360.0,1480.0,False,3760.0,0.0,0.9999999999999992,00,operational,81,0,0.4,0.4
0.8490871757147963,0.1509128242852037,0.7008625787055967,0.2991374212944034,360.0,1480.0,False,3760.0,0.0,0.9999999999999992,10,operational,81,10,0.4,0.4
0.8498705168727756,0.1501294831272244,0.6529814460976289,0.3470185539023711,360.0,1570.0,False,3760.0,0.0,0.9999999999999992,01,operational,81,1,0.4,0.4
0.8355241401636054,0.1644758598363945,0.7008625787055967,0.2991374212944034,360.0,1590.0,False,3760.0,0.0,0.9999999999999992,11,operational,81,11,0.4,0.4
0.9073206100860748,0.0926793899139252,0.6292414510456595,0.3707585489543404,360.0,1060.0,False,3760.0,0.0,0.9999999999999992,00,operational,89,0,0.4,0.4
0.8992329172853043,0.1007670827146957,0.6736988247387148,0.3263011752612852,360.0,1060.0,False,3760.0,0.0,0.9999999999999992,10,operational,89,10,0.4,0.4
0.895960140947104,0.104039859052896,0.6292414510456595,0.3707585489543404,360.0,1160.0,False,3760.0,0.0,0.9999999999999992,01,operational,89,1,0.4,0.4
0.8851953838757086,0.1148046161242913,0.6736988247387148,0.3263011752612852,360.0,1180.0,False,3760.0,0.0,0.9999999999999992,11,operational,89,11,0.4,0.4
