phase,source,target,kappa,case,q_requested,kappa_requested
restoration,T:3,E:14,0.2,1,1.0,0.2
restoration,T:12,E:15,0.2,1,1.0,0.2
restoration,T:12,E:16,0.2,1,1.0,0.2
restoration,T:12,E:17,0.2,1,1.0,0.2
restoration,T:6,E:18,0.2,1,1.0,0.2
restoration,T:6,E:19,0.2,1,1.0,0.2
restoration,T:4,E:20,0.2,1,1.0,0.2
restoration,T:1,E:21,0.2,1,1.0,0.2
restoration,T:16,E:22,0.2,1,1.0,0.2
restoration,T:19,E:23,0.2,1,1.0,0.2
restoration,T:20,E:24,0.2,1,1.0,0.2
restoration,T:10,E:25,0.2,1,1.0,0.2
restoration,T:15,E:26,0.2,1,1.0,0.2
restoration,T:15,E:27,0.2,1,1.0,0.2
restoration,T:22,E:28,0.2,1,1.0,0.2
restoration,T:21,E:29,0.2,1,1.0,0.2
restoration,T:24,E:30,0.2,1,1.0,0.2
restoration,T:23,E:31,0.2,1,1.0,0.2
restoration,T:23,E:32,0.2,1,1.0,0.2
propagation,E:10,T:1,0.4,1,1.0,0.4
propagation,E:0,T:2,0.4,1,1.0,0.4
propagation,E:14,T:3,0.4,1,1.0,0.4
propagation,E:6,T:4,0.4,1,1.0,0.4
propagation,E:4,T:5,0.4,1,1.0,0.4
propagation,E:0,T:6,0.4,1,1.0,0.4
propagation,E:2,T:7,0.4,1,1.0,0.4
propagation,E:2,T:8,0.4,1,1.0,0.4
propagation,E:25,T:9,0.4,1,1.0,0.4
propagation,E:25,T:10,0.4,1,1.0,0.4
propagation,E:25,T:11,0.4,1,1.0,0.4
propagation,E:16,T:12,0.4,1,1.0,0.4
propagation,E:31,T:13,0.4,1,1.0,0.4
propagation,E:26,T:14,0.4,1,1.0,0.4
propagation,E:26,T:15,0.4,1,1.0,0.4
propagation,E:22,T:16,0.4,1,1.0,0.4
propagation,E:23,T:17,0.4,1,1.0,0.4
propagation,E:22,T:18,0.4,1,1.0,0.4
propagation,E:23,T:19,0.4,1,1.0,0.4
propagation,E:24,T:20,0.4,1,1.0,0.4
propagation,E:28,T:21,0.4,1,1.0,0.4
propagation,E:28,T:22,0.4,1,1.0,0.4
propagation,E:31,T:23,0.4,1,1.0,0.4
propagation,E:30,T:24,0.4,1,1.0,0.4
restoration,T:6,E:0,0.4,1,1.0,0.4
restoration,T:6,E:1,0.4,1,1.0,0.4
restoration,T:8,E:2,0.4,1,1.0,0.4
restoration,T:8,E:3,0.4,1,1.0,0.4
restoration,T:5,E:4,0.4,1,1.0,0.4
restoration,T:5,E:5,0.4,1,1.0,0.4
restoration,T:4,E:6,0.4,1,1.0,0.4
restoration,T:4,E:7,0.4,1,1.0,0.4
restoration,T:3,E:8,0.4,1,1.0,0.4
restoration,T:3,E:9,0.4,1,1.0,0.4
restoration,T:1,E:10,0.4,1,1.0,0.4
restoration,T:1,E:11,0.4,1,1.0,0.4
restoration,T:3,E:12,0.4,1,1.0,0.4
restoration,T:3,E:13,0.4,1,1.0,0.4
restoration,T:3,E:14,0.4,1,1.0,0.4
restoration,T:12,E:15,0.4,1,1.0,0.4
restoration,T:12,E:16,0.4,1,1.0,0.4
restoration,T:12,E:17,0.4,1,1.0,0.4
restoration,T:6,E:18,0.4,1,1.0,0.4
restoration,T:6,E:19,0.4,1,1.0,0.4
restoration,T:4,E:20,0.4,1,1.0,0.4
restoration,T:1,E:21,0.4,1,1.0,0.4
restoration,T:16,E:22,0.4,1,1.0,0.4
restoration,T:19,E:23,0.4,1,1.0,0.4
restoration,T:20,E:24,0.4,1,1.0,0.4
restoration,T:10,E:25,0.4,1,1.0,0.4
restoration,T:15,E:26,0.4,1,1.0,0.4
restoration,T:15,E:27,0.4,1,1.0,0.4
restoration,T:22,E:28,0.4,1,1.0,0.4
restoration,T:21,E:29,0.4,1,1.0,0.4
restoration,T:24,E:30,0.4,1,1.0,0.4
restoration,T:23,E:31,0.4,1,1.0,0.4
restoration,T:23,E:32,0.4,1,1.0,0.4
propagation,E:10,T:1,0.6,1,1.0,0.6
propagation,E:0,T:2,0.6,1,1.0,0.6
propagation,E:14,T:3,0.6,1,1.0,0.6
propagation,E:6,T:4,0.6,1,1.0,0.6
propagation,E:4,T:5,0.6,1,1.0,0.6
propagation,E:0,T:6,0.6,1,1.0,0.6
propagation,E:2,T:7,0.6,1,1.0,0.6
propagation,E:2,T:8,0.6,1,1.0,0.6
propagation,E:25,T:9,0.6,1,1.0,0.6
propagation,E:25,T:10,0.6,1,1.0,0.6
propagation,E:25,T:11,0.6,1,1.0,0.6
propagation,E:16,T:12,0.6,1,1.0,0.6
propagation,E:31,T:13,0.6,1,1.0,0.6
propagation,E:26,T:14,0.6,1,1.0,0.6
propagation,E:26,T:15,0.6,1,1.0,0.6
propagation,E:22,T:16,0.6,1,1.0,0.6
propagation,E:23,T:17,0.6,1,1.0,0.6
propagation,E:22,T:18,0.6,1,1.0,0.6
propagation,E:23,T:19,0.6,1,1.0,0.6
propagation,E:24,T:20,0.6,1,1.0,0.6
propagation,E:28,T:21,0.6,1,1.0,0.6
propagation,E:28,T:22,0.6,1,1.0,0.6
propagation,E:31,T:23,0.6,1,1.0,0.6
propagation,E:30,T:24,0.6,1,1.0,0.6
restoration,T:6,E:0,0.6,1,1.0,0.6
restoration,T:6,E:1,0.6,1,1.0,0.6
restoration,T:8,E:2,0.6,1,1.0,0.6
restoration,T:8,E:3,0.6,1,1.0,0.6
restoration,T:5,E:4,0.6,1,1.0,0.6
restoration,T:5,E:5,0.6,1,1.0,0.6
restoration,T:4,E:6,0.6,1,1.0,0.6
restoration,T:4,E:7,0.6,1,1.0,0.6
restoration,T:3,E:8,0.6,1,1.0,0.6
restoration,T:3,E:9,0.6,1,1.0,0.6
restoration,T:1,E:10,0.6,1,1.0,0.6
restoration,T:1,E:11,0.6,1,1.0,0.6
restoration,T:3,E:12,0.6,1,1.0,0.6
restoration,T:3,E:13,0.6,1,1.0,0.6
restoration,T:3,E:14,0.6,1,1.0,0.6
restoration,T:12,E:15,0.6,1,1.0,0.6
restoration,T:12,E:16,0.6,1,1.0,0.6
restoration,T:12,E:17,0.6,1,1.0,0.6
restoration,T:6,E:18,0.6,1,1.0,0.6
restoration,T:6,E:19,0.6,1,1.0,0.6
restoration,T:4,E:20,0.6,1,1.0,0.6
restoration,T:1,E:21,0.6,1,1.0,0.6
restoration,T:16,E:22,0.6,1,1.0,0.6
restoration,T:19,E:23,0.6,1,1.0,0.6
restoration,T:20,E:24,0.6,1,1.0,0.6
restoration,T:10,E:25,0.6,1,1.0,0.6
restoration,T:15,E:26,0.6,1,1.0,0.6
restoration,T:15,E:27,0.6,1,1.0,0.6
restoration,T:22,E:28,0.6,1,1.0,0.6
restoration,T:21,E:29,0.6,1,1.0,0.6
restoration,T:24,E:30,0.6,1,1.0,0.6
restoration,T:23,E:31,0.6,1,1.0,0.6
restoration,T:23,E:32,0.6,1,1.0,0.6
propagation,E:10,T:1,0.8,1,1.0,0.8
propagation,E:0,T:2,0.8,1,1.0,0.8
propagation,E:14,T:3,0.8,1,1.0,0.8
propagation,E:6,T:4,0.8,1,1.0,0.8
propagation,E:4,T:5,0.8,1,1.0,0.8
propagation,E:0,T:6,0.8,1,1.0,0.8
propagation,E:2,T:7,0.8,1,1.0,0.8
propagation,E:2,T:8,0.8,1,1.0,0.8
propagation,E:25,T:9,0.8,1,1.0,0.8
propagation,E:25,T:10,0.8,1,1.0,0.8
propagation,E:25,T:11,0.8,1,1.0,0.8
propagation,E:16,T:12,0.8,1,1.0,0.8
propagation,E:31,T:13,0.8,1,1.0,0.8
propagation,E:26,T:14,0.8,1,1.0,0.8
propagation,E:26,T:15,0.8,1,1.0,0.8
propagation,E:22,T:16,0.8,1,1.0,0.8
propagation,E:23,T:17,0.8,1,1.0,0.8
propagation,E:22,T:18,0.8,1,1.0,0.8
propagation,E:23,T:19,0.8,1,1.0,0.8
propagation,E:24,T:20,0.8,1,1.0,0.8
propagation,E:28,T:21,0.8,1,1.0,0.8
propagation,E:28,T:22,0.8,1,1.0,0.8
propagation,E:31,T:23,0.8,1,1.0,0.8
propagation,E:30,T:24,0.8,1,1.0,0.8
restoration,T:6,E:0,0.8,1,1.0,0.8
restoration,T:6,E:1,0.8,1,1.0,0.8
restoration,T:8,E:2,0.8,1,1.0,0.8
restoration,T:8,E:3,0.8,1,1.0,0.8
restoration,T:5,E:4,0.8,1,1.0,0.8
restoration,T:5,E:5,0.8,1,1.0,0.8
restoration,T:4,E:6,0.8,1,1.0,0.8
restoration,T:4,E:7,0.8,1,1.0,0.8
restoration,T:3,E:8,0.8,1,1.0,0.8
restoration,T:3,E:9,0.8,1,1.0,0.8
restoration,T:1,E:10,0.8,1,1.0,0.8
restoration,T:1,E:11,0.8,1,1.0,0.8
restoration,T:3,E:12,0.8,1,1.0,0.8
restoration,T:3,E:13,0.8,1,1.0,0.8
restoration,T:3,E:14,0.8,1,1.0,0.8
restoration,T:12,E:15,0.8,1,1.0,0.8
restoration,T:12,E:16,0.8,1,1.0,0.8
restoration,T:12,E:17,0.8,1,1.0,0.8
restoration,T:6,E:18,0.8,1,1.0,0.8
restoration,T:6,E:19,0.8,1,1.0,0.8
restoration,T:4,E:20,0.8,1,1.0,0.8
restoration,T:1,E:21,0.8,1,1.0,0.8
restoration,T:16,E:22,0.8,1,1.0,0.8
restoration,T:19,E:23,0.8,1,1.0,0.8
restoration,T:20,E:24,0.8,1,1.0,0.8
restoration,T:10,E:25,0.8,1,1.0,0.8
restoration,T:15,E:26,0.8,1,1.0,0.8
restoration,T:15,E:27,0.8,1,1.0,0.8
restoration,T:22,E:28,0.8,1,1.0,0.8
restoration,T:21,E:29,0.8,1,1.0,0.8
restoration,T:24,E:30,0.8,1,1.0,0.8
restoration,T:23,E:31,0.8,1,1.0,0.8
restoration,T:23,E:32,0.8,1,1.0,0.8
propagation,E:10,T:1,1.0,1,1.0,1.0
propagation,E:0,T:2,1.0,1,1.0,1.0
propagation,E:14,T:3,1.0,1,1.0,1.0
propagation,E:6,T:4,1.0,1,1.0,1.0
propagation,E:4,T:5,1.0,1,1.0,1.0
propagation,E:0,T:6,1.0,1,1.0,1.0
propagation,E:2,T:7,1.0,1,1.0,1.0
propagation,E:2,T:8,1.0,1,1.0,1.0
propagation,E:25,T:9,1.0,1,1.0,1.0
propagation,E:25,T:10,1.0,1,1.0,1.0
propagation,E:25,T:11,1.0,1,1.0,1.0
propagation,E:16,T:12,1.0,1,1.0,1.0
propagation,E:31,T:13,1.0,1,1.0,1.0
propagation,E:26,T:14,1.0,1,1.0,1.0
propagation,E:26,T:15,1.0,1,1.0,1.0
propagation,E:22,T:16,1.0,1,1.0,1.0
propagation,E:23,T:17,1.0,1,1.0,1.0
propagation,E:22,T:18,1.0,1,1.0,1.0
propagation,E:23,T:19,1.0,1,1.0,1.0
propagation,E:24,T:20,1.0,1,1.0,1.0
propagation,E:28,T:21,1.0,1,1.0,1.0
propagation,E:28,T:22,1.0,1,1.0,1.0
propagation,E:31,T:23,1.0,1,1.0,1.0
propagation,E:30,T:24,1.0,1,1.0,1.0
restoration,T:6,E:0,1.0,1,1.0,1.0
restoration,T:6,E:1,1.0,1,1.0,1.0
restoration,T:8,E:2,1.0,1,1.0,1.0
restoration,T:8,E:3,1.0,1,1.0,1.0
restoration,T:5,E:4,1.0,1,1.0,1.0
restoration,T:5,E:5,1.0,1,1.0,1.0
restoration,T:4,E:6,1.0,1,1.0,1.0
restoration,T:4,E:7,1.0,1,1.0,1.0
restoration,T:3,E:8,1.0,1,1.0,1.0
restoration,T:3,E:9,1.0,1,1.0,1.0
restoration,T:1,E:10,1.0,1,1.0,1.0
restoration,T:1,E:11,1.0,1,1.0,1.0
restoration,T:3,E:12,1.0,1,1.0,1.0
restoration,T:3,E:13,1.0,1,1.0,1.0
restoration,T:3,E:14,1.0,1,1.0,1.0
restoration,T:12,E:15,1.0,1,1.0,1.0
restoration,T:12,E:16,1.0,1,1.0,1.0
restoration,T:12,E:17,1.0,1,1.0,1.0
restoration,T:6,E:18,1.0,1,1.0,1.0
restoration,T:6,E:19,1.0,1,1.0,1.0
restoration,T:4,E:20,1.0,1,1.0,1.0
restoration,T:1,E:21,1.0,1,1.0,1.0
restoration,T:16,E:22,1.0,1,1.0,1.0
restoration,T:19,E:23,1.0,1,1.0,1.0
restoration,T:20,E:24,1.0,1,1.0,1.0
restoration,T:10,E:25,1.0,1,1.0,1.0
restoration,T:15,E:26,1.0,1,1.0,1.0
restoration,T:15,E:27,1.0,1,1.0,1.0
restoration,T:22,E:28,1.0,1,1.0,1.0
restoration,T:21,E:29,1.0,1,1.0,1.0
restoration,T:24,E:30,1.0,1,1.0,1.0
restoration,T:23,E:31,1.0,1,1.0,1.0
restoration,T:23,E:32,1.0,1,1.0,1.0
propagation,W:junction_143,T:7,0.2,2,0.2,0.2
propagation,W:junction_143,T:8,0.2,2,0.2,0.2
propagation,W:junction_197,T:12,0.2,2,0.2,0.2
propagation,W:junction_184,T:14,0.2,2,0.2,0.2
propagation,W:junction_219,T:18,0.2,2,0.2,0.2
restoration,T:14,W:pipe_40,0.2,2,0.2,0.2
restoration,T:1,W:pipe_60,0.2,2,0.2,0.2
restoration,T:3,W:pipe_101,0.2,2,0.2,0.2
restoration,T:3,W:pipe_103,0.2,2,0.2,0.2
restoration,T:4,W:pipe_112,0.2,2,0.2,0.2
restoration,T:4,W:pipe_119,0.2,2,0.2,0.2
restoration,T:6,W:pipe_147,0.2,2,0.2,0.2
restoration,T:5,W:pipe_153,0.2,2,0.2,0.2
restoration,T:5,W:pipe_155,0.2,2,0.2,0.2
restoration,T:4,W:pipe_173,0.2,2,0.2,0.2
restoration,T:11,W:pipe_193,0.2,2,0.2,0.2
restoration,T:11,W:pipe_211,0.2,2,0.2,0.2
restoration,T:11,W:pipe_219,0.2,2,0.2,0.2
restoration,T:11,W:pipe_221,0.2,2,0.2,0.2
restoration,T:15,W:pipe_231,0.2,2,0.2,0.2
restoration,T:15,W:pipe_239,0.2,2,0.2,0.2
restoration,T:20,W:pipe_263,0.2,2,0.2,0.2
restoration,T:21,W:pipe_289,0.2,2,0.2,0.2
restoration,T:3,W:pipe_297,0.2,2,0.2,0.2
restoration,T:11,W:pipe_311,0.2,2,0.2,0.2
restoration,T:15,W:pipe_319,0.2,2,0.2,0.2
restoration,T:1,W:pipe_329,0.2,2,0.2,0.2
restoration,T:1,W:pipe_333,0.2,2,0.2,0.2
propagation,W:junction_143,T:7,0.4,2,0.2,0.4
propagation,W:junction_143,T:8,0.4,2,0.2,0.4
propagation,W:junction_197,T:12,0.4,2,0.2,0.4
propagation,W:junction_184,T:14,0.4,2,0.2,0.4
propagation,W:junction_219,T:18,0.4,2,0.2,0.4
restoration,T:14,W:pipe_40,0.4,2,0.2,0.4
restoration,T:1,W:pipe_60,0.4,2,0.2,0.4
restoration,T:3,W:pipe_101,0.4,2,0.2,0.4
restoration,T:3,W:pipe_103,0.4,2,0.2,0.4
restoration,T:4,W:pipe_112,0.4,2,0.2,0.4
restoration,T:4,W:pipe_119,0.4,2,0.2,0.4
restoration,T:6,W:pipe_147,0.4,2,0.2,0.4
restoration,T:5,W:pipe_153,0.4,2,0.2,0.4
restoration,T:5,W:pipe_155,0.4,2,0.2,0.4
restoration,T:4,W:pipe_173,0.4,2,0.2,0.4
restoration,T:11,W:pipe_193,0.4,2,0.2,0.4
restoration,T:11,W:pipe_211,0.4,2,0.2,0.4
restoration,T:11,W:pipe_219,0.4,2,0.2,0.4
restoration,T:11,W:pipe_221,0.4,2,0.2,0.4
restoration,T:15,W:pipe_231,0.4,2,0.2,0.4
restoration,T:15,W:pipe_239,0.4,2,0.2,0.4
restoration,T:20,W:pipe_263,0.4,2,0.2,0.4
restoration,T:21,W:pipe_289,0.4,2,0.2,0.4
restoration,T:3,W:pipe_297,0.4,2,0.2,0.4
restoration,T:11,W:pipe_311,0.4,2,0.2,0.4
restoration,T:15,W:pipe_319,0.4,2,0.2,0.4
restoration,T:1,W:pipe_329,0.4,2,0.2,0.4
restoration,T:1,W:pipe_333,0.4,2,0.2,0.4
propagation,W:junction_143,T:7,0.6,2,0.2,0.6
propagation,W:junction_143,T:8,0.6,2,0.2,0.6
propagation,W:junction_197,T:12,0.6,2,0.2,0.6
propagation,W:junction_184,T:14,0.6,2,0.2,0.6
propagation,W:junction_219,T:18,0.6,2,0.2,0.6
restoration,T:14,W:pipe_40,0.6,2,0.2,0.6
restoration,T:1,W:pipe_60,0.6,2,0.2,0.6
restoration,T:3,W:pipe_101,0.6,2,0.2,0.6
restoration,T:3,W:pipe_103,0.6,2,0.2,0.6
restoration,T:4,W:pipe_112,0.6,2,0.2,0.6
restoration,T:4,W:pipe_119,0.6,2,0.2,0.6
restoration,T:6,W:pipe_147,0.6,2,0.2,0.6
restoration,T:5,W:pipe_153,0.6,2,0.2,0.6
restoration,T:5,W:pipe_155,0.6,2,0.2,0.6
restoration,T:4,W:pipe_173,0.6,2,0.2,0.6
restoration,T:11,W:pipe_193,0.6,2,0.2,0.6
restoration,T:11,W:pipe_211,0.6,2,0.2,0.6
restoration,T:11,W:pipe_219,0.6,2,0.2,0.6
restoration,T:11,W:pipe_221,0.6,2,0.2,0.6
restoration,T:15,W:pipe_231,0.6,2,0.2,0.6
restoration,T:15,W:pipe_239,0.6,2,0.2,0.6
restoration,T:20,W:pipe_263,0.6,2,0.2,0.6
restoration,T:21,W:pipe_289,0.6,2,0.2,0.6
restoration,T:3,W:pipe_297,0.6,2,0.2,0.6
restoration,T:11,W:pipe_311,0.6,2,0.2,0.6
restoration,T:15,W:pipe_319,0.6,2,0.2,0.6
restoration,T:1,W:pipe_329,0.6,2,0.2,0.6
restoration,T:1,W:pipe_333,0.6,2,0.2,0.6
propagation,W:junction_143,T:7,0.8,2,0.2,0.8
propagation,W:junction_143,T:8,0.8,2,0.2,0.8
propagation,W:junction_197,T:12,0.8,2,0.2,0.8
propagation,W:junction_184,T:14,0.8,2,0.2,0.8
propagation,W:junction_219,T:18,0.8,2,0.2,0.8
restoration,T:14,W:pipe_40,0.8,2,0.2,0.8
restoration,T:1,W:pipe_60,0.8,2,0.2,0.8
restoration,T:3,W:pipe_101,0.8,2,0.2,0.8
restoration,T:3,W:pipe_103,0.8,2,0.2,0.8
restoration,T:4,W:pipe_112,0.8,2,0.2,0.8
restoration,T:4,W:pipe_119,0.8,2,0.2,0.8
restoration,T:6,W:pipe_147,0.8,2,0.2,0.8
restoration,T:5,W:pipe_153,0.8,2,0.2,0.8
restoration,T:5,W:pipe_155,0.8,2,0.2,0.8
restoration,T:4,W:pipe_173,0.8,2,0.2,0.8
restoration,T:11,W:pipe_193,0.8,2,0.2,0.8
restoration,T:11,W:pipe_211,0.8,2,0.2,0.8
restoration,T:11,W:pipe_219,0.8,2,0.2,0.8
restoration,T:11,W:pipe_221,0.8,2,0.2,0.8
restoration,T:15,W:pipe_231,0.8,2,0.2,0.8
restoration,T:15,W:pipe_239,0.8,2,0.2,0.8
restoration,T:20,W:pipe_263,0.8,2,0.2,0.8
restoration,T:21,W:pipe_289,0.8,2,0.2,0.8
restoration,T:3,W:pipe_297,0.8,2,0.2,0.8
restoration,T:11,W:pipe_311,0.8,2,0.2,0.8
restoration,T:15,W:pipe_319,0.8,2,0.2,0.8
restoration,T:1,W:pipe_329,0.8,2,0.2,0.8
restoration,T:1,W:pipe_333,0.8,2,0.2,0.8
propagation,W:junction_143,T:7,1.0,2,0.2,1.0
propagation,W:junction_143,T:8,1.0,2,0.2,1.0
propagation,W:junction_197,T:12,1.0,2,0.2,1.0
propagation,W:junction_184,T:14,1.0,2,0.2,1.0
propagation,W:junction_219,T:18,1.0,2,0.2,1.0
restoration,T:14,W:pipe_40,1.0,2,0.2,1.0
restoration,T:1,W:pipe_60,1.0,2,0.2,1.0
restoration,T:3,W:pipe_101,1.0,2,0.2,1.0
restoration,T:3,W:pipe_103,1.0,2,0.2,1.0
restoration,T:4,W:pipe_112,1.0,2,0.2,1.0
restoration,T:4,W:pipe_119,1.0,2,0.2,1.0
restoration,T:6,W:pipe_147,1.0,2,0.2,1.0
restoration,T:5,W:pipe_153,1.0,2,0.2,1.0
restoration,T:5,W:pipe_155,1.0,2,0.2,1.0
restoration,T:4,W:pipe_173,1.0,2,0.2,1.0
restoration,T:11,W:pipe_193,1.0,2,0.2,1.0
restoration,T:11,W:pipe_211,1.0,2,0.2,1.0
restoration,T:11,W:pipe_219,1.0,2,0.2,1.0
restoration,T:11,W:pipe_221,1.0,2,0.2,1.0
restoration,T:15,W:pipe_231,1.0,2,0.2,1.0
restoration,T:15,W:pipe_239,1.0,2,0.2,1.0
restoration,T:20,W:pipe_263,1.0,2,0.2,1.0
restoration,T:21,W:pipe_289,1.0,2,0.2,1.0
restoration,T:3,W:pipe_297,1.0,2,0.2,1.0
restoration,T:11,W:pipe_311,1.0,2,0.2,1.0
restoration,T:15,W:pipe_319,1.0,2,0.2,1.0
restoration,T:1,W:pipe_329,1.0,2,0.2,1.0
restoration,T:1,W:pipe_333,1.0,2,0.2,1.0
propagation,W:pipe_60,T:1,0.2,2,0.35,0.2
propagation,W:junction_131,T:2,0.2,2,0.35,0.2
propagation,W:junction_15,T:6,0.2,2,0.35,0.2
propagation,W:junction_143,T:7,0.2,2,0.35,0.2
propagation,W:pipe_189,T:10,0.2,2,0.35,0.2
propagation,W:junction_197,T:12,0.2,2,0.35,0.2
propagation,W:junction_275,T:15,0.2,2,0.35,0.2
propagation,W:junction_253,T:24,0.2,2,0.35,0.2
restoration,T:6,W:pipe_20,0.2,2,0.35,0.2
restoration,T:22,W:pipe_50,0.2,2,0.35,0.2
restoration,T:1,W:pipe_60,0.2,2,0.35,0.2
restoration,T:3,W:pipe_101,0.2,2,0.35,0.2
restoration,T:4,W:pipe_111,0.2,2,0.35,0.2
restoration,T:4,W:pipe_115,0.2,2,0.35,0.2
restoration,T:4,W:pipe_121,0.2,2,0.35,0.2
restoration,T:4,W:pipe_123,0.2,2,0.35,0.2
restoration,T:4,W:pipe_131,0.2,2,0.35,0.2
restoration,T:6,W:pipe_137,0.2,2,0.35,0.2
restoration,T:6,W:pipe_145,0.2,2,0.35,0.2
restoration,T:5,W:pipe_153,0.2,2,0.35,0.2
restoration,T:5,W:pipe_155,0.2,2,0.35,0.2
restoration,T:4,W:pipe_163,0.2,2,0.35,0.2
restoration,T:4,W:pipe_175,0.2,2,0.35,0.2
restoration,T:11,W:pipe_180,0.2,2,0.35,0.2
restoration,T:11,W:pipe_187,0.2,2,0.35,0.2
restoration,T:11,W:pipe_195,0.2,2,0.35,0.2
restoration,T:14,W:pipe_199,0.2,2,0.35,0.2
restoration,T:14,W:pipe_202,0.2,2,0.35,0.2
restoration,T:14,W:pipe_204,0.2,2,0.35,0.2
restoration,T:14,W:pipe_205,0.2,2,0.35,0.2
restoration,T:11,W:pipe_211,0.2,2,0.35,0.2
restoration,T:11,W:pipe_215,0.2,2,0.35,0.2
restoration,T:15,W:pipe_231,0.2,2,0.35,0.2
restoration,T:15,W:pipe_235,0.2,2,0.35,0.2
restoration,T:22,W:pipe_245,0.2,2,0.35,0.2
restoration,T:19,W:pipe_249,0.2,2,0.35,0.2
restoration,T:22,W:pipe_271,0.2,2,0.35,0.2
restoration,T:21,W:pipe_273,0.2,2,0.35,0.2
restoration,T:21,W:pipe_277,0.2,2,0.35,0.2
restoration,T:21,W:pipe_281,0.2,2,0.35,0.2
restoration,T:21,W:pipe_287,0.2,2,0.35,0.2
restoration,T:21,W:pipe_291,0.2,2,0.35,0.2
restoration,T:4,W:pipe_305,0.2,2,0.35,0.2
restoration,T:11,W:pipe_309,0.2,2,0.35,0.2
restoration,T:11,W:pipe_313,0.2,2,0.35,0.2
restoration,T:11,W:pipe_315,0.2,2,0.35,0.2
restoration,T:15,W:pipe_317,0.2,2,0.35,0.2
restoration,T:15,W:pipe_319,0.2,2,0.35,0.2
restoration,T:11,W:pipe_325,0.2,2,0.35,0.2
propagation,W:pipe_60,T:1,0.4,2,0.35,0.4
propagation,W:junction_131,T:2,0.4,2,0.35,0.4
propagation,W:junction_15,T:6,0.4,2,0.35,0.4
propagation,W:junction_143,T:7,0.4,2,0.35,0.4
propagation,W:pipe_189,T:10,0.4,2,0.35,0.4
propagation,W:junction_197,T:12,0.4,2,0.35,0.4
propagation,W:junction_275,T:15,0.4,2,0.35,0.4
propagation,W:junction_253,T:24,0.4,2,0.35,0.4
restoration,T:6,W:pipe_20,0.4,2,0.35,0.4
restoration,T:22,W:pipe_50,0.4,2,0.35,0.4
restoration,T:1,W:pipe_60,0.4,2,0.35,0.4
restoration,T:3,W:pipe_101,0.4,2,0.35,0.4
restoration,T:4,W:pipe_111,0.4,2,0.35,0.4
restoration,T:4,W:pipe_115,0.4,2,0.35,0.4
restoration,T:4,W:pipe_121,0.4,2,0.35,0.4
restoration,T:4,W:pipe_123,0.4,2,0.35,0.4
restoration,T:4,W:pipe_131,0.4,2,0.35,0.4
restoration,T:6,W:pipe_137,0.4,2,0.35,0.4
restoration,T:6,W:pipe_145,0.4,2,0.35,0.4
restoration,T:5,W:pipe_153,0.4,2,0.35,0.4
restoration,T:5,W:pipe_155,0.4,2,0.35,0.4
restoration,T:4,W:pipe_163,0.4,2,0.35,0.4
restoration,T:4,W:pipe_175,0.4,2,0.35,0.4
restoration,T:11,W:pipe_180,0.4,2,0.35,0.4
restoration,T:11,W:pipe_187,0.4,2,0.35,0.4
restoration,T:11,W:pipe_195,0.4,2,0.35,0.4
restoration,T:14,W:pipe_199,0.4,2,0.35,0.4
restoration,T:14,W:pipe_202,0.4,2,0.35,0.4
restoration,T:14,W:pipe_204,0.4,2,0.35,0.4
restoration,T:14,W:pipe_205,0.4,2,0.35,0.4
restoration,T:11,W:pipe_211,0.4,2,0.35,0.4
restoration,T:11,W:pipe_215,0.4,2,0.35,0.4
restoration,T:15,W:pipe_231,0.4,2,0.35,0.4
restoration,T:15,W:pipe_235,0.4,2,0.35,0.4
restoration,T:22,W:pipe_245,0.4,2,0.35,0.4
restoration,T:19,W:pipe_249,0.4,2,0.35,0.4
restoration,T:22,W:pipe_271,0.4,2,0.35,0.4
restoration,T:21,W:pipe_273,0.4,2,0.35,0.4
restoration,T:21,W:pipe_277,0.4,2,0.35,0.4
restoration,T:21,W:pipe_281,0.4,2,0.35,0.4
restoration,T:21,W:pipe_287,0.4,2,0.35,0.4
restoration,T:21,W:pipe_291,0.4,2,0.35,0.4
restoration,T:4,W:pipe_305,0.4,2,0.35,0.4
restoration,T:11,W:pipe_309,0.4,2,0.35,0.4
restoration,T:11,W:pipe_313,0.4,2,0.35,0.4
restoration,T:11,W:pipe_315,0.4,2,0.35,0.4
restoration,T:15,W:pipe_317,0.4,2,0.35,0.4
restoration,T:15,W:pipe_319,0.4,2,0.35,0.4
restoration,T:11,W:pipe_325,0.4,2,0.35,0.4
propagation,W:pipe_60,T:1,0.6,2,0.35,0.6
propagation,W:junction_131,T:2,0.6,2,0.35,0.6
propagation,W:junction_15,T:6,0.6,2,0.35,0.6
propagation,W:junction_143,T:7,0.6,2,0.35,0.6
propagation,W:pipe_189,T:10,0.6,2,0.35,0.6
propagation,W:junction_197,T:12,0.6,2,0.35,0.6
propagation,W:junction_275,T:15,0.6,2,0.35,0.6
propagation,W:junction_253,T:24,0.6,2,0.35,0.6
restoration,T:6,W:pipe_20,0.6,2,0.35,0.6
restoration,T:22,W:pipe_50,0.6,2,0.35,0.6
restoration,T:1,W:pipe_60,0.6,2,0.35,0.6
restoration,T:3,W:pipe_101,0.6,2,0.35,0.6
restoration,T:4,W:pipe_111,0.6,2,0.35,0.6
restoration,T:4,W:pipe_115,0.6,2,0.35,0.6
restoration,T:4,W:pipe_121,0.6,2,0.35,0.6
