phase,source,target,kappa,case,q_requested,kappa_requested
restoration,T:4,W:pipe_123,0.6,2,0.35,0.6
restoration,T:4,W:pipe_131,0.6,2,0.35,0.6
restoration,T:6,W:pipe_137,0.6,2,0.35,0.6
restoration,T:6,W:pipe_145,0.6,2,0.35,0.6
restoration,T:5,W:pipe_153,0.6,2,0.35,0.6
restoration,T:5,W:pipe_155,0.6,2,0.35,0.6
restoration,T:4,W:pipe_163,0.6,2,0.35,0.6
restoration,T:4,W:pipe_175,0.6,2,0.35,0.6
restoration,T:11,W:pipe_180,0.6,2,0.35,0.6
restoration,T:11,W:pipe_187,0.6,2,0.35,0.6
restoration,T:11,W:pipe_195,0.6,2,0.35,0.6
restoration,T:14,W:pipe_199,0.6,2,0.35,0.6
restoration,T:14,W:pipe_202,0.6,2,0.35,0.6
restoration,T:14,W:pipe_204,0.6,2,0.35,0.6
restoration,T:14,W:pipe_205,0.6,2,0.35,0.6
restoration,T:11,W:pipe_211,0.6,2,0.35,0.6
restoration,T:11,W:pipe_215,0.6,2,0.35,0.6
restoration,T:15,W:pipe_231,0.6,2,0.35,0.6
restoration,T:15,W:pipe_235,0.6,2,0.35,0.6
restoration,T:22,W:pipe_245,0.6,2,0.35,0.6
restoration,T:19,W:pipe_249,0.6,2,0.35,0.6
restoration,T:22,W:pipe_271,0.6,2,0.35,0.6
restoration,T:21,W:pipe_273,0.6,2,0.35,0.6
restoration,T:21,W:pipe_277,0.6,2,0.35,0.6
restoration,T:21,W:pipe_281,0.6,2,0.35,0.6
restoration,T:21,W:pipe_287,0.6,2,0.35,0.6
restoration,T:21,W:pipe_291,0.6,2,0.35,0.6
restoration,T:4,W:pipe_305,0.6,2,0.35,0.6
restoration,T:11,W:pipe_309,0.6,2,0.35,0.6
restoration,T:11,W:pipe_313,0.6,2,0.35,0.6
restoration,T:11,W:pipe_315,0.6,2,0.35,0.6
restoration,T:15,W:pipe_317,0.6,2,0.35,0.6
restoration,T:15,W:pipe_319,0.6,2,0.35,0.6
restoration,T:11,W:pipe_325,0.6,2,0.35,0.6
propagation,W:pipe_60,T:1,0.8,2,0.35,0.8
propagation,W:junction_131,T:2,0.8,2,0.35,0.8
propagation,W:junction_15,T:6,0.8,2,0.35,0.8
propagation,W:junction_143,T:7,0.8,2,0.35,0.8
propagation,W:pipe_189,T:10,0.8,2,0.35,0.8
propagation,W:junction_197,T:12,0.8,2,0.35,0.8
propagation,W:junction_275,T:15,0.8,2,0.35,0.8
propagation,W:junction_253,T:24,0.8,2,0.35,0.8
restoration,T:6,W:pipe_20,0.8,2,0.35,0.8
restoration,T:22,W:pipe_50,0.8,2,0.35,0.8
restoration,T:1,W:pipe_60,0.8,2,0.35,0.8
restoration,T:3,W:pipe_101,0.8,2,0.35,0.8
restoration,T:4,W:pipe_111,0.8,2,0.35,0.8
restoration,T:4,W:pipe_115,0.8,2,0.35,0.8
restoration,T:4,W:pipe_121,0.8,2,0.35,0.8
restoration,T:4,W:pipe_123,0.8,2,0.35,0.8
restoration,T:4,W:pipe_131,0.8,2,0.35,0.8
restoration,T:6,W:pipe_137,0.8,2,0.35,0.8
restoration,T:6,W:pipe_145,0.8,2,0.35,0.8
restoration,T:5,W:pipe_153,0.8,2,0.35,0.8
restoration,T:5,W:pipe_155,0.8,2,0.35,0.8
restoration,T:4,W:pipe_163,0.8,2,0.35,0.8
restoration,T:4,W:pipe_175,0.8,2,0.35,0.8
restoration,T:11,W:pipe_180,0.8,2,0.35,0.8
restoration,T:11,W:pipe_187,0.8,2,0.35,0.8
restoration,T:11,W:pipe_195,0.8,2,0.35,0.8
restoration,T:14,W:pipe_199,0.8,2,0.35,0.8
restoration,T:14,W:pipe_202,0.8,2,0.35,0.8
restoration,T:14,W:pipe_204,0.8,2,0.35,0.8
restoration,T:14,W:pipe_205,0.8,2,0.35,0.8
restoration,T:11,W:pipe_211,0.8,2,0.35,0.8
restoration,T:11,W:pipe_215,0.8,2,0.35,0.8
restoration,T:15,W:pipe_231,0.8,2,0.35,0.8
restoration,T:15,W:pipe_235,0.8,2,0.35,0.8
restoration,T:22,W:pipe_245,0.8,2,0.35,0.8
restoration,T:19,W:pipe_249,0.8,2,0.35,0.8
restoration,T:22,W:pipe_271,0.8,2,0.35,0.8
restoration,T:21,W:pipe_273,0.8,2,0.35,0.8
restoration,T:21,W:pipe_277,0.8,2,0.35,0.8
restoration,T:21,W:pipe_281,0.8,2,0.35,0.8
restoration,T:21,W:pipe_287,0.8,2,0.35,0.8
restoration,T:21,W:pipe_291,0.8,2,0.35,0.8
restoration,T:4,W:pipe_305,0.8,2,0.35,0.8
restoration,T:11,W:pipe_309,0.8,2,0.35,0.8
restoration,T:11,W:pipe_313,0.8,2,0.35,0.8
restoration,T:11,W:pipe_315,0.8,2,0.35,0.8
restoration,T:15,W:pipe_317,0.8,2,0.35,0.8
restoration,T:15,W:pipe_319,0.8,2,0.35,0.8
restoration,T:11,W:pipe_325,0.8,2,0.35,0.8
propagation,W:pipe_60,T:1,1.0,2,0.35,1.0
propagation,W:junction_131,T:2,1.0,2,0.35,1.0
propagation,W:junction_15,T:6,1.0,2,0.35,1.0
propagation,W:junction_143,T:7,1.0,2,0.35,1.0
propagation,W:pipe_189,T:10,1.0,2,0.35,1.0
propagation,W:junction_197,T:12,1.0,2,0.35,1.0
propagation,W:junction_275,T:15,1.0,2,0.35,1.0
propagation,W:junction_253,T:24,1.0,2,0.35,1.0
restoration,T:6,W:pipe_20,1.0,2,0.35,1.0
restoration,T:22,W:pipe_50,1.0,2,0.35,1.0
restoration,T:1,W:pipe_60,1.0,2,0.35,1.0
restoration,T:3,W:pipe_101,1.0,2,0.35,1.0
restoration,T:4,W:pipe_111,1.0,2,0.35,1.0
restoration,T:4,W:pipe_115,1.0,2,0.35,1.0
restoration,T:4,W:pipe_121,1.0,2,0.35,1.0
restoration,T:4,W:pipe_123,1.0,2,0.35,1.0
restoration,T:4,W:pipe_131,1.0,2,0.35,1.0
restoration,T:6,W:pipe_137,1.0,2,0.35,1.0
restoration,T:6,W:pipe_145,1.0,2,0.35,1.0
restoration,T:5,W:pipe_153,1.0,2,0.35,1.0
restoration,T:5,W:pipe_155,1.0,2,0.35,1.0
restoration,T:4,W:pipe_163,1.0,2,0.35,1.0
restoration,T:4,W:pipe_175,1.0,2,0.35,1.0
restoration,T:11,W:pipe_180,1.0,2,0.35,1.0
restoration,T:11,W:pipe_187,1.0,2,0.35,1.0
restoration,T:11,W:pipe_195,1.0,2,0.35,1.0
restoration,T:14,W:pipe_199,1.0,2,0.35,1.0
restoration,T:14,W:pipe_202,1.0,2,0.35,1.0
restoration,T:14,W:pipe_204,1.0,2,0.35,1.0
restoration,T:14,W:pipe_205,1.0,2,0.35,1.0
restoration,T:11,W:pipe_211,1.0,2,0.35,1.0
restoration,T:11,W:pipe_215,1.0,2,0.35,1.0
restoration,T:15,W:pipe_231,1.0,2,0.35,1.0
restoration,T:15,W:pipe_235,1.0,2,0.35,1.0
restoration,T:22,W:pipe_245,1.0,2,0.35,1.0
restoration,T:19,W:pipe_249,1.0,2,0.35,1.0
restoration,T:22,W:pipe_271,1.0,2,0.35,1.0
restoration,T:21,W:pipe_273,1.0,2,0.35,1.0
restoration,T:21,W:pipe_277,1.0,2,0.35,1.0
restoration,T:21,W:pipe_281,1.0,2,0.35,1.0
restoration,T:21,W:pipe_287,1.0,2,0.35,1.0
restoration,T:21,W:pipe_291,1.0,2,0.35,1.0
restoration,T:4,W:pipe_305,1.0,2,0.35,1.0
restoration,T:11,W:pipe_309,1.0,2,0.35,1.0
restoration,T:11,W:pipe_313,1.0,2,0.35,1.0
restoration,T:11,W:pipe_315,1.0,2,0.35,1.0
restoration,T:15,W:pipe_317,1.0,2,0.35,1.0
restoration,T:15,W:pipe_319,1.0,2,0.35,1.0
restoration,T:11,W:pipe_325,1.0,2,0.35,1.0
propagation,W:pipe_60,T:1,0.2,2,0.5,0.2
propagation,W:junction_131,T:2,0.2,2,0.5,0.2
propagation,W:pipe_175,T:4,0.2,2,0.5,0.2
propagation,W:junction_145,T:5,0.2,2,0.5,0.2
propagation,W:junction_15,T:6,0.2,2,0.5,0.2
propagation,W:junction_143,T:8,0.2,2,0.5,0.2
propagation,W:junction_166,T:9,0.2,2,0.5,0.2
propagation,W:junction_197,T:12,0.2,2,0.5,0.2
propagation,W:junction_275,T:15,0.2,2,0.5,0.2
propagation,W:junction_219,T:18,0.2,2,0.5,0.2
propagation,W:junction_231,T:20,0.2,2,0.5,0.2
propagation,W:pipe_50,T:22,0.2,2,0.5,0.2
restoration,T:6,W:pipe_20,0.2,2,0.5,0.2
restoration,T:14,W:pipe_40,0.2,2,0.5,0.2
restoration,T:22,W:pipe_50,0.2,2,0.5,0.2
restoration,T:1,W:pipe_60,0.2,2,0.5,0.2
restoration,T:3,W:pipe_101,0.2,2,0.5,0.2
restoration,T:3,W:pipe_107,0.2,2,0.5,0.2
restoration,T:4,W:pipe_113,0.2,2,0.5,0.2
restoration,T:3,W:pipe_117,0.2,2,0.5,0.2
restoration,T:4,W:pipe_119,0.2,2,0.5,0.2
restoration,T:4,W:pipe_121,0.2,2,0.5,0.2
restoration,T:4,W:pipe_122,0.2,2,0.5,0.2
restoration,T:4,W:pipe_123,0.2,2,0.5,0.2
restoration,T:3,W:pipe_125,0.2,2,0.5,0.2
restoration,T:4,W:pipe_129,0.2,2,0.5,0.2
restoration,T:4,W:pipe_131,0.2,2,0.5,0.2
restoration,T:6,W:pipe_135,0.2,2,0.5,0.2
restoration,T:6,W:pipe_137,0.2,2,0.5,0.2
restoration,T:6,W:pipe_145,0.2,2,0.5,0.2
restoration,T:5,W:pipe_149,0.2,2,0.5,0.2
restoration,T:5,W:pipe_159,0.2,2,0.5,0.2
restoration,T:4,W:pipe_163,0.2,2,0.5,0.2
restoration,T:4,W:pipe_175,0.2,2,0.5,0.2
restoration,T:4,W:pipe_177,0.2,2,0.5,0.2
restoration,T:11,W:pipe_179,0.2,2,0.5,0.2
restoration,T:11,W:pipe_180,0.2,2,0.5,0.2
restoration,T:11,W:pipe_183,0.2,2,0.5,0.2
restoration,T:11,W:pipe_185,0.2,2,0.5,0.2
restoration,T:11,W:pipe_186,0.2,2,0.5,0.2
restoration,T:11,W:pipe_187,0.2,2,0.5,0.2
restoration,T:11,W:pipe_189,0.2,2,0.5,0.2
restoration,T:11,W:pipe_195,0.2,2,0.5,0.2
restoration,T:11,W:pipe_197,0.2,2,0.5,0.2
restoration,T:14,W:pipe_199,0.2,2,0.5,0.2
restoration,T:14,W:pipe_203,0.2,2,0.5,0.2
restoration,T:14,W:pipe_204,0.2,2,0.5,0.2
restoration,T:11,W:pipe_211,0.2,2,0.5,0.2
restoration,T:11,W:pipe_213,0.2,2,0.5,0.2
restoration,T:11,W:pipe_217,0.2,2,0.5,0.2
restoration,T:11,W:pipe_219,0.2,2,0.5,0.2
restoration,T:15,W:pipe_237,0.2,2,0.5,0.2
restoration,T:15,W:pipe_238,0.2,2,0.5,0.2
restoration,T:15,W:pipe_239,0.2,2,0.5,0.2
restoration,T:15,W:pipe_243,0.2,2,0.5,0.2
restoration,T:22,W:pipe_245,0.2,2,0.5,0.2
restoration,T:22,W:pipe_261,0.2,2,0.5,0.2
restoration,T:22,W:pipe_269,0.2,2,0.5,0.2
restoration,T:21,W:pipe_275,0.2,2,0.5,0.2
restoration,T:21,W:pipe_277,0.2,2,0.5,0.2
restoration,T:21,W:pipe_285,0.2,2,0.5,0.2
restoration,T:21,W:pipe_293,0.2,2,0.5,0.2
restoration,T:3,W:pipe_299,0.2,2,0.5,0.2
restoration,T:4,W:pipe_305,0.2,2,0.5,0.2
restoration,T:4,W:pipe_307,0.2,2,0.5,0.2
restoration,T:15,W:pipe_317,0.2,2,0.5,0.2
restoration,T:15,W:pipe_319,0.2,2,0.5,0.2
restoration,T:15,W:pipe_323,0.2,2,0.5,0.2
restoration,T:1,W:pipe_329,0.2,2,0.5,0.2
restoration,T:1,W:pipe_333,0.2,2,0.5,0.2
propagation,W:pipe_60,T:1,0.4,2,0.5,0.4
propagation,W:junction_131,T:2,0.4,2,0.5,0.4
propagation,W:pipe_175,T:4,0.4,2,0.5,0.4
propagation,W:junction_145,T:5,0.4,2,0.5,0.4
propagation,W:junction_15,T:6,0.4,2,0.5,0.4
propagation,W:junction_143,T:8,0.4,2,0.5,0.4
propagation,W:junction_166,T:9,0.4,2,0.5,0.4
propagation,W:junction_197,T:12,0.4,2,0.5,0.4
propagation,W:junction_275,T:15,0.4,2,0.5,0.4
propagation,W:junction_219,T:18,0.4,2,0.5,0.4
propagation,W:junction_231,T:20,0.4,2,0.5,0.4
propagation,W:pipe_50,T:22,0.4,2,0.5,0.4
restoration,T:6,W:pipe_20,0.4,2,0.5,0.4
restoration,T:14,W:pipe_40,0.4,2,0.5,0.4
restoration,T:22,W:pipe_50,0.4,2,0.5,0.4
restoration,T:1,W:pipe_60,0.4,2,0.5,0.4
restoration,T:3,W:pipe_101,0.4,2,0.5,0.4
restoration,T:3,W:pipe_107,0.4,2,0.5,0.4
restoration,T:4,W:pipe_113,0.4,2,0.5,0.4
restoration,T:3,W:pipe_117,0.4,2,0.5,0.4
restoration,T:4,W:pipe_119,0.4,2,0.5,0.4
restoration,T:4,W:pipe_121,0.4,2,0.5,0.4
restoration,T:4,W:pipe_122,0.4,2,0.5,0.4
restoration,T:4,W:pipe_123,0.4,2,0.5,0.4
restoration,T:3,W:pipe_125,0.4,2,0.5,0.4
restoration,T:4,W:pipe_129,0.4,2,0.5,0.4
restoration,T:4,W:pipe_131,0.4,2,0.5,0.4
restoration,T:6,W:pipe_135,0.4,2,0.5,0.4
restoration,T:6,W:pipe_137,0.4,2,0.5,0.4
restoration,T:6,W:pipe_145,0.4,2,0.5,0.4
restoration,T:5,W:pipe_149,0.4,2,0.5,0.4
restoration,T:5,W:pipe_159,0.4,2,0.5,0.4
restoration,T:4,W:pipe_163,0.4,2,0.5,0.4
restoration,T:4,W:pipe_175,0.4,2,0.5,0.4
restoration,T:4,W:pipe_177,0.4,2,0.5,0.4
restoration,T:11,W:pipe_179,0.4,2,0.5,0.4
restoration,T:11,W:pipe_180,0.4,2,0.5,0.4
restoration,T:11,W:pipe_183,0.4,2,0.5,0.4
restoration,T:11,W:pipe_185,0.4,2,0.5,0.4
restoration,T:11,W:pipe_186,0.4,2,0.5,0.4
restoration,T:11,W:pipe_187,0.4,2,0.5,0.4
restoration,T:11,W:pipe_189,0.4,2,0.5,0.4
restoration,T:11,W:pipe_195,0.4,2,0.5,0.4
restoration,T:11,W:pipe_197,0.4,2,0.5,0.4
restoration,T:14,W:pipe_199,0.4,2,0.5,0.4
restoration,T:14,W:pipe_203,0.4,2,0.5,0.4
restoration,T:14,W:pipe_204,0.4,2,0.5,0.4
restoration,T:11,W:pipe_211,0.4,2,0.5,0.4
restoration,T:11,W:pipe_213,0.4,2,0.5,0.4
restoration,T:11,W:pipe_217,0.4,2,0.5,0.4
restoration,T:11,W:pipe_219,0.4,2,0.5,0.4
restoration,T:15,W:pipe_237,0.4,2,0.5,0.4
restoration,T:15,W:pipe_238,0.4,2,0.5,0.4
restoration,T:15,W:pipe_239,0.4,2,0.5,0.4
restoration,T:15,W:pipe_243,0.4,2,0.5,0.4
restoration,T:22,W:pipe_245,0.4,2,0.5,0.4
restoration,T:22,W:pipe_261,0.4,2,0.5,0.4
restoration,T:22,W:pipe_269,0.4,2,0.5,0.4
restoration,T:21,W:pipe_275,0.4,2,0.5,0.4
restoration,T:21,W:pipe_277,0.4,2,0.5,0.4
restoration,T:21,W:pipe_285,0.4,2,0.5,0.4
restoration,T:21,W:pipe_293,0.4,2,0.5,0.4
restoration,T:3,W:pipe_299,0.4,2,0.5,0.4
restoration,T:4,W:pipe_305,0.4,2,0.5,0.4
restoration,T:4,W:pipe_307,0.4,2,0.5,0.4
restoration,T:15,W:pipe_317,0.4,2,0.5,0.4
restoration,T:15,W:pipe_319,0.4,2,0.5,0.4
restoration,T:15,W:pipe_323,0.4,2,0.5,0.4
restoration,T:1,W:pipe_329,0.4,2,0.5,0.4
restoration,T:1,W:pipe_333,0.4,2,0.5,0.4
propagation,W:pipe_60,T:1,0.6,2,0.5,0.6
propagation,W:junction_131,T:2,0.6,2,0.5,0.6
propagation,W:pipe_175,T:4,0.6,2,0.5,0.6
propagation,W:junction_145,T:5,0.6,2,0.5,0.6
propagation,W:junction_15,T:6,0.6,2,0.5,0.6
propagation,W:junction_143,T:8,0.6,2,0.5,0.6
propagation,W:junction_166,T:9,0.6,2,0.5,0.6
propagation,W:junction_197,T:12,0.6,2,0.5,0.6
propagation,W:junction_275,T:15,0.6,2,0.5,0.6
propagation,W:junction_219,T:18,0.6,2,0.5,0.6
propagation,W:junction_231,T:20,0.6,2,0.5,0.6
propagation,W:pipe_50,T:22,0.6,2,0.5,0.6
restoration,T:6,W:pipe_20,0.6,2,0.5,0.6
restoration,T:14,W:pipe_40,0.6,2,0.5,0.6
restoration,T:22,W:pipe_50,0.6,2,0.5,0.6
restoration,T:1,W:pipe_60,0.6,2,0.5,0.6
restoration,T:3,W:pipe_101,0.6,2,0.5,0.6
restoration,T:3,W:pipe_107,0.6,2,0.5,0.6
restoration,T:4,W:pipe_113,0.6,2,0.5,0.6
restoration,T:3,W:pipe_117,0.6,2,0.5,0.6
restoration,T:4,W:pipe_119,0.6,2,0.5,0.6
restoration,T:4,W:pipe_121,0.6,2,0.5,0.6
restoration,T:4,W:pipe_122,0.6,2,0.5,0.6
restoration,T:4,W:pipe_123,0.6,2,0.5,0.6
restoration,T:3,W:pipe_125,0.6,2,0.5,0.6
restoration,T:4,W:pipe_129,0.6,2,0.5,0.6
restoration,T:4,W:pipe_131,0.6,2,0.5,0.6
restoration,T:6,W:pipe_135,0.6,2,0.5,0.6
restoration,T:6,W:pipe_137,0.6,2,0.5,0.6
restoration,T:6,W:pipe_145,0.6,2,0.5,0.6
restoration,T:5,W:pipe_149,0.6,2,0.5,0.6
restoration,T:5,W:pipe_159,0.6,2,0.5,0.6
restoration,T:4,W:pipe_163,0.6,2,0.5,0.6
restoration,T:4,W:pipe_175,0.6,2,0.5,0.6
restoration,T:4,W:pipe_177,0.6,2,0.5,0.6
restoration,T:11,W:pipe_179,0.6,2,0.5,0.6
restoration,T:11,W:pipe_180,0.6,2,0.5,0.6
restoration,T:11,W:pipe_183,0.6,2,0.5,0.6
restoration,T:11,W:pipe_185,0.6,2,0.5,0.6
restoration,T:11,W:pipe_186,0.6,2,0.5,0.6
restoration,T:11,W:pipe_187,0.6,2,0.5,0.6
restoration,T:11,W:pipe_189,0.6,2,0.5,0.6
restoration,T:11,W:pipe_195,0.6,2,0.5,0.6
restoration,T:11,W:pipe_197,0.6,2,0.5,0.6
restoration,T:14,W:pipe_199,0.6,2,0.5,0.6
restoration,T:14,W:pipe_203,0.6,2,0.5,0.6
restoration,T:14,W:pipe_204,0.6,2,0.5,0.6
restoration,T:11,W:pipe_211,0.6,2,0.5,0.6
restoration,T:11,W:pipe_213,0.6,2,0.5,0.6
restoration,T:11,W:pipe_217,0.6,2,0.5,0.6
restoration,T:11,W:pipe_219,0.6,2,0.5,0.6
restoration,T:15,W:pipe_237,0.6,2,0.5,0.6
restoration,T:15,W:pipe_238,0.6,2,0.5,0.6
restoration,T:15,W:pipe_239,0.6,2,0.5,0.6
restoration,T:15,W:pipe_243,0.6,2,0.5,0.6
restoration,T:22,W:pipe_245,0.6,2,0.5,0.6
restoration,T:22,W:pipe_261,0.6,2,0.5,0.6
restoration,T:22,W:pipe_269,0.6,2,0.5,0.6
restoration,T:21,W:pipe_275,0.6,2,0.5,0.6
restoration,T:21,W:pipe_277,0.6,2,0.5,0.6
restoration,T:21,W:pipe_285,0.6,2,0.5,0.6
restoration,T:21,W:pipe_293,0.6,2,0.5,0.6
restoration,T:3,W:pipe_299,0.6,2,0.5,0.6
restoration,T:4,W:pipe_305,0.6,2,0.5,0.6
restoration,T:4,W:pipe_307,0.6,2,0.5,0.6
restoration,T:15,W:pipe_317,0.6,2,0.5,0.6
restoration,T:15,W:pipe_319,0.6,2,0.5,0.6
restoration,T:15,W:pipe_323,0.6,2,0.5,0.6
restoration,T:1,W:pipe_329,0.6,2,0.5,0.6
restoration,T:1,W:pipe_333,0.6,2,0.5,0.6
propagation,W:pipe_60,T:1,0.8,2,0.5,0.8
propagation,W:junction_131,T:2,0.8,2,0.5,0.8
propagation,W:pipe_175,T:4,0.8,2,0.5,0.8
propagation,W:junction_145,T:5,0.8,2,0.5,0.8
propagation,W:junction_15,T:6,0.8,2,0.5,0.8
propagation,W:junction_143,T:8,0.8,2,0.5,0.8
propagation,W:junction_166,T:9,0.8,2,0.5,0.8
propagation,W:junction_197,T:12,0.8,2,0.5,0.8
propagation,W:junction_275,T:15,0.8,2,0.5,0.8
propagation,W:junction_219,T:18,0.8,2,0.5,0.8
propagation,W:junction_231,T:20,0.8,2,0.5,0.8
propagation,W:pipe_50,T:22,0.8,2,0.5,0.8
restoration,T:6,W:pipe_20,0.8,2,0.5,0.8
restoration,T:14,W:pipe_40,0.8,2,0.5,0.8
restoration,T:22,W:pipe_50,0.8,2,0.5,0.8
restoration,T:1,W:pipe_60,0.8,2,0.5,0.8
restoration,T:3,W:pipe_101,0.8,2,0.5,0.8
restoration,T:3,W:pipe_107,0.8,2,0.5,0.8
restoration,T:4,W:pipe_113,0.8,2,0.5,0.8
restoration,T:3,W:pipe_117,0.8,2,0.5,0.8
restoration,T:4,W:pipe_119,0.8,2,0.5,0.8
restoration,T:4,W:pipe_121,0.8,2,0.5,0.8
restoration,T:4,W:pipe_122,0.8,2,0.5,0.8
restoration,T:4,W:pipe_123,0.8,2,0.5,0.8
restoration,T:3,W:pipe_125,0.8,2,0.5,0.8
restoration,T:4,W:pipe_129,0.8,2,0.5,0.8
restoration,T:4,W:pipe_131,0.8,2,0.5,0.8
restoration,T:6,W:pipe_135,0.8,2,0.5,0.8
restoration,T:6,W:pipe_137,0.8,2,0.5,0.8
restoration,T:6,W:pipe_145,0.8,2,0.5,0.8
restoration,T:5,W:pipe_149,0.8,2,0.5,0.8
restoration,T:5,W:pipe_159,0.8,2,0.5,0.8
restoration,T:4,W:pipe_163,0.8,2,0.5,0.8
restoration,T:4,W:pipe_175,0.8,2,0.5,0.8
restoration,T:4,W:pipe_177,0.8,2,0.5,0.8
restoration,T:11,W:pipe_179,0.8,2,0.5,0.8
restoration,T:11,W:pipe_180,0.8,2,0.5,0.8
restoration,T:11,W:pipe_183,0.8,2,0.5,0.8
restoration,T:11,W:pipe_185,0.8,2,0.5,0.8
restoration,T:11,W:pipe_186,0.8,2,0.5,0.8
restoration,T:11,W:pipe_187,0.8,2,0.5,0.8
restoration,T:11,W:pipe_189,0.8,2,0.5,0.8
restoration,T:11,W:pipe_195,0.8,2,0.5,0.8
restoration,T:11,W:pipe_197,0.8,2,0.5,0.8
restoration,T:14,W:pipe_199,0.8,2,0.5,0.8
restoration,T:14,W:pipe_203,0.8,2,0.5,0.8
restoration,T:14,W:pipe_204,0.8,2,0.5,0.8
restoration,T:11,W:pipe_211,0.8,2,0.5,0.8
restoration,T:11,W:pipe_213,0.8,2,0.5,0.8
restoration,T:11,W:pipe_217,0.8,2,0.5,0.8
restoration,T:11,W:pipe_219,0.8,2,0.5,0.8
restoration,T:15,W:pipe_237,0.8,2,0.5,0.8
restoration,T:15,W:pipe_238,0.8,2,0.5,0.8
restoration,T:15,W:pipe_239,0.8,2,0.5,0.8
restoration,T:15,W:pipe_243,0.8,2,0.5,0.8
restoration,T:22,W:pipe_245,0.8,2,0.5,0.8
restoration,T:22,W:pipe_261,0.8,2,0.5,0.8
restoration,T:22,W:pipe_269,0.8,2,0.5,0.8
restoration,T:21,W:pipe_275,0.8,2,0.5,0.8
restoration,T:21,W:pipe_277,0.8,2,0.5,0.8
restoration,T:21,W:pipe_285,0.8,2,0.5,0.8
restoration,T:21,W:pipe_293,0.8,2,0.5,0.8
restoration,T:3,W:pipe_299,0.8,2,0.5,0.8
restoration,T:4,W:pipe_305,0.8,2,0.5,0.8
restoration,T:4,W:pipe_307,0.8,2,0.5,0.8
restoration,T:15,W:pipe_317,0.8,2,0.5,0.8
restoration,T:15,W:pipe_319,0.8,2,0.5,0.8
restoration,T:15,W:pipe_323,0.8,2,0.5,0.8
restoration,T:1,W:pipe_329,0.8,2,0.5,0.8
restoration,T:1,W:pipe_333,0.8,2,0.5,0.8
propagation,W:pipe_60,T:1,1.0,2,0.5,1.0
propagation,W:junction_131,T:2,1.0,2,0.5,1.0
propagation,W:pipe_175,T:4,1.0,2,0.5,1.0
propagation,W:junction_145,T:5,1.0,2,0.5,1.0
propagation,W:junction_15,T:6,1.0,2,0.5,1.0
propagation,W:junction_143,T:8,1.0,2,0.5,1.0
propagation,W:junction_166,T:9,1.0,2,0.5,1.0
propagation,W:junction_197,T:12,1.0,2,0.5,1.0
propagation,W:junction_275,T:15,1.0,2,0.5,1.0
propagation,W:junction_219,T:18,1.0,2,0.5,1.0
propagation,W:junction_231,T:20,1.0,2,0.5,1.0
propagation,W:pipe_50,T:22,1.0,2,0.5,1.0
restoration,T:6,W:pipe_20,1.0,2,0.5,1.0
restoration,T:14,W:pipe_40,1.0,2,0.5,1.0
restoration,T:22,W:pipe_50,1.0,2,0.5,1.0
restoration,T:1,W:pipe_60,1.0,2,0.5,1.0
restoration,T:3,W:pipe_101,1.0,2,0.5,1.0
restoration,T:3,W:pipe_107,1.0,2,0.5,1.0
restoration,T:4,W:pipe_113,1.0,2,0.5,1.0
restoration,T:3,W:pipe_117,1.0,2,0.5,1.0
restoration,T:4,W:pipe_119,1.0,2,0.5,1.0
restoration,T:4,W:pipe_121,1.0,2,0.5,1.0
restoration,T:4,W:pipe_122,1.0,2,0.5,1.0
restoration,T:4,W:pipe_123,1.0,2,0.5,1.0
restoration,T:3,W:pipe_125,1.0,2,0.5,1.0
restoration,T:4,W:pipe_129,1.0,2,0.5,1.0
restoration,T:4,W:pipe_131,1.0,2,0.5,1.0
restoration,T:6,W:pipe_135,1.0,2,0.5,1.0
restoration,T:6,W:pipe_137,1.0,2,0.5,1.0
restoration,T:6,W:pipe_145,1.0,2,0.5,1.0
restoration,T:5,W:pipe_149,1.0,2,0.5,1.0
restoration,T:5,W:pipe_159,1.0,2,0.5,1.0
restoration,T:4,W:pipe_163,1.0,2,0.5,1.0
restoration,T:4,W:pipe_175,1.0,2,0.5,1.0
restoration,T:4,W:pipe_177,1.0,2,0.5,1.0
restoration,T:11,W:pipe_179,1.0,2,0.5,1.0
restoration,T:11,W:pipe_180,1.0,2,0.5,1.0
restoration,T:11,W:pipe_183,1.0,2,0.5,1.0
restoration,T:11,W:pipe_185,1.0,2,0.5,1.0
restoration,T:11,W:pipe_186,1.0,2,0.5,1.0
restoration,T:11,W:pipe_187,1.0,2,0.5,1.0
restoration,T:11,W:pipe_189,1.0,2,0.5,1.0
restoration,T:11,W:pipe_195,1.0,2,0.5,1.0
restoration,T:11,W:pipe_197,1.0,2,0.5,1.0
restoration,T:14,W:pipe_199,1.0,2,0.5,1.0
restoration,T:14,W:pipe_203,1.0,2,0.5,1.0
restoration,T:14,W:pipe_204,1.0,2,0.5,1.0
restoration,T:11,W:pipe_211,1.0,2,0.5,1.0
restoration,T:11,W:pipe_213,1.0,2,0.5,1.0
restoration,T:11,W:pipe_217,1.0,2,0.5,1.0
restoration,T:11,W:pipe_219,1.0,2,0.5,1.0
restoration,T:15,W:pipe_237,1.0,2,0.5,1.0
restoration,T:15,W:pipe_238,1.0,2,0.5,1.0
restoration,T:15,W:pipe_239,1.0,2,0.5,1.0
restoration,T:15,W:pipe_243,1.0,2,0.5,1.0
