replication,loss__delta_prop,loss__delta_rec,loss__total,loss__delta_int,Lambda__delta_prop,Lambda__delta_rec,Lambda__total,Lambda__delta_int,lock_in__delta_prop,lock_in__delta_rec,lock_in__total,lock_in__delta_int,any_censored,q_prop,kappa_prop,q_rec,kappa_rec
92,0.00035503505475059996,2.6660334216100506e-05,0.0003981174460938007,1.6422057127100237e-05,0.011850522055533885,0.0,0.011850522055533885,0.0,0.0,0.0,0.0,0.0,False,0.2,0.2,0.2,0.2
93,0.0010808411753449043,0.0005517341324359215,0.0016343103231948042,1.735015413978358e-06,0.007578494571893413,0.0,0.007578494571893413,0.0,0.0,0.0,0.0,0.0,False,0.2,0.2,0.2,0.2
94,0.0008353685308372105,0.005421378047398617,0.006296718482058206,3.997190382237781e-05,0.0005116866532819397,0.0,0.0005116866532819397,0.0,0.0,0.0,0.0,0.0,False,0.2,0.2,0.2,0.2
95,0.0012524490574887803,0.005416482518510568,0.006712249056806008,4.3317480806659425e-05,0.0024483733235405314,0.0,0.0024483733235405314,0.0,0.0,0.0,0.0,0.0,False,0.2,0.2,0.2,0.2
96,0.0013625441553556938,0.0010288078300335068,0.003026338191529393,0.0006349862061401923,0.009971079257203863,0.0,0.009971079257203863,0.0,0.0,0.0,0.0,0.0,False,0.2,0.2,0.2,0.2
97,0.0009263125762332958,0.003265930344115195,0.004224232116376597,3.198919602810657e-05,0.007367759731285561,0.0,0.007367759731285561,0.0,0.0,0.0,0.0,0.0,False,0.2,0.2,0.2,0.2
98,0.00027024179308900165,0.00044732549631010254,0.0007258490939590009,8.281804559896744e-06,0.005348373065780898,0.0,0.005348373065781009,1.1102230246251565e-16,0.0,0.0,0.0,0.0,False,0.2,0.2,0.2,0.2
99,0.0010337869288168933,1.2795320358804929e-14,0.0010337869288103013,-1.9387269567516796e-14,0.007352258543941281,0.0,0.007352258543941281,0.0,0.0,0.0,0.0,0.0,False,0.2,0.2,0.2,0.2
100,0.0010788141865988032,0.0006120304662240034,0.0017134376471246993,2.2592994301892655e-05,0.010607860362213173,0.0,0.010607860362213173,0.0,0.0,0.0,0.0,0.0,False,0.2,0.2,0.2,0.2
101,0.0007122180938191058,0.0,0.0007122180938191058,0.0,0.010236412344912016,0.0,0.010236412344912016,0.0,0.0,0.0,0.0,0.0,False,0.2,0.2,0.2,0.2
102,0.0009098571800273958,0.002095767070240395,0.0030173028335822583,1.167858331446725e-05,0.0033628493950519367,-2.7267077484793845e-13,0.0033628493946862292,-9.303668946358812e-14,0.0,0.0,0.0,0.0,False,0.2,0.2,0.2,0.2
103,0.0004874492773166983,0.0,0.0004874492773166983,0.0,0.006220096641542883,0.0,0.006220096641542883,0.0,0.0,0.0,0.0,0.0,False,0.2,0.2,0.2,0.2
104,0.0009682306054103057,0.005375620569980213,0.006383032593077417,3.91814176868982e-05,0.008513478295074428,0.0,0.008513478295074428,0.0,0.0,0.0,0.0,0.0,False,0.2,0.2,0.2,0.2
105,0.0010631217017665895,0.010515282138716497,0.011728111838795574,0.00014970799831248716,0.002871663806934377,0.0,0.002871663806934377,0.0,0.0,0.0,0.0,0.0,False,0.2,0.2,0.2,0.2
106,7.279302888110739e-05,0.0026405427290970007,0.0027164432593574095,3.1075013793013806e-06,0.0003704880593208282,0.0,0.0003704880593208282,0.0,0.0,0.0,0.0,0.0,False,0.2,0.2,0.2,0.2
107,0.0,0.00025076975436270216,0.00025076975436270216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.2,0.2,0.2,0.2
108,0.001741471766208591,0.004694919480473181,0.006471426005926595,3.503475924482302e-05,0.010564894149024062,0.0,0.010564894149024062,0.0,0.0,0.0,0.0,0.0,False,0.2,0.2,0.2,0.2
109,0.0012138240818199975,0.001989005073301492,0.00321675286666101,1.3923711539520767e-05,0.006070368930175762,0.0,0.006070368930175762,0.0,0.0,0.0,0.0,0.0,False,0.2,0.2,0.2,0.2
110,0.0007158462678808764,0.004344862023660384,0.00506663871818569,5.930426644429332e-06,0.0019040439554867117,0.0,0.0019040439554867117,0.0,0.0,0.0,0.0,0.0,False,0.2,0.2,0.2,0.2
111,0.0004499661981298003,0.00018761476261600074,0.0006375809607457039,-9.71445146547012e-17,0.0071174561309592654,0.0,0.0071174561309592654,0.0,0.0,0.0,0.0,0.0,False,0.2,0.2,0.2,0.2
112,0.0002021835321539961,0.0008117900712344972,0.001016023714419792,2.050111031298707e-06,0.002650673570914197,0.0,0.002650673570914197,0.0,0.0,0.0,0.0,0.0,False,0.2,0.2,0.2,0.2
113,0.0002279773258534179,0.004061929204534714,0.004306053064194598,1.6146533806465913e-05,0.0013868924973293728,0.0,0.0013868924973293728,0.0,0.0,0.0,0.0,0.0,False,0.2,0.2,0.2,0.2
114,0.0006568252515266049,0.0014464233391530967,0.0021285953499935034,2.5346759313801814e-05,0.0074240687994671095,0.0,0.0074240687994671095,0.0,0.0,0.0,0.0,0.0,False,0.2,0.2,0.2,0.2
115,0.000510646657437698,-0.0010200239353814963,-0.0005546624136218009,-4.528513567800263e-05,0.006886254498081612,0.0,0.006886254498081612,0.0,0.0,0.0,0.0,0.0,False,0.2,0.2,0.2,0.2
116,0.0015944135957479955,0.0006010480377119931,0.0021952774962378935,-1.841372220950932e-07,0.011357635127293098,0.0,0.011357635127293098,0.0,0.0,0.0,0.0,0.0,False,0.2,0.2,0.2,0.2
117,0.0007883353018156014,0.0021630647994707874,0.0029645837258401864,1.3183624553797513e-05,0.003416545615732791,0.0,0.003416545615732791,0.0,0.0,0.0,0.0,0.0,False,0.2,0.2,0.2,0.2
118,0.0008532465178212045,0.0005981832703018108,0.0014658191103072982,1.4389322184282793e-05,0.005696572759706808,0.0,0.005696572759706808,0.0,0.0,0.0,0.0,0.0,False,0.2,0.2,0.2,0.2
119,0.00046152688442460676,0.004589972596935804,0.005062726360561404,1.1226879200992856e-05,0.0009379843885206629,0.0,0.0009379843885206629,0.0,0.0,0.0,0.0,0.0,False,0.2,0.2,0.2,0.2
120,0.0005002756935302,-7.646097538779872e-05,0.00048040251233630316,5.658779419390192e-05,0.0029478243381897418,0.0,0.0029478243381897418,0.0,0.0,0.0,0.0,0.0,False,0.2,0.2,0.2,0.2
121,0.002000539422254005,0.0004305337975601953,0.002456540065710805,2.546684589660453e-05,0.01261640913337031,0.0,0.01261640913337031,0.0,0.0,0.0,0.0,0.0,False,0.2,0.2,0.2,0.2
122,0.0008661936706506057,0.004083837990346201,0.005010464772100209,6.043311110340288e-05,0.005818237521467096,0.0,0.005818237521467096,0.0,0.0,0.0,0.0,0.0,False,0.2,0.2,0.2,0.2
123,0.0004403805735883892,0.0012425224646102073,0.0016871390411145049,4.23600291590831e-06,0.0027684466606500147,0.0,0.0027684466606500147,0.0,0.0,0.0,0.0,0.0,False,0.2,0.2,0.2,0.2
124,0.0005873325676510055,0.0011121305447476942,0.0017446598870190927,4.5196774620392954e-05,0.008178258588852072,-1.1102230246251565e-16,0.008178258588852072,1.1102230246251565e-16,0.0,0.0,0.0,0.0,False,0.2,0.2,0.2,0.2
125,0.00010616607272539991,5.7922336194999105e-05,0.00017116614710209997,7.07773818170096e-06,0.00490448762154691,0.0,0.00490448762154691,0.0,0.0,0.0,0.0,0.0,False,0.2,0.2,0.2,0.2
126,0.001450018470252501,0.0006741794582303118,0.0021376872404693104,1.348931198649761e-05,0.004350289733390578,0.0,0.004350289733390578,0.0,0.0,0.0,0.0,0.0,False,0.2,0.2,0.2,0.2
127,0.0009638798123692977,0.00042138597827140467,0.0013870523248978028,1.7865342571005138e-06,0.011215121376561221,0.0,0.011215121376561221,0.0,0.0,0.0,0.0,0.0,False,0.2,0.2,0.2,0.2
128,0.0003569216227482033,0.0,0.0003569216227482033,0.0,0.008227367395570895,0.0,0.008227367395570895,0.0,0.0,0.0,0.0,0.0,False,0.2,0.2,0.2,0.2
129,0.00025796238891159784,0.0003245401244496987,0.0005872015852187995,4.699071857502957e-06,0.004502940101889619,0.0,0.004502940101889619,0.0,0.0,0.0,0.0,0.0,False,0.2,0.2,0.2,0.2
130,0.0016669795885197042,0.003409187925124596,0.005229215354204703,0.00015304784056040244,0.022410417654322057,0.0,0.022410417654322057,0.0,0.0,0.0,0.0,0.0,False,0.2,0.2,0.2,0.2
131,0.001086571587081503,0.0018516470717740985,0.0029546372413150057,1.6418582459404307e-05,0.0057553483998005195,0.0,0.0057553483998005195,0.0,0.0,0.0,0.0,0.0,False,0.2,0.2,0.2,0.2
132,7.63537999943012e-05,0.000598677117096099,0.0006850518596226013,1.0020942532201066e-05,4.314607786959357e-05,0.0,4.314607786959357e-05,0.0,0.0,0.0,0.0,0.0,False,0.2,0.2,0.2,0.2
133,0.0,0.0002521979602158955,0.0002521979602158955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.2,0.2,0.2,0.2
