replication,loss__delta_prop,loss__delta_rec,loss__total,loss__delta_int,Lambda__delta_prop,Lambda__delta_rec,Lambda__total,Lambda__delta_int,lock_in__delta_prop,lock_in__delta_rec,lock_in__total,lock_in__delta_int,any_censored,q_prop,kappa_prop,q_rec,kappa_rec
5,0.0,0.00021232035632160091,0.00021232035632160091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
6,0.005294126847372904,0.016140398361050717,0.022427152929966304,0.0009926277215426826,0.009474048103435662,0.0,0.009474048103435662,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
7,0.008103589448085494,0.004963101568702791,0.01519102384086439,0.0021243328240761056,0.10285801413462681,0.0,0.10285801413462681,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
8,0.0,0.005983710018372404,0.005983710018372404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
9,0.0,0.00012337324139750222,0.00012337324139750222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
10,0.0004935240916430009,0.0011129495299842043,0.001846667364572105,0.0002401937429448997,0.014575628068171087,0.0,0.014575628068171087,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
11,0.007989012281958002,0.01312983229328979,0.022807098806024606,0.0016882542307768145,0.010994434949916698,0.0,0.010994434949916698,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
12,0.004091882222655996,0.012749370260142612,0.01890802744715961,0.002066774964361001,0.01199610610751789,0.0,0.01199610610751789,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
13,0.0004357883820707009,0.0038228696168165974,0.0044792224454498,0.00022056444656250174,0.008122701890134199,0.0,0.008122701890134199,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
14,0.0026563386497863023,0.005514718302810001,0.0091886527597589,0.0010175958071625968,0.007543218143589048,0.0,0.007543218143589048,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
15,0.0027655733097563043,0.004816035483469004,0.008146634917942298,0.0005650261247169899,0.011591393594719612,0.0,0.011591393594719612,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
16,0.016024917160173402,0.0425510654258468,0.065049513346914,0.0064735307608937975,0.028861388587615444,0.0,0.028861388587615444,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
17,0.0027282459246825014,0.006214262440968996,0.009394068524071,0.00045156015841950337,0.0019965458193851315,0.0,0.0019965458193851315,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
18,0.00138340525245699,0.0025118675015445985,0.004061622281849586,0.00016634952784799761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
19,0.0063160563815616855,0.057226222441069785,0.06660128511229019,0.0030590062896587167,0.0037205991246579417,0.0,0.0037205991246579417,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
20,0.002578999004906407,0.01609576960965231,0.02119121666055221,0.0025164480459934913,0.0024385524369600065,0.0,0.0024385524369600065,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
21,0.0005954495240411001,0.004122091014685997,0.0047592215149812045,4.1680976254107605e-05,0.004893838617788471,0.0,0.004893838617788471,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
22,0.004231205791269302,0.003464085473555603,0.008563009239471994,0.0008677179746470892,0.019495280598492704,0.0,0.019495280598492704,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
23,0.003084068376724293,0.0027588009533647054,0.0064459642335836995,0.0006030949034947011,0.022397597341258235,0.0,0.022397597341258235,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
24,0.004459660224640005,0.0049593729041819,0.009756698068320607,0.00033766493949870247,0.046980080761928056,0.0,0.046980080761928056,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
25,0.0033806264150937904,0.001230371573088293,0.005026937517280297,0.00041593952909821374,0.01291270909965081,0.0,0.01291270909965081,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
26,0.0023384455944375007,0.0008982969132992971,0.0039941547499807994,0.0007574122422440016,0.03132764622851436,0.0,0.03132764622851436,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
27,0.0048657065892799,0.0153784965990061,0.021777108294005296,0.0015329051057192955,0.02136693432907033,0.0,0.02136693432907033,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
28,0.0043538659348023034,0.015092306842849401,0.02053855792970119,0.0010923851520494854,0.0014744720952314383,0.0,0.0014744720952314383,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
29,-0.0001562192434760995,0.005976793361229707,0.005876985651332101,5.6411533578493156e-05,-0.007908235736129088,0.0,-0.007908235736129088,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
30,0.011131777655365604,0.03064906595530431,0.04403980801727392,0.0022589644066040027,0.020811809576502194,0.0,0.020811809576502194,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
31,0.0,0.01038340318325609,0.010596667295115797,0.00021326411185970673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
32,0.0031276341632412996,0.016838554097072606,0.022280865276203404,0.002314677015889499,0.02221378095701798,0.0,0.02221378095701798,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
33,0.0005003476188359113,0.010502066391755605,0.011002496556896696,8.254630518012007e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
34,0.0005632701396882933,0.022555527712995488,0.02387931675512861,0.0007605189024448289,0.00019666336046531008,0.0,0.00019666336046531008,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
35,0.0035819847776900893,0.01496467369690238,0.01930468068400698,0.0007580222094145106,0.004962798230123022,0.0,0.004962798230123022,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
36,0.004312063496785895,0.006698259260388806,0.012399450397710593,0.001389127640535892,0.0267371901559732,1.1102230246251565e-16,0.0267371901559732,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
37,0.0013970767385318994,0.002643176891504194,0.004348069245901996,0.0003078156158659029,0.008101434136688734,0.0,0.008101434136688734,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
38,0.003562824149366095,0.024241250984138513,0.029299524571752084,0.001495449438247476,0.002366840282237659,0.0,0.002366840282237659,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
39,0.004331937783315809,0.009790383953715398,0.01540752246868661,0.0012852007316554032,0.007329387875681215,0.0,0.007329387875681215,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
40,0.0,0.004629872912949598,0.004629872912949598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
41,0.0020834766347116035,0.004396773794893408,0.006895272024619509,0.00041502159501449754,0.006733421177093302,0.0,0.006733421177093302,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
42,0.0010428404857029117,0.0026887058024691046,0.004126654610413907,0.0003951083222418911,-0.001107217208815292,0.0,-0.001107217208815292,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
43,0.001534454934580709,0.0032600997361273004,0.004899554425009403,0.00010499975430139363,0.026963101616712004,0.0,0.026963101616712004,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
44,0.005133977937343104,0.02206549428219351,0.02862841251589862,0.001428940296362008,0.007791084003652027,0.0,0.007791084003652027,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
45,0.0,0.004682230638446611,0.004682230638446611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
46,0.004033562488579695,0.04110505427718639,0.04602664426501049,0.0008880274992444093,0.0012858859345623586,0.0,0.0012858859345623586,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
47,0.0033324615726773033,0.010362209822716809,0.014689953978057405,0.0009952825826632927,0.00729144372749857,-1.1102230246251565e-16,0.00729144372749857,1.1102230246251565e-16,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
48,0.008474826175288608,0.04478424159672589,0.05727352335222491,0.004014455580210408,0.004819276401568873,0.0,0.004819276401568873,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
49,0.004934128555711292,0.036285111306620904,0.04511352666432347,0.0038942868019912757,0.010030913145039788,0.0,0.010030913145039788,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
50,0.0035086525040188,0.0038915148952188006,0.00783285483174441,0.0004326874325068092,0.020425657375152007,0.0,0.020425657375152007,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
51,0.0027431624712700997,0.01959845218288571,0.02464597121531452,0.0023043565611587102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
52,0.011010927960344807,0.024429930974948694,0.041265932261520394,0.005825073326226893,0.04218471541090041,0.0,0.04218471541090041,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
53,0.0010055495153276084,0.012834233201637096,0.014670181304194896,0.0008303985872301911,0.0009214129536628812,0.0,0.0009214129536628812,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
54,0.004970196628533513,0.021703029556524506,0.028565046721586107,0.0018918205365280882,0.004431889937676403,0.0,0.004431889937676403,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
55,0.00023007163145479653,0.001332375448409702,0.0016724704282787967,0.00011002334841429817,0.007373697375888111,0.0,0.007373697375888111,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
56,0.0018890376060247127,0.045381828846058014,0.04785007236162009,0.0005792059095373614,0.0006723985566924329,0.0,0.0006723985566924329,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
57,0.0014857576630414038,0.012842343919194199,0.01531855012297531,0.000990448540739708,0.00039448508917433456,0.0,0.00039448508917433456,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
58,0.00040643200370539534,0.0035284375498864026,0.0041186599741296,0.00018379042053780215,0.006145178673633733,0.0,0.006145178673633733,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
59,0.008685700045980294,0.060557512861516616,0.07146157215162813,0.0022183592441312183,0.008956334417968836,0.0,0.008956334417968836,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
60,0.0027070107632599094,0.020046672914654395,0.02357871452793381,0.0008250308500195036,-0.004052425929000236,0.0,-0.004052425929000236,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
61,0.003956955936788201,0.0027578455083335923,0.007351737445229392,0.0006369360001075991,0.0052516950220029,0.0,0.0052516950220029,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
62,0.0,0.00013990319437580043,0.00013990319437580043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
63,0.010898620604492593,0.05331658648750898,0.06628783429999091,0.0020726272079893415,0.012411211412030831,0.0,0.012411211412030831,0.0,0.0,1.0,1.0,0.0,True,0.35,0.4,0.35,0.4
64,0.0029095156428556868,0.012617072876795088,0.016158617179257095,0.0006320286596063207,0.00818687981399635,0.0,0.00818687981399635,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
65,0.0011569349563481934,0.03517313599012037,0.03696233517610467,0.0006322642296361092,-0.00026194406397828107,0.0,-0.00026194406397828107,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
66,0.0028934182919939933,0.0019705244108336045,0.005247306396427093,0.00038336369359949496,0.007777174724087066,0.0,0.007777174724087066,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
67,6.742980630360107e-05,0.0008371565405898007,0.0009045863468933012,-1.0061396160665481e-16,4.109840315891233e-05,0.0,4.109840315891233e-05,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
68,0.0031619416071486106,0.038722577952399806,0.04292509237834913,0.0010405728188007113,-0.001208882769652253,0.0,-0.001208882769652253,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
69,0.002594292408747534,0.028496565694160203,0.03376042643139493,0.002669568328487193,0.0008467475571890537,2.2502555374614985e-11,0.0008467475280173886,-5.1674220458153286e-11,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
70,0.009400645941199298,0.00628621207871799,0.019259238244601892,0.0035723802246846043,0.03955971902429334,0.0,0.03955971902429334,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
71,0.0026354616838975,0.0113257289879721,0.014465190237333697,0.0005039995654640972,0.0014075861154012048,0.0,0.0014075861154012048,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
72,0.0034497601457117166,0.026027442721348798,0.030215934246803494,0.0007387313797429795,0.007615582568269663,0.0,0.007615582568269663,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
73,0.005533852376253812,0.014324837517058098,0.021415820981839417,0.001557131088527508,0.0019280946525590537,0.0,0.0019280946525590537,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
74,0.0002401326958119121,0.012765310596564716,0.013199193970324902,0.0001937506779482734,0.0003581153474370158,0.0,0.0003581153474370158,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
75,0.00044513966160700247,0.010517960908809298,0.010991645583086795,2.8545012670494474e-05,0.0015322064047276207,0.0,0.0015322064047276207,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
76,0.004056231289072676,0.03243437320037257,0.03682635080483526,0.00033574631539001754,0.001631381979129487,0.0,0.001631381979129487,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
77,0.0034610258695665086,0.020452516048931085,0.026256907761728898,0.0023433658432313043,0.0016147562157498019,0.0,0.0016147562157498019,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
78,0.005469517158041198,0.015309033914990805,0.021698727964008013,0.00092017689097601,0.002417917169257433,0.0,0.002417917169257433,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
79,0.0002471889420324891,0.012431660212107606,0.012794678190714795,0.00011582903657469945,-0.0005418427180781116,0.0,-0.0005418427180781116,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
80,0.0016405629454126075,0.003542796185127109,0.005743741550392506,0.0005603824198527896,0.0025572287391799065,0.0,0.0025572287391799065,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
81,0.0045202065708714045,0.014456886963071791,0.0209334000444224,0.0019563065104792055,0.01030739452767393,0.0,0.01030739452767393,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
82,0.0045333248012661975,0.012360855287336103,0.01768713210152731,0.0007929520129250078,0.005809863203687926,0.0,0.005809863203687926,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
83,0.0030804100575577975,0.001206160774920799,0.004602322326432699,0.00031575149395410285,0.012839079750740001,0.0,0.012839079750740001,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
84,0.002246891506924212,0.005957495007506808,0.008711821131620612,0.0005074346171895922,0.00699529849194136,0.0,0.00699529849194136,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
85,0.0,0.0005835343385032984,0.0005835343385032984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
86,0.001265902960782897,0.011356158597902496,0.012750651886289599,0.00012859032760420552,0.007326293175742182,0.0,0.007326293175742182,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
87,0.0,0.005135244946052789,0.005135244946052789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
88,0.0023572479625900006,0.0006458279207424006,0.0031153213358924986,0.00011224545256009744,0.014363149502923611,0.0,0.014363149502923611,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
89,0.0008282817783482055,0.0200590669689861,0.02191365098830489,0.0010263022409705835,0.007385786857959098,0.0,0.007385786857959098,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
90,0.0018228985478545984,0.00234955395830469,0.004442995883375295,0.0002705433772160065,0.009489051288852135,0.0,0.009489051288852135,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
91,0.000920463413176198,0.007240040425547711,0.008269738477096916,0.00010923463837300695,0.0040438947430242456,0.0,0.0040438947430242456,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
92,0.0,0.0020737164976833006,0.0020737164976833006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
93,0.0023232237396025035,0.020158916870347904,0.023058376375784506,0.0005762357658340989,0.0030423627115993,0.0,0.0030423627115993,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
94,0.004361279734040796,0.022212082086217,0.028676413545975915,0.002103051725718119,0.005771813107327328,0.0,0.005771813107327328,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
95,0.0011993485758521882,0.03793121601060562,0.03929079389955198,0.00016022931309417343,0.007259347923546322,0.0,0.007259347923546322,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
96,0.006931096037699203,0.016588241759805,0.027790294078331612,0.004270956280827409,0.0281351989486619,0.0,0.0281351989486619,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
97,0.0007717459453373959,0.013606066457729188,0.014542289105213699,0.00016447670214711496,0.0009968661145070001,0.0,0.0009968661145070001,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
98,0.005021659546438899,0.0009131745506964981,0.006269559902628903,0.0003347258054935062,0.024517724965800125,0.0,0.024517724965800125,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
99,0.0007108003724917988,0.012303778984011984,0.013016617323617294,2.0379671135106747e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
100,0.0058503152510989,0.003229477445764198,0.009727306816888104,0.0006475141200250056,0.027091394366469346,0.0,0.027091394366469346,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
101,0.00016741123247909773,0.0027602192529583985,0.0029845395718361006,5.690908639860437e-05,0.0002581027336897579,0.0,0.0002581027336897579,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
102,0.004192642433209548,0.03332437063551624,0.038469221946701604,0.0009522088779758131,0.0007431261094645869,-6.106226635438361e-14,0.0007431261093868713,-1.6653345369377348e-14,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
103,0.0022115994415976975,0.004529123293705896,0.007259634587234602,0.0005189118519310087,0.014110696132018263,0.0,0.014110696132018263,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
104,0.0009777463802166098,0.01176270846126061,0.013030389145049212,0.00028993430357199257,0.0046417531678157875,0.0,0.0046417531678157875,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
105,0.00048488045641398303,0.05305835272033371,0.05426749663463287,0.000724263457885177,-0.003156445208212233,0.0,-0.003156445208212233,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
106,0.0006814808871503097,0.013435075384723105,0.015621460301284418,0.0015049040294110028,0.000908496332533093,0.0,0.000908496332533093,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
107,0.0,0.0010111560888430016,0.0010111560888430016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
108,0.007049384549411675,0.026559896947450423,0.03645743858104522,0.0028481570841831227,0.01662632393212371,0.0,0.01662632393212371,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
109,0.003489338748688703,0.014429566725414206,0.018576327255025393,0.0006574217809224847,0.0005882247239740179,0.0,0.0005882247239740179,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
110,0.0049390699228534785,0.03630466563273049,0.04351658181310197,0.002272846257518002,0.0021444601526305895,0.0,0.0021444601526305895,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
111,0.0007111374838938006,0.0036610139513352097,0.004580265597458,0.00020811416222898949,0.007917377668562375,0.0,0.007917377668562375,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
112,0.004645016728380594,0.0040218747863581955,0.009083950088324494,0.00041705857358570464,0.017060305572323076,0.0,0.017060305572323076,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
113,0.00365207177936,0.0190962058250376,0.024056076597721215,0.0013077989933236167,0.010432793519152272,0.0,0.010432793519152272,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
114,0.003920075728022998,0.006418356613014195,0.012840153876435195,0.002501721535398002,0.04278514585133286,0.0,0.04278514585133286,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
115,0.0011227718568612988,0.0017380828126127984,0.0032726123546448008,0.0004117576851707036,0.0018725464701013217,0.0,0.0018725464701013217,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
116,0.002593004122606088,0.004464388471934588,0.007380551891567194,0.0003231592970265179,0.004441183641523683,0.0,0.004441183641523683,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
117,0.009169045645116891,0.020987220543435492,0.035374149499554086,0.005217883311001703,0.035879113244159044,0.0,0.035879113244159044,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
118,0.0009296896605753002,0.008452403734959299,0.009978382243847103,0.000596288848312504,0.0012409002172083516,0.0,0.0012409002172083516,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
119,0.004020260705679013,0.026973938045613516,0.03242239461201901,0.0014281958607264833,0.0032920145998602823,0.0,0.0032920145998602823,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
120,0.009763101266670599,0.005237694198982096,0.016825307421096808,0.0018245119554441136,0.04634931902591277,0.0,0.04634931902591277,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
121,0.0029245426765805993,0.009665317247724306,0.013558658119201802,0.0009687981948968971,0.017549097760966637,0.0,0.017549097760966637,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
122,-0.00010446645154810197,0.011286277551800006,0.011429632185138705,0.0002478210848868012,-0.004647906347132302,0.0,-0.004647906347132302,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
123,6.829119076928736e-05,0.010922975355617509,0.011041067199953597,4.9800653566800523e-05,-0.0012146650017910154,0.0,-0.0012146650017910154,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
124,0.0005856971356008045,0.003534174007634505,0.004163066137687202,4.319499445189223e-05,0.00640618931848691,1.1102230246251565e-16,0.00640618931848691,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
125,0.0,0.0004999691519618991,0.0004999691519618991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
126,0.0011493923568459963,0.026193386706159505,0.0277492831660322,0.00040650410302670026,0.0025444868636884665,0.0,0.0025444868636884665,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
127,0.001040960846334496,0.005070578243980106,0.006891253903971009,0.0007797148136564069,0.008896746775704178,0.0,0.008896746775704178,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
128,0.0,0.0020625718162337013,0.0020625718162337013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
129,0.00013643744021960003,0.002273868897225896,0.0026318502100157945,0.0002215438725702984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
130,0.00452744732686701,0.011717638510892608,0.0181442634098012,0.0018991775720415827,0.04678217921421979,0.0,0.04678217921421979,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
131,0.005718274906753806,0.02889927503613801,0.03695084431033302,0.002333294367441202,0.003748787067362813,0.0,0.003748787067362813,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
132,0.0006241744394460021,0.000940567283616002,0.0017433907551801,0.00017864903211809585,0.0081400767804094,0.0,0.0081400767804094,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
133,0.0,0.0020895947614090957,0.0020895947614090957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
134,0.0003210580481634029,0.014606171558537911,0.015179332944294022,0.0002521033375927073,-0.003643676848500088,0.0,-0.003643676848500088,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
135,0.0011275654529686041,0.007453785269252597,0.008903764009486795,0.0003224132872655938,0.00934482111060786,0.0,0.00934482111060786,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
136,0.00020088492899880683,0.010679354936994609,0.010963571022167398,8.333115617398246e-05,-0.0014160194782782964,0.0,-0.0014160194782782964,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
137,0.0021580636314989105,0.001044273264266704,0.003420126077154903,0.0002177891813892885,0.005775612567836985,0.0,0.005775612567836874,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
138,0.0013975168092922978,0.0002629265268495988,0.0018676573267771002,0.00020721399063520357,0.011562299567301315,0.0,0.011562299567301315,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
139,0.004427232232682203,0.003094755749574199,0.0083808139425385,0.0008588259602820975,0.028950624387518387,0.0,0.028950624387518387,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
140,0.004360750207049291,0.026886023142654314,0.03315022571247922,0.001903452362775615,0.00939015894000994,0.0,0.00939015894000994,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
141,0.004664929429024578,0.0380293065374655,0.04530434612373041,0.0026101101572403307,0.006028249442094569,0.0,0.006028249442094569,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
142,0.0,0.0013467149803375045,0.0013467149803375045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
143,0.004133942653915507,0.014540823659709406,0.02007133964533131,0.0013965733317063966,0.001273128963755199,0.0,0.001273128963755199,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
144,0.0006946171213510904,0.0046326596518613955,0.005866085822403888,0.0005388090491914022,0.00693107051044306,0.0,0.00693107051044306,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
