metric,propagation coupling,restoration coupling,interaction,total (11 - 00)
1 - R  (overall resilience loss),0.014326345608241586,0.029120625906539417,0.01211507850634157,0.05556205002112258
Lambda  (depth of drop),0.045750877297014186,-3.7007434154171884e-18,3.7007434154171884e-18,0.045750877297014186
T_rec  (recovery delay),0.0,404.5833333333333,17.058823529411764,363.52941176470586
lock-in  (never recovers in horizon),0.0,0.06666666666666667,0.23333333333333334,0.3
