metric,mean_interaction,ci_low,ci_high,share_positive,superadditive
loss,0.01211507850634157,-0.003974062835912197,0.0282709754062178,0.6,False
Lambda,3.7007434154171884e-18,0.0,1.1102230246251566e-17,0.03333333333333333,False
T_rec,17.058823529411764,-6.470588235294118,42.35294117647059,0.5294117647058824,False
lock_in,0.23333333333333334,0.1,0.4,0.23333333333333334,True
