R,loss,Lambda,F_min,t_min,T_rec,T_rec_censored,T_rec_bound,lock_in,F_end,arm,indicator,replication,frac_damaged
0.8623372747560156,0.1376627252439843,0.4025610830158069,0.597438916984193,360.0,2680.0,False,3760.0,0.0,0.9999999999999976,00,operational,0,0.3546099290780142
0.8270146129407264,0.1729853870592735,0.4025610830158069,0.597438916984193,360.0,3170.0,False,3760.0,0.0,0.9999999999996227,01,operational,0,0.3546099290780142
0.8224447801370891,0.1775552198629109,0.5146094810674199,0.4853905189325801,360.0,2680.0,False,3760.0,0.0,0.9999999999999976,10,operational,0,0.3546099290780142
0.7628806396910225,0.2371193603089775,0.5146094810674199,0.4853905189325801,360.0,,True,3760.0,1.0,0.8897255085240824,11,operational,0,0.3546099290780142
0.6702042255992735,0.3297957744007265,0.6241386934076303,0.3758613065923696,360.0,3620.0,False,3760.0,0.0,0.9999948538538328,00,operational,1,0.4397163120567376
0.6738887494420667,0.3261112505579333,0.6241386934076303,0.3758613065923696,360.0,,True,3760.0,1.0,0.7662066680616052,01,operational,1,0.4397163120567376
0.6495179172537778,0.3504820827462221,0.6544840414505534,0.3455159585494466,360.0,3620.0,False,3760.0,0.0,0.999994852176031,10,operational,1,0.4397163120567376
0.62576364625209,0.37423635374791,0.6544840414505534,0.3455159585494466,360.0,,True,3760.0,1.0,0.8352699632053696,11,operational,1,0.4397163120567376
0.8123195652225845,0.1876804347774154,0.6232774135279051,0.3767225864720948,360.0,2500.0,False,3760.0,0.0,0.9999999999999976,00,operational,2,0.3900709219858156
0.7808582032089404,0.2191417967910596,0.6232774135279051,0.3767225864720948,360.0,3010.0,False,3760.0,0.0,0.9999999999999976,01,operational,2,0.3900709219858156
0.8021302973303407,0.1978697026696593,0.650599042219157,0.3494009577808429,360.0,2500.0,False,3760.0,0.0,0.9999999999999976,10,operational,2,0.3900709219858156
0.7728175797175876,0.2271824202824124,0.650599042219157,0.3494009577808429,360.0,3050.0,False,3760.0,0.0,0.9999999999999976,11,operational,2,0.3900709219858156
0.9314876898361454,0.0685123101638546,0.2988061557216241,0.7011938442783758,360.0,1400.0,False,3760.0,0.0,0.9999999999999976,00,operational,3,0.2482269503546099
0.9259030718146056,0.0740969281853942,0.2988061557216241,0.7011938442783758,360.0,1530.0,False,3760.0,0.0,0.9999999999999976,01,operational,3,0.2482269503546099
0.9199828800833834,0.0800171199166166,0.3651491355927341,0.6348508644072659,360.0,1400.0,False,3760.0,0.0,0.9999999999999976,10,operational,3,0.2482269503546099
0.8676538865462043,0.1323461134537956,0.3651491355927341,0.6348508644072659,360.0,,True,3760.0,1.0,0.9310543269942446,11,operational,3,0.2482269503546099
0.779595191173703,0.2204048088262969,0.6423901643376657,0.3576098356623342,360.0,2720.0,False,3760.0,0.0,0.9999999999999976,00,operational,4,0.3120567375886525
0.7427864514217417,0.2572135485782583,0.6423901643376657,0.3576098356623342,360.0,3500.0,False,3760.0,0.0,0.9999999837800538,01,operational,4,0.3120567375886525
0.7592091964694594,0.2407908035305406,0.6778800934093634,0.3221199065906366,360.0,2720.0,False,3760.0,0.0,0.9999999999999976,10,operational,4,0.3120567375886525
0.5732028292699006,0.4267971707300994,0.6778800934093634,0.3221199065906366,360.0,,True,3760.0,1.0,0.6004069527270722,11,operational,4,0.3120567375886525
0.985614775305133,0.014385224694867,0.0722382070034571,0.9277617929965428,360.0,940.0,False,3760.0,0.0,0.9999999999999976,00,operational,5,0.1702127659574468
0.9849216322507356,0.0150783677492645,0.0722382070034571,0.9277617929965428,360.0,990.0,False,3760.0,0.0,0.9999999999999976,01,operational,5,0.1702127659574468
0.9840800497358942,0.0159199502641057,0.08269284072019,0.91730715927981,360.0,940.0,False,3760.0,0.0,0.9999999999999976,10,operational,5,0.1702127659574468
0.9828919121553352,0.0171080878446648,0.08269284072019,0.91730715927981,360.0,1000.0,False,3760.0,0.0,0.9999999999999976,11,operational,5,0.1702127659574468
0.598963856770173,0.4010361432298269,0.7089209899403441,0.2910790100596559,360.0,,True,3760.0,1.0,0.931075383412616,00,operational,6,0.5531914893617021
0.5758539949070447,0.4241460050929553,0.7089209899403441,0.2910790100596559,360.0,,True,3760.0,1.0,0.8072834644956258,01,operational,6,0.5531914893617021
0.5864736143377599,0.4135263856622401,0.7242615455699234,0.2757384544300766,360.0,,True,3760.0,1.0,0.929544691233692,10,operational,6,0.5531914893617021
0.5244821000144289,0.4755178999855711,0.7242615455699234,0.2757384544300766,360.0,,True,3760.0,1.0,0.7616496761023182,11,operational,6,0.5531914893617021
0.8334347785462514,0.1665652214537486,0.5444253648204558,0.4555746351795443,220.0,2420.0,False,3760.0,0.0,0.9999999999999976,00,operational,7,0.375886524822695
0.7978730782417577,0.2021269217582423,0.5444253648204558,0.4555746351795443,220.0,2840.0,False,3760.0,0.0,0.9999999999999976,01,operational,7,0.375886524822695
0.8091973378097412,0.1908026621902587,0.8043239878001514,0.1956760121998486,220.0,2420.0,False,3760.0,0.0,0.9999999999999976,10,operational,7,0.375886524822695
0.7737271139812796,0.2262728860187204,0.8043239878001514,0.1956760121998486,220.0,3010.0,False,3760.0,0.0,0.9999999999999976,11,operational,7,0.375886524822695
0.8847939729313462,0.1152060270686538,0.3641317747546149,0.6358682252453851,360.0,1910.0,False,3760.0,0.0,0.9999999999999976,00,operational,8,0.2553191489361702
0.8601011028113967,0.1398988971886032,0.3641317747546149,0.6358682252453851,360.0,2470.0,False,3760.0,0.0,0.9999999999999976,01,operational,8,0.2553191489361702
0.8813207127154182,0.1186792872845817,0.3821973864782009,0.6178026135217991,360.0,1910.0,False,3760.0,0.0,0.9999999999999976,10,operational,8,0.2553191489361702
0.8586728110770042,0.1413271889229957,0.3821973864782009,0.6178026135217991,360.0,2460.0,False,3760.0,0.0,0.9999999999999976,11,operational,8,0.2553191489361702
0.9082142288702733,0.0917857711297268,0.5828650735817406,0.4171349264182594,360.0,1340.0,False,3760.0,0.0,0.9999999999999976,00,operational,9,0.2482269503546099
0.898599473882343,0.101400526117657,0.5828650735817406,0.4171349264182594,360.0,1500.0,False,3760.0,0.0,0.9999999999999976,01,operational,9,0.2482269503546099
