R,loss,Lambda,F_min,t_min,T_rec,T_rec_censored,T_rec_bound,lock_in,F_end,arm,indicator,replication,access_threshold,kappa,T_eval
0.8629945286075722,0.1370054713924278,0.5550741804961925,0.4449258195038075,360.0,1350.0,False,3760.0,0.0,0.9999999999999992,10,operational,100,0.3,0.5,4000.0
0.8718408928220551,0.1281591071779448,0.5317255645809629,0.4682744354190372,360.0,1380.0,False,3760.0,0.0,0.9999999999999992,01,operational,100,0.3,0.5,4000.0
0.8548734869506334,0.1451265130493666,0.5550741804961925,0.4449258195038075,360.0,1420.0,False,3760.0,0.0,0.9999999999999992,11,operational,100,0.3,0.5,4000.0
0.8150437823424872,0.1849562176575128,0.6179165420636967,0.3820834579363033,360.0,1750.0,False,3760.0,0.0,0.9999999999999992,00,operational,110,0.3,0.5,4000.0
0.805920899366712,0.194079100633288,0.6184973020971419,0.381502697902858,360.0,1750.0,False,3760.0,0.0,0.9999999999999992,10,operational,110,0.3,0.5,4000.0
0.8086276735101926,0.1913723264898074,0.6179165420636967,0.3820834579363033,360.0,1810.0,False,3760.0,0.0,0.9999999999999992,01,operational,110,0.3,0.5,4000.0
0.7984485919431283,0.2015514080568716,0.6184973020971419,0.381502697902858,360.0,1820.0,False,3760.0,0.0,0.9999999999999992,11,operational,110,0.3,0.5,4000.0
0.8512407203608555,0.1487592796391444,0.7243442082804799,0.2756557917195201,280.0,1440.0,False,3760.0,0.0,0.9999999999999992,00,operational,120,0.3,0.5,4000.0
0.8368131368268671,0.1631868631731329,0.7974325331445142,0.2025674668554857,280.0,1440.0,False,3760.0,0.0,0.9999999999999992,10,operational,120,0.3,0.5,4000.0
0.8385057657566252,0.1614942342433748,0.7243442082804799,0.2756557917195201,280.0,1550.0,False,3760.0,0.0,0.9999999999999992,01,operational,120,0.3,0.5,4000.0
0.8188277378435942,0.1811722621564058,0.7974325331445142,0.2025674668554857,280.0,1580.0,False,3760.0,0.0,0.9999999999999992,11,operational,120,0.3,0.5,4000.0
0.8579070286108221,0.1420929713891778,0.6537556782946037,0.3462443217053964,360.0,1400.0,False,3760.0,0.0,0.9999999999999992,00,operational,130,0.3,0.5,4000.0
0.849969068524003,0.150030931475997,0.6779581106821868,0.3220418893178132,360.0,1400.0,False,3760.0,0.0,0.9999999999999992,10,operational,130,0.3,0.5,4000.0
0.8469585243051352,0.1530414756948648,0.6537556782946037,0.3462443217053964,360.0,1500.0,False,3760.0,0.0,0.9999999999999992,01,operational,130,0.3,0.5,4000.0
0.8362311734125892,0.1637688265874107,0.6779581106821868,0.3220418893178132,360.0,1520.0,False,3760.0,0.0,0.9999999999999992,11,operational,130,0.3,0.5,4000.0
0.8730175905044643,0.1269824094955357,0.481792554907143,0.518207445092857,360.0,1420.0,False,3760.0,0.0,0.9999999999999992,00,operational,140,0.3,0.5,4000.0
0.8636297272892305,0.1363702727107695,0.4957741957901209,0.5042258042098791,360.0,1430.0,False,3760.0,0.0,0.9999999999999992,10,operational,140,0.3,0.5,4000.0
0.8576255357605171,0.1423744642394828,0.481792554907143,0.518207445092857,360.0,1560.0,False,3760.0,0.0,0.9999999999999992,01,operational,140,0.3,0.5,4000.0
0.8433089925938786,0.1566910074061214,0.4957741957901209,0.5042258042098791,360.0,1610.0,False,3760.0,0.0,0.9999999999999992,11,operational,140,0.3,0.5,4000.0
0.9148070509062364,0.0851929490937636,0.5914317143281351,0.4085682856718648,360.0,970.0,False,3760.0,0.0,0.9999999999999992,00,operational,150,0.3,0.5,4000.0
0.9076214965926293,0.0923785034073707,0.6530716905495901,0.3469283094504098,360.0,980.0,False,3760.0,0.0,0.9999999999999992,10,operational,150,0.3,0.5,4000.0
0.9093128938725422,0.0906871061274577,0.5914317143281351,0.4085682856718648,360.0,1030.0,False,3760.0,0.0,0.9999999999999992,01,operational,150,0.3,0.5,4000.0
0.8983956718109853,0.1016043281890146,0.6530716905495901,0.3469283094504098,360.0,1060.0,False,3760.0,0.0,0.9999999999999992,11,operational,150,0.3,0.5,4000.0
0.8053348392076952,0.1946651607923047,0.7006717638875042,0.2993282361124958,360.0,1750.0,False,3760.0,0.0,0.9999999999999992,00,operational,160,0.3,0.5,4000.0
0.7927227044175913,0.2072772955824087,0.7420688347827953,0.2579311652172046,360.0,1750.0,False,3760.0,0.0,0.9999999999999992,10,operational,160,0.3,0.5,4000.0
0.788426258139011,0.2115737418609889,0.7006717638875042,0.2993282361124958,360.0,1890.0,False,3760.0,0.0,0.9999999999999992,01,operational,160,0.3,0.5,4000.0
0.770866863528537,0.229133136471463,0.7420688347827953,0.2579311652172046,360.0,1930.0,False,3760.0,0.0,0.9999999999999992,11,operational,160,0.3,0.5,4000.0
0.8926902788920664,0.1073097211079335,0.531777596085327,0.4682224039146729,360.0,1220.0,False,3760.0,0.0,0.9999999999999992,00,operational,170,0.3,0.5,4000.0
0.8834169521458896,0.1165830478541104,0.564756448028348,0.4352435519716519,360.0,1220.0,False,3760.0,0.0,0.9999999999999992,10,operational,170,0.3,0.5,4000.0
0.8837972507282211,0.1162027492717788,0.531777596085327,0.4682224039146729,360.0,1320.0,False,3760.0,0.0,0.9999999999999992,01,operational,170,0.3,0.5,4000.0
