metric,mean_interaction,ci_low,ci_high,share_positive,superadditive
loss,0.07591413105390421,0.040448458803183596,0.13213016363839358,0.9666666666666667,True
Lambda,0.0,0.0,0.0,0.0,False
T_rec,15.0,-1.6666666666666667,26.666666666666668,0.9166666666666666,False
lock_in,0.6,0.43333333333333335,0.7666666666666667,0.6,True
