metric,mean_interaction,ci_low,ci_high,share_positive,superadditive
loss,0.030110037616995558,0.010474845377369722,0.05402344266074287,0.6333333333333333,True
Lambda,-3.7007434154171884e-18,-1.1102230246251566e-17,0.0,0.0,False
T_rec,20.526315789473685,-1.5921052631578454,46.8421052631579,0.5263157894736842,False
lock_in,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,True
