metric,propagation coupling,restoration coupling,interaction,total (11 - 00)
1 - R  (overall resilience loss),0.008246173398960836,0.02417156432426893,0.030110037616995558,0.06252777534022533
Lambda  (depth of drop),0.045750877297014186,3.7007434154171884e-18,-3.7007434154171884e-18,0.045750877297014186
T_rec  (recovery delay),0.0,593.7931034482758,20.526315789473685,445.7894736842105
lock-in  (never recovers in horizon),0.0,0.03333333333333333,0.3333333333333333,0.36666666666666664
