metric,mean_interaction,ci_low,ci_high,share_positive,superadditive
loss,0.07625792877036398,0.06642024197548653,0.08633965764785564,1.0,True
Lambda,0.0,0.0,0.0,0.0,False
T_rec,8.833333333333334,6.833333333333333,10.666666666666666,1.0,True
