R,loss,Lambda,F_min,t_min,T_rec,T_rec_censored,T_rec_bound,lock_in,F_end,arm,indicator,replication,arm_check
0.9811774989625764,0.0188225010374236,0.4368658614968859,0.5631341385031141,360.0,2250.0,False,34760.0,0.0,0.9999999999999976,00,operational,42,0
0.9805851252405942,0.0194148747594058,0.4377673314503676,0.5622326685496324,360.0,2250.0,False,34760.0,0.0,0.9999999999999976,10,operational,42,10
0.9794081743381178,0.0205918256618822,0.4368658614968859,0.5631341385031141,360.0,2560.0,False,34760.0,0.0,0.9999999999999976,01,operational,42,1
0.9156157108831764,0.0843842891168237,0.4377673314503676,0.5622326685496324,360.0,,True,34760.0,1.0,0.9317812653019064,11,operational,42,11
0.996146830683277,0.0038531693167229,0.2494101611725575,0.7505898388274425,360.0,900.0,False,34760.0,0.0,0.9999999999999976,00,operational,62,0
0.995951568052445,0.0040484319475549,0.2495665609579846,0.7504334390420153,360.0,900.0,False,34760.0,0.0,0.9999999999999976,10,operational,62,10
0.9959161705419228,0.004083829458077,0.2494101611725575,0.7505898388274425,360.0,970.0,False,34760.0,0.0,0.9999999999999976,01,operational,62,1
0.9954791653834004,0.0045208346165994,0.2495665609579846,0.7504334390420153,360.0,1020.0,False,34760.0,0.0,0.9999999999999976,11,operational,62,11
0.9549253282562512,0.0450746717437486,0.75159588049923,0.2484041195007699,360.0,3680.0,False,34760.0,0.0,0.9999999999999976,00,operational,82,0
0.9541283665796888,0.0458716334203113,0.7663727659910456,0.2336272340089543,360.0,3680.0,False,34760.0,0.0,0.9999999999999976,10,operational,82,10
0.9416733536317288,0.0583266463682712,0.75159588049923,0.2484041195007699,360.0,5040.0,False,34760.0,0.0,0.9999999999999976,01,operational,82,1
0.9465577363870852,0.0534422636129147,0.7663727659910456,0.2336272340089543,360.0,4610.0,False,34760.0,0.0,0.9999999999999976,11,operational,82,11
0.9462359166100218,0.0537640833899781,0.7346832812154827,0.2653167187845174,360.0,4520.0,False,34760.0,0.0,0.9999999999999976,00,operational,102,0
0.944709645165664,0.0552903548343358,0.7477331059630052,0.2522668940369947,360.0,4520.0,False,34760.0,0.0,0.9999999999999976,10,operational,102,10
0.941301528005532,0.058698471994468,0.7346832812155457,0.2653167187844542,360.0,5700.0,False,34760.0,0.0,0.9999999999999976,01,operational,102,1
0.8473945288643507,0.1526054711356492,0.7477331059631735,0.2522668940368265,360.0,,True,34760.0,1.0,0.8893731202250903,11,operational,102,11
0.9814824592234817,0.0185175407765183,0.4088701008694105,0.5911298991305894,360.0,2430.0,False,34760.0,0.0,0.9999999999999976,00,operational,122,0
0.9801381305539822,0.0198618694460177,0.4316885527442429,0.5683114472557571,360.0,2430.0,False,34760.0,0.0,0.9999999999999976,10,operational,122,10
0.9761476852494592,0.0238523147505408,0.4088701008694105,0.5911298991305894,360.0,3290.0,False,34760.0,0.0,0.9999999999999976,01,operational,122,1
0.7618093738131996,0.2381906261868004,0.4316885527442429,0.5683114472557571,360.0,,True,34760.0,1.0,0.7717890050583598,11,operational,122,11
0.9933015728552058,0.0066984271447941,0.275651954973056,0.7243480450269439,360.0,1150.0,False,34760.0,0.0,0.9999999999999976,00,operational,142,0
0.9919674739817091,0.0080325260182907,0.3413582742034664,0.6586417257965336,360.0,1150.0,False,34760.0,0.0,0.9999999999999976,10,operational,142,10
0.9917424444072276,0.0082575555927725,0.275651954973056,0.7243480450269439,360.0,1470.0,False,34760.0,0.0,0.9999999999999976,01,operational,142,1
0.9907577445192745,0.0092422554807255,0.3413582742034664,0.6586417257965336,360.0,1470.0,False,34760.0,0.0,0.9999999999999976,11,operational,142,11
0.9750811250631536,0.0249188749368464,0.6318757152899913,0.3681242847100087,360.0,2660.0,False,34760.0,0.0,0.9999999999999976,00,operational,162,0
0.9737606734952764,0.0262393265047234,0.6660463068096195,0.3339536931903805,360.0,2660.0,False,34760.0,0.0,0.9999999999999976,10,operational,162,10
0.9722298431505764,0.0277701568494237,0.6318757152899913,0.3681242847100087,360.0,3390.0,False,34760.0,0.0,0.9999999999999976,01,operational,162,1
0.9057131650937842,0.0942868349062158,0.6660463068096195,0.3339536931903805,360.0,,True,34760.0,1.0,0.93178126576305,11,operational,162,11
