replication,loss__delta_prop,loss__delta_rec,loss__total,loss__delta_int,Lambda__delta_prop,Lambda__delta_rec,Lambda__total,Lambda__delta_int,lock_in__delta_prop,lock_in__delta_rec,lock_in__total,lock_in__delta_int,any_censored,q_prop,kappa_prop,q_rec,kappa_rec
93,0.006143701780493199,0.0004748035833436054,0.007492285284656397,0.0008737799208195923,0.02093916111103744,0.0,0.02093916111103744,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
94,0.0007706153848247993,0.004464632938861998,0.005282186256569302,4.693793288250425e-05,0.013424229750805483,0.0,0.013424229750805483,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
95,0.0047604944780013925,0.005512403702592011,0.011001198886790908,0.0007283007061975044,0.030678928754505952,0.0,0.030678928754505952,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
96,0.006965449000346499,0.004405442650553995,0.011851275109945394,0.0004803834590449002,0.022027501866384913,0.0,0.022027501866384913,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
97,0.0065512897920395954,0.0,0.0065512897920395954,0.0,0.11680115092070675,0.0,0.11680115092070675,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
98,0.00823680859959286,0.019057015530444255,0.028198770630945058,0.0009049465009079438,0.02120349954837286,0.0,0.02120349954837286,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
99,0.002009916983149909,0.00022129035410639597,0.0024434607320634044,0.00021225339480709926,0.002946707196633258,0.0,0.002946707196633258,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
100,0.003558597618346593,0.0014154387201293084,0.005287391857201201,0.0003133555187253001,0.0007066900016623467,0.0,0.0007066900016623467,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
101,0.004116030887849204,0.003664905789006412,0.008071658112769997,0.0002907214359143817,0.0047395166785418885,0.0,0.0047395166785418885,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
102,0.004761345513274423,0.0013787995512307138,0.006614037577329923,0.00047389251282478617,0.006202590720891021,0.0,0.006202590720891021,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
103,0.0011601747640608978,0.0016069757075927033,0.003093379264259191,0.0003262287926055901,0.0017263472696955051,0.0,0.0017263472696955051,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
104,0.003491305050036808,0.0020753984305842965,0.005942445109255512,0.0003757416286344073,0.004007280182426243,0.0,0.004007280182426243,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
105,0.0007162496439990923,0.004009815584859591,0.004769578440305108,4.351321144642484e-05,0.0028419400958943353,0.0,0.0028419400958943353,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
106,0.003623086501088002,0.0017842037273647082,0.005545475742795805,0.0001381855143430949,0.006805703330093116,0.0,0.006805703330093116,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
107,0.0020475824267768006,0.004300794049187401,0.006430858473331594,8.248199736739237e-05,0.01595914649798702,0.0,0.01595914649798702,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
108,0.00733200469297729,0.0038025996786670846,0.013029104619347476,0.0018945002477031014,0.00403725081109807,0.0,0.00403725081109807,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
109,0.0050316533460395,0.0017803269773966068,0.006981842765355489,0.00016986244191938282,0.01983377459190483,0.0,0.01983377459190483,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
110,0.005433910338620007,0.004815982000034913,0.010655499329837004,0.00040560699118208365,0.0008821699959843388,0.0,0.0008821699959843388,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
111,0.00690211708703628,0.008071712943430093,0.015786641087174202,0.0008128110567078295,0.01686253396237747,0.0,0.01686253396237747,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
112,0.003034065437407099,0.0001336660332335038,0.003302725870434897,0.00013499439979429428,0.004838381421207627,0.0,0.004838381421207627,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
113,0.005520895010014598,0.010020273979618188,0.01680177236643679,0.0012606033768040037,0.01687717054246285,0.0,0.01687717054246285,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
114,0.0038686100132186985,0.0012283494837355968,0.005933928630302399,0.0008369691333481033,0.01535724944550998,0.0,0.01535724944550998,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
115,0.0038335303924017933,0.003084399271800292,0.008019628897541695,0.0011016992333396092,0.023403382248866067,0.0,0.023403382248866067,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
116,0.003743816962838299,0.0,0.003743816962838299,0.0,0.0667866626280984,0.0,0.0667866626280984,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
117,0.002940426602207988,3.3861872587387376e-05,0.0029739735106736886,-3.149641216865229e-07,0.01404348252172194,0.0,0.01404348252172194,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
118,0.0012024678241255998,2.942985533969933e-05,0.0012342387059292997,2.341026464000584e-06,0.0038472700357276013,0.0,0.0038472700357276013,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
119,0.0019718038452394004,0.00010452874784160071,0.0020794551680366063,3.122574955605195e-06,0.0035469536814747293,0.0,0.0035469536814747293,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
120,0.007730890281802794,0.005403191833245391,0.015052740346574306,0.0019186582315261214,0.049863868527934896,0.0,0.049863868527934896,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
121,0.007314769979354499,0.0027136611750834955,0.010822453111275596,0.0007940219568376011,0.031012765984489543,0.0,0.031012765984489543,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
122,0.0015563377387137964,0.00012354575956209646,0.0016823222169281976,2.438718652304772e-06,0.008404534091914995,0.0,0.008404534091914995,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
123,0.008826560414736118,0.00873909329113931,0.019138492869531676,0.0015728391636562478,0.012034827106268908,0.0,0.012034827106268908,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
124,0.0024075849606352007,5.429113034619709e-05,0.002539372062695597,7.749597171419903e-05,0.007506003392150851,0.0,0.007506003392150851,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
125,0.0013224451098242003,0.0,0.0013224451098242003,0.0,0.020716599851112488,0.0,0.020716599851112488,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
126,0.0038213966406955985,8.941474177250053e-05,0.004006142903440202,9.533152097210285e-05,0.0027094920896941765,0.0,0.0027094920896941765,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
127,0.0034845218057849986,0.004368359514680502,0.008683864465111997,0.0008309831446464966,0.01728142329516119,0.0,0.01728142329516119,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
128,0.003663197798580889,0.0009212339869371922,0.0049353714657394965,0.0003509396802214154,0.006119590667340247,0.0,0.006119590667340247,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
129,0.002816117275654312,3.135711352059145e-05,0.0028478249444520987,3.505552771954079e-07,0.01621170704164898,0.0,0.01621170704164898,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
130,0.0029620536817786813,0.0020956658022500962,0.005118825594904786,6.110611087600804e-05,0.017334341465953695,0.0,0.017334341465953695,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
131,0.007946197154674206,0.022618021647562103,0.0336117488622924,0.0030475300600560917,0.035831940383989624,0.0,0.035831940383989624,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
134,0.004983658116266297,6.72761672130956e-05,0.005145248758766097,9.431447528670395e-05,0.09666483396828685,0.0,0.09666483396828685,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
135,0.001091820356455303,8.109840480910457e-05,0.0012686617436797054,9.574298241529777e-05,0.0037572860795213048,0.0,0.0037572860795213048,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
136,0.004638433402005093,9.446354775469179e-05,0.004864155370886192,0.00013125842112640673,0.02487043020011348,0.0,0.02487043020011348,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
138,0.0023519104619144984,0.0015986451983934016,0.004357912945312001,0.00040735728500410073,0.008973967699938912,0.0,0.008973967699938912,0.0,0.0,0.0,0.0,0.0,False,0.35,0.4,0.35,0.4
