replication,loss__delta_prop,loss__delta_rec,loss__total,loss__delta_int,Lambda__delta_prop,Lambda__delta_rec,Lambda__total,Lambda__delta_int,T_rec__delta_prop,T_rec__delta_rec,T_rec__total,T_rec__delta_int,T_rec_bounded__delta_prop,T_rec_bounded__delta_rec,T_rec_bounded__total,T_rec_bounded__delta_int,lock_in__delta_prop,lock_in__delta_rec,lock_in__total,lock_in__delta_int,any_censored
251,0.01433783013098669,0.02081865343754441,0.223880436349142,0.1887239527806109,0.0451183222545557,0.0,0.0451183222545557,0.0,0.0,1220.0,,,0.0,1220.0,3500.0,2280.0,0.0,0.0,1.0,1.0,True
252,0.004471715996057404,0.0107320864261133,0.014265982527989302,-0.000937819894181402,0.04429561691709749,0.0,0.04429561691709749,0.0,0.0,270.0,280.0,10.0,0.0,270.0,280.0,10.0,0.0,0.0,0.0,0.0,False
253,0.0110363422582625,0.039947603700822676,0.1396829648776809,0.08869901891859572,0.01844946896415356,0.0,0.01844946896415356,0.0,0.0,1220.0,,,0.0,1220.0,2420.0,1200.0,0.0,0.0,1.0,1.0,True
254,0.0018584095525387007,0.005112369823634999,0.006535208447606897,-0.000435570928566803,0.01634797472768229,0.0,0.01634797472768229,0.0,0.0,230.0,230.0,0.0,0.0,230.0,230.0,0.0,0.0,0.0,0.0,0.0,False
255,0.004836697304284002,0.007569541480465396,0.013855221574895903,0.0014489827901465052,0.04285835603608401,0.0,0.04285835603608401,0.0,0.0,290.0,320.0,30.0,0.0,290.0,320.0,30.0,0.0,0.0,0.0,0.0,False
256,0.014095187953175187,0.019305885971899694,0.0620545143891629,0.02865344046408802,0.03612121413996494,0.0,0.03612121413996494,0.0,0.0,750.0,,,0.0,750.0,3100.0,2350.0,0.0,0.0,1.0,1.0,True
257,0.005956578976347694,0.003372995105204994,0.012974909886330897,0.003645335804778209,0.05867272440681859,0.0,0.05867272440681859,0.0,0.0,260.0,330.0,70.0,0.0,260.0,330.0,70.0,0.0,0.0,0.0,0.0,False
258,0.0028766114511971017,0.005009499784544402,0.007128954988340902,-0.0007571562474006019,0.03580191931541932,0.0,0.03580191931541932,0.0,0.0,150.0,160.0,10.0,0.0,150.0,160.0,10.0,0.0,0.0,0.0,0.0,False
259,0.01043761851837638,0.0329335468500343,0.1582466730462958,0.11487550767788512,0.04198834909162896,0.0,0.04198834909162896,0.0,0.0,1100.0,,,0.0,1100.0,3420.0,2320.0,0.0,0.0,1.0,1.0,True
260,0.006390359559574503,0.010670439129787303,0.012665203297146495,-0.004395595392215311,0.08765394705634744,0.0,0.08765394705634744,0.0,0.0,290.0,300.0,10.0,0.0,290.0,300.0,10.0,0.0,0.0,0.0,0.0,False
261,0.0009511091458840881,0.037972723477643494,0.03783892758431179,-0.0010849050392157944,0.006105529678402721,0.0,0.006105529678402721,0.0,0.0,730.0,650.0,-80.0,0.0,730.0,650.0,-80.0,0.0,0.0,0.0,0.0,False
262,0.015741148171395408,0.04036399731250409,0.05970225163386758,0.0035971061499680823,0.05532342178180083,0.0,0.05532342178180083,0.0,0.0,1380.0,1360.0,-20.0,0.0,1380.0,1360.0,-20.0,0.0,0.0,0.0,0.0,False
263,0.005503401737202485,0.125071007150376,0.5407401638184295,0.41016575493085106,0.0008757513044341803,0.0,0.0008757513044341803,0.0,0.0,1510.0,,,0.0,1510.0,1610.0,100.0,0.0,0.0,1.0,1.0,True
264,0.012741083225913302,0.0314127212499046,0.05383473820089443,0.00968093372507653,0.023061055196772262,0.0,0.023061055196772262,0.0,0.0,1180.0,,,0.0,1180.0,2640.0,1460.0,0.0,0.0,1.0,1.0,True
265,0.006418755088096001,0.049211850658548606,0.05418604780684627,-0.0014445579397983355,0.013634177830380345,0.0,0.013634177830380345,0.0,0.0,940.0,790.0,-150.0,0.0,940.0,790.0,-150.0,0.0,0.0,0.0,0.0,False
266,0.0030880576549520977,0.010140837421430002,0.017708753103524502,0.004479858027142403,0.02345132683306894,0.0,0.02345132683306894,0.0,0.0,320.0,310.0,-10.0,0.0,320.0,310.0,-10.0,0.0,0.0,0.0,0.0,False
267,0.0055808280534360155,0.025246501984726694,0.1178232039785721,0.08699587394040939,0.012518098174509551,0.0,0.012518098174509551,0.0,0.0,970.0,,,0.0,970.0,4030.0,3060.0,0.0,0.0,1.0,1.0,True
268,0.008412404042462795,0.019857096676646313,0.028471503430704898,0.00020200271159578898,0.04375857795345639,0.0,0.04375857795345639,0.0,0.0,480.0,530.0,50.0,0.0,480.0,530.0,50.0,0.0,0.0,0.0,0.0,False
269,0.0045068384428582076,0.012172565918641298,0.019311352415907007,0.0026319480544075013,0.02165596688543525,0.0,0.02165596688543525,0.0,0.0,660.0,670.0,10.0,0.0,660.0,670.0,10.0,0.0,0.0,0.0,0.0,False
270,0.006655581704510999,0.05657880813730082,0.6759557031816279,0.6127213133398162,0.0032510204223854533,0.0,0.0032510204223854533,0.0,0.0,1060.0,,,0.0,1060.0,2930.0,1870.0,0.0,0.0,1.0,1.0,True
271,0.006419108986582406,0.016600779054629713,0.2521463351382497,0.22912644709703756,0.009338428347250183,0.0,0.009338428347250183,0.0,0.0,770.0,,,0.0,770.0,4060.0,3290.0,0.0,0.0,1.0,1.0,True
272,0.0024222321036306282,0.0435405139805794,0.03991021260527833,-0.006052533478931699,-0.00014726275394572053,0.0,-0.00014726275394572053,0.0,0.0,1080.0,930.0,-150.0,0.0,1080.0,930.0,-150.0,0.0,0.0,0.0,0.0,False
273,0.011244874260658094,0.05229531189126879,0.0190595165378864,-0.044480669614040486,0.04577892943218431,0.0,0.04577892943218431,0.0,0.0,900.0,860.0,-40.0,0.0,900.0,860.0,-40.0,0.0,0.0,0.0,0.0,False
274,0.0009966060579982977,0.0013133091843820985,0.0023291709183924994,1.9255676012103207e-05,0.001766910679503575,0.0,0.001766910679503575,0.0,0.0,50.0,50.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,False
275,0.01133853553363931,0.03771076869025661,0.059043954135385185,0.009994649911489267,0.023686100147575884,0.0,0.023686100147575884,0.0,0.0,1190.0,650.0,-540.0,0.0,1190.0,650.0,-540.0,0.0,0.0,0.0,0.0,False
276,0.0068744439348500976,0.002570382956374597,0.07005382942984681,0.060609002538622114,0.12163295361550214,0.0,0.12163295361550214,0.0,0.0,110.0,,,0.0,110.0,5600.0,5490.0,0.0,0.0,1.0,1.0,True
277,0.0024463366013538004,0.0008520102282644007,0.0033727423244435013,7.43954948253002e-05,0.0873904856204985,0.0,0.0873904856204985,0.0,0.0,60.0,70.0,10.0,0.0,60.0,70.0,10.0,0.0,0.0,0.0,0.0,False
278,0.0009422147658595115,0.0134737928938784,0.009547037782922402,-0.00486896987681551,0.001109937278397588,0.0,0.001109937278397588,0.0,0.0,620.0,580.0,-40.0,0.0,620.0,580.0,-40.0,0.0,0.0,0.0,0.0,False
279,0.0007744474661145005,0.00032687990489600055,0.0009603112387516002,-0.00014101613225890076,0.03922641180174538,0.0,0.03922641180174538,0.0,0.0,20.0,30.0,10.0,0.0,20.0,30.0,10.0,0.0,0.0,0.0,0.0,False
280,0.007802965223135616,0.01835050449863812,0.04340811689772128,0.017254647175947546,0.015951000524553227,0.0,0.015951000524553227,0.0,0.0,1290.0,,,0.0,1290.0,3010.0,1720.0,0.0,0.0,1.0,1.0,True
281,0.003552100128292296,0.015421885932900309,0.025288916757822216,0.0063149306966296115,0.006850223678404599,0.0,0.006850223678404599,0.0,0.0,640.0,620.0,-20.0,0.0,640.0,620.0,-20.0,0.0,0.0,0.0,0.0,False
282,0.0008003750481999986,0.0010992939252537984,0.0025881723780230986,0.0006885034045693017,0.015987929728181194,0.0,0.015987929728181194,0.0,0.0,40.0,60.0,20.0,0.0,40.0,60.0,20.0,0.0,0.0,0.0,0.0,False
283,0.007895572941953505,0.025851428968850204,0.1665014165250799,0.1327544146142762,0.020382209403670137,0.0,0.020382209403670137,0.0,0.0,800.0,,,0.0,800.0,3950.0,3150.0,0.0,0.0,1.0,1.0,True
284,0.017556655314297384,0.008106930037485693,0.04202964020796189,0.016366054856178813,0.10330728043327875,0.0,0.10330728043327875,0.0,0.0,660.0,510.0,-150.0,0.0,660.0,510.0,-150.0,0.0,0.0,0.0,0.0,False
285,0.0030267692349773,0.0052757070763036,0.009896202337821,0.0015937260265401001,0.034968335160449115,0.0,0.034968335160449115,0.0,0.0,240.0,290.0,50.0,0.0,240.0,290.0,50.0,0.0,0.0,0.0,0.0,False
286,0.014569716484167133,0.04083289872184412,0.0652828061520224,0.009880190946011141,0.020086693915906007,0.0,0.020086693915906007,0.0,0.0,1380.0,1500.0,120.0,0.0,1380.0,1500.0,120.0,0.0,0.0,0.0,0.0,False
287,0.0,0.0031970959798995023,0.0031970959798995023,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,0.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,False
288,0.005250114125406491,0.02138376693919808,0.2111586343441157,0.18452475327951112,0.0011480032898824044,0.0,0.0011480032898824044,0.0,0.0,880.0,,,0.0,880.0,2490.0,1610.0,0.0,0.0,1.0,1.0,True
289,0.013664336073350158,0.010891264808749579,0.06203750551716308,0.037481904635063346,0.02772971481531028,0.0,0.02772971481531028,0.0,0.0,1200.0,,,0.0,1200.0,2090.0,890.0,0.0,0.0,1.0,1.0,True
290,0.015426975941270404,0.028701187733219405,0.2770708038812812,0.2329426402067914,0.07508145691973689,0.0,0.07508145691973689,0.0,0.0,600.0,,,0.0,600.0,4260.0,3660.0,0.0,0.0,1.0,1.0,True
291,0.0034944725324504017,0.005914837205097598,0.010673449617305694,0.0012641398797576947,0.012397831220239186,0.0,0.012397831220239186,0.0,0.0,240.0,290.0,50.0,0.0,240.0,290.0,50.0,0.0,0.0,0.0,0.0,False
292,0.0024574053160867984,0.005309109307595601,0.007682431385611997,-8.408323807040236e-05,0.029572992487109095,0.0,0.029572992487109095,0.0,0.0,260.0,260.0,0.0,0.0,260.0,260.0,0.0,0.0,0.0,0.0,0.0,False
293,0.0045948489038843965,0.0021558580450880965,0.008432437866405094,0.0016817309174326014,0.06545586962537997,0.0,0.06545586962537997,0.0,0.0,220.0,310.0,90.0,0.0,220.0,310.0,90.0,0.0,0.0,0.0,0.0,False
294,0.0076123148570567956,0.011454209885233102,0.017657556731741603,-0.001408968010548295,0.04461395385199263,1.1102230246251565e-16,0.04461395385199274,0.0,0.0,450.0,500.0,50.0,0.0,450.0,500.0,50.0,0.0,0.0,0.0,0.0,False
295,0.011572784356016108,0.05278584760085442,0.12854214580416773,0.0641835138472972,0.010213732623630345,0.0,0.010213732623630345,0.0,0.0,1270.0,,,0.0,1270.0,2530.0,1260.0,0.0,0.0,1.0,1.0,True
296,0.0017777414705114,0.005865131718932201,0.007632197444664902,-1.0675744778698704e-05,0.03218394401869129,0.0,0.03218394401869129,0.0,0.0,220.0,220.0,0.0,0.0,220.0,220.0,0.0,0.0,0.0,0.0,0.0,False
297,0.001228111755639208,0.020397483455374704,0.02083545960250381,-0.0007901356085101008,0.008633366670891096,0.0,0.008633366670891096,0.0,0.0,630.0,640.0,10.0,0.0,630.0,640.0,10.0,0.0,0.0,0.0,0.0,False
298,0.013862513287747125,0.029404158433727123,0.1947786925286012,0.15151202080712695,0.024752585890342127,0.0,0.024752585890342127,0.0,0.0,1610.0,,,0.0,1610.0,2110.0,500.0,0.0,0.0,1.0,1.0,True
299,0.01334093137419931,0.017578804210443902,0.030325249372678303,-0.0005944862119649091,0.04866295372391494,0.0,0.04866295372391494,0.0,0.0,390.0,480.0,90.0,0.0,390.0,480.0,90.0,0.0,0.0,0.0,0.0,False
300,0.0037718815975995995,0.011967462721340902,0.06526830158121019,0.04952895726226969,0.026305060943821956,0.0,0.026305060943821956,0.0,0.0,400.0,,,0.0,400.0,5350.0,4950.0,0.0,0.0,1.0,1.0,True
301,0.001684427984452199,1.976993322459937e-05,0.0017041979176771992,4.0072112295064244e-16,0.049875364175547,0.0,0.049875364175547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
302,0.002695642093179001,0.004530561589909502,0.0109654474594536,0.003739243776365097,0.018802480333786203,0.0,0.018802480333786203,0.0,0.0,240.0,370.0,130.0,0.0,240.0,370.0,130.0,0.0,0.0,0.0,0.0,False
303,0.002969806810123897,0.0020794766038753007,0.005017860153770495,-3.142326022870234e-05,0.04399156993350806,0.0,0.04399156993350806,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,False
304,0.0072602465411052,0.011553694460639405,0.019645082673022105,0.0008311416712774994,0.027951782547437243,0.0,0.027951782547437243,0.0,0.0,600.0,680.0,80.0,0.0,600.0,680.0,80.0,0.0,0.0,0.0,0.0,False
305,0.004081174942527702,0.008996609969533303,0.0624507269717908,0.049372942059729794,0.02229513191546567,0.0,0.02229513191546567,0.0,0.0,320.0,,,0.0,320.0,4880.0,4560.0,0.0,0.0,1.0,1.0,True
306,0.003097729522916197,0.0036908501220513992,0.006883173976638797,9.459433167120085e-05,0.040609736608662406,0.0,0.040609736608662406,0.0,0.0,180.0,190.0,10.0,0.0,180.0,190.0,10.0,0.0,0.0,0.0,0.0,False
307,0.0043444811783834025,0.013753909605382697,0.07689659620345682,0.05879820541969072,0.01216063018385749,0.0,0.01216063018385749,0.0,0.0,1160.0,,,0.0,1160.0,3140.0,1980.0,0.0,0.0,1.0,1.0,True
308,0.0,0.001837501902613399,0.001837501902613399,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,0.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,False
309,0.003121801045811501,0.01756386698425169,0.06468018645621809,0.0439945184261549,0.012379768076548503,0.0,0.012379768076548503,0.0,0.0,1300.0,,,0.0,1300.0,3840.0,2540.0,0.0,0.0,1.0,1.0,True
310,0.0033668896027581052,0.0176095548178776,0.02279468151521849,0.0018182370945827864,0.0016087849906740725,-2.8688162956314045e-13,0.0016087849908983376,5.111466805374221e-13,0.0,650.0,750.0,100.0,0.0,650.0,750.0,100.0,0.0,0.0,0.0,0.0,False
311,0.01697000562957099,0.048025772885954526,0.0698997348386868,0.00490395632316129,0.0463494133564607,0.0,0.0463494133564607,0.0,0.0,1230.0,,,0.0,1230.0,2890.0,1660.0,0.0,0.0,1.0,1.0,True
312,0.01235514166361279,0.052062505566248196,0.06309188979040808,-0.0013257574394529015,0.04493734611763056,0.0,0.04493734611763056,0.0,0.0,1390.0,1480.0,90.0,0.0,1390.0,1480.0,90.0,0.0,0.0,0.0,0.0,False
313,0.0019386255708715994,0.0267074547458388,0.0312660581370835,0.0026199778203730983,0.006434059409381909,0.0,0.006434059409381909,0.0,0.0,660.0,610.0,-50.0,0.0,660.0,610.0,-50.0,0.0,0.0,0.0,0.0,False
314,0.003660875238291894,0.0032164189803880958,0.0585178468339384,0.05164055261525841,0.029798307523859202,0.0,0.029798307523859202,0.0,0.0,140.0,,,0.0,140.0,5350.0,5210.0,0.0,0.0,1.0,1.0,True
315,0.0016538065858481,0.003127236410723301,0.006645675893071502,0.0018646328965001013,0.014485038876458078,0.0,0.014485038876458078,0.0,0.0,170.0,210.0,40.0,0.0,170.0,210.0,40.0,0.0,0.0,0.0,0.0,False
316,0.004061736323444101,0.018362759907788392,0.009501996335214702,-0.012922499896017792,0.023417175150988956,0.0,0.023417175150988956,0.0,0.0,480.0,430.0,-50.0,0.0,480.0,430.0,-50.0,0.0,0.0,0.0,0.0,False
317,0.011172165929495409,0.021602237834285304,0.085768965060295,0.05299456129651428,0.04839214738421593,0.0,0.04839214738421593,0.0,0.0,770.0,,,0.0,770.0,3890.0,3120.0,0.0,0.0,1.0,1.0,True
318,0.011056361123625402,0.011975879841587211,0.19489771861222419,0.17186547764701157,0.06484481501477518,0.0,0.06484481501477518,0.0,0.0,450.0,,,0.0,450.0,4460.0,4010.0,0.0,0.0,1.0,1.0,True
319,0.003775439450097798,0.009415747979690296,0.0128361976204786,-0.0003549898093094944,0.026376689705245093,0.0,0.026376689705245093,0.0,0.0,390.0,390.0,0.0,0.0,390.0,390.0,0.0,0.0,0.0,0.0,0.0,False
320,0.007939202594432787,0.0281412962174325,0.1457650678692357,0.10968456905737042,0.018921129329307784,0.0,0.018921129329307784,0.0,0.0,1170.0,,,0.0,1170.0,2700.0,1530.0,0.0,0.0,1.0,1.0,True
321,0.007095462895529495,0.017586399739570102,0.0267739906837023,0.002092128048602704,0.09037379901520753,0.0,0.09037379901520753,0.0,0.0,510.0,550.0,40.0,0.0,510.0,550.0,40.0,0.0,0.0,0.0,0.0,False
322,0.0143185623031373,0.023561735019810015,0.04435948430758241,0.006479186984635094,0.09064823733390748,0.0,0.09064823733390748,0.0,0.0,890.0,880.0,-10.0,0.0,890.0,880.0,-10.0,0.0,0.0,0.0,0.0,False
323,0.0105416262423772,0.10038286803723179,0.3482723716667507,0.2373478773871417,0.011671315765199974,0.0,0.011671315765199974,0.0,0.0,,,,0.0,1470.0,1470.0,0.0,0.0,1.0,1.0,0.0,True
324,0.007565568838202363,0.025255660153352788,0.10596840764090015,0.073147178649345,0.0011145595907192662,0.0,0.0011145595907192662,0.0,0.0,,,,0.0,1200.0,1200.0,0.0,0.0,1.0,1.0,0.0,True
325,0.010896314448585603,0.022274081588947003,0.05380338115607709,0.020632985118544486,0.09082677669908434,0.0,0.09082677669908434,0.0,0.0,470.0,,,0.0,470.0,4800.0,4330.0,0.0,0.0,1.0,1.0,True
326,0.00039189513946680243,0.006493171843980003,0.0067617547429841,-0.00012331224046270572,0.007791814269105635,0.0,0.007791814269105635,0.0,0.0,260.0,260.0,0.0,0.0,260.0,260.0,0.0,0.0,0.0,0.0,0.0,False
327,0.0027968276279007054,0.0003200344354472029,0.0032973624225150003,0.000180500359167092,0.05285264936925432,0.0,0.05285264936925432,0.0,0.0,80.0,80.0,0.0,0.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,False
328,0.008311595410890701,0.02199825067558539,0.2811036738540438,0.25079382776756765,0.05812742455550013,0.0,0.05812742455550013,0.0,0.0,850.0,,,0.0,850.0,4230.0,3380.0,0.0,0.0,1.0,1.0,True
329,0.0071748157696926995,0.0159322851441394,0.020758726122782095,-0.0023483747910500036,0.07539519128350669,0.0,0.07539519128350669,0.0,0.0,580.0,610.0,30.0,0.0,580.0,610.0,30.0,0.0,0.0,0.0,0.0,False
330,0.012435081508452794,0.0827924622649856,0.08604950526554811,-0.009178038507890285,0.018110219563566843,0.0,0.018110219563566843,0.0,0.0,1680.0,1610.0,-70.0,0.0,1680.0,1610.0,-70.0,0.0,0.0,0.0,0.0,False
331,0.012604409333976496,0.03685124725103439,0.2051143204618886,0.1556586638768777,0.055522394284795995,0.0,0.055522394284795995,0.0,0.0,910.0,,,0.0,910.0,3950.0,3040.0,0.0,0.0,1.0,1.0,True
332,0.007094618553204701,0.029807410340806306,0.0416633591150051,0.004761330220994092,0.02168076372127492,0.0,0.02168076372127492,0.0,0.0,760.0,710.0,-50.0,0.0,760.0,710.0,-50.0,0.0,0.0,0.0,0.0,False
333,0.00624140945581253,0.04912363864440461,0.05138834695522859,-0.003976701144988548,0.006746737673027692,0.0,0.006746737673027692,0.0,0.0,1100.0,860.0,-240.0,0.0,1100.0,860.0,-240.0,0.0,0.0,0.0,0.0,False
334,0.0050255290559418075,0.01740307770063171,0.019249616477027803,-0.0031789902795457126,0.03953130899434981,0.0,0.03953130899434981,0.0,0.0,550.0,520.0,-30.0,0.0,550.0,520.0,-30.0,0.0,0.0,0.0,0.0,False
335,0.0034881829502795003,0.005323709607396199,0.010297923843165593,0.0014860312854898944,0.009556088225394554,0.0,0.009556088225394554,0.0,0.0,190.0,220.0,30.0,0.0,190.0,220.0,30.0,0.0,0.0,0.0,0.0,False
336,0.013118692122348605,0.026875549198158807,0.2775183445109654,0.23752410319045797,0.06114384771332482,0.0,0.06114384771332482,0.0,0.0,560.0,,,0.0,560.0,4600.0,4040.0,0.0,0.0,1.0,1.0,True
337,0.008951128585043808,0.010463766003671202,0.06185095903944941,0.042436064450734404,0.05719604482918794,0.0,0.05719604482918794,0.0,0.0,430.0,,,0.0,430.0,4660.0,4230.0,0.0,0.0,1.0,1.0,True
338,0.01126620366656439,0.017958881238501784,0.2852065697997119,0.25598148489464567,0.05373911984898849,0.0,0.05373911984898849,0.0,0.0,850.0,,,0.0,850.0,3820.0,2970.0,0.0,0.0,1.0,1.0,True
339,0.006239859222542304,0.025116489785048296,0.10709540504266862,0.07573905603507802,0.021161096014329805,0.0,0.021161096014329805,0.0,0.0,1000.0,,,0.0,1000.0,3760.0,2760.0,0.0,0.0,1.0,1.0,True
340,0.005941053758118708,0.0162563409110158,0.09338308059472339,0.07118568592558888,0.0076218614365271,0.0,0.0076218614365271,0.0,0.0,790.0,,,0.0,790.0,3350.0,2560.0,0.0,0.0,1.0,1.0,True
341,0.0070382047072996,0.010268483657552105,0.07285931222997111,0.0555526238651194,0.16275848217142197,0.0,0.16275848217142197,0.0,0.0,320.0,,,0.0,320.0,5090.0,4770.0,0.0,0.0,1.0,1.0,True
342,0.007045508797488914,0.020612404733746897,0.1794897669362725,0.1518318534050367,0.01950360834719367,0.0,0.01950360834719367,0.0,0.0,790.0,,,0.0,790.0,3820.0,3030.0,0.0,0.0,1.0,1.0,True
343,0.006822762604403995,0.0161801028501119,0.028440117130693998,0.005437251676178104,0.0506709943131326,0.0,0.0506709943131326,0.0,0.0,620.0,510.0,-110.0,0.0,620.0,510.0,-110.0,0.0,0.0,0.0,0.0,False
344,0.008633549801766921,0.034317139323643,0.0841574738040515,0.041206784678641584,0.02205324602334091,0.0,0.02205324602334091,0.0,0.0,1060.0,660.0,-400.0,0.0,1060.0,660.0,-400.0,0.0,0.0,0.0,0.0,False
345,0.003987065595150899,0.005732348073553606,0.008578036230668398,-0.0011413774380361064,0.023714659686839612,0.0,0.023714659686839612,0.0,0.0,400.0,440.0,40.0,0.0,400.0,440.0,40.0,0.0,0.0,0.0,0.0,False
346,0.0,0.000622387177480796,0.000622387177480796,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,False
347,0.002049416040463402,0.001059739238701101,0.0031284944051629023,1.9339125998399376e-05,0.10119747827546871,0.0,0.10119747827546871,0.0,0.0,50.0,60.0,10.0,0.0,50.0,60.0,10.0,0.0,0.0,0.0,0.0,False
348,0.005500135921144594,0.0470874094657521,0.0814314860766858,0.0288439406897891,0.011585795335867566,0.0,0.011585795335867566,0.0,0.0,1060.0,,,0.0,1060.0,3300.0,2240.0,0.0,0.0,1.0,1.0,True
349,0.0075490794086955915,0.035882579163658196,0.04427467456842049,0.0008430159960667039,0.03270488641126368,0.0,0.03270488641126368,0.0,0.0,1110.0,1190.0,80.0,0.0,1110.0,1190.0,80.0,0.0,0.0,0.0,0.0,False
350,0.012076473163136703,0.030702632480546388,0.10511466091526389,0.0623355552715808,0.03368247795418,0.0,0.03368247795418,0.0,0.0,1420.0,,,0.0,1420.0,3000.0,1580.0,0.0,0.0,1.0,1.0,True
351,0.0026888890333077037,0.002130054304669199,0.0058972577542455995,0.001078314416268697,0.02755073025193666,0.0,0.02755073025193666,0.0,0.0,120.0,140.0,20.0,0.0,120.0,140.0,20.0,0.0,0.0,0.0,0.0,False
352,0.0013110974552690002,0.0034831295102741994,0.006663666898794204,0.0018694399332510048,0.023524284580709265,0.0,0.023524284580709265,0.0,0.0,160.0,180.0,20.0,0.0,160.0,180.0,20.0,0.0,0.0,0.0,0.0,False
353,0.007607585650327708,0.018585873978001988,0.11351028364324578,0.08731682401491608,0.026856790328213753,0.0,0.026856790328213753,0.0,0.0,770.0,,,0.0,770.0,3280.0,2510.0,0.0,0.0,1.0,1.0,True
354,0.003665368998886004,0.002471822228737,0.008056420441599904,0.0019192292139769002,0.0293238493973762,0.0,0.0293238493973762,0.0,0.0,120.0,170.0,50.0,0.0,120.0,170.0,50.0,0.0,0.0,0.0,0.0,False
355,0.010061306174452722,0.04733183029433341,0.0558217890236046,-0.0015713474451815312,0.026391844670905495,-1.1102230246251565e-16,0.026391844670905495,1.1102230246251565e-16,0.0,1060.0,1070.0,10.0,0.0,1060.0,1070.0,10.0,0.0,0.0,0.0,0.0,False
356,0.006694989411566307,0.010294434654015902,0.19726069923473,0.18027127516914776,0.04511294293316709,0.0,0.04511294293316709,0.0,0.0,440.0,,,0.0,440.0,4900.0,4460.0,0.0,0.0,1.0,1.0,True
357,0.011938357538710004,0.020166119092918308,0.1475503940672116,0.11544591743558329,0.07084471319891777,0.0,0.07084471319891777,0.0,0.0,800.0,,,0.0,800.0,3920.0,3120.0,0.0,0.0,1.0,1.0,True
358,0.010102325136860102,0.044347574009082597,0.0332987602690164,-0.021151138876926295,0.019711734226133704,0.0,0.019711734226133704,0.0,0.0,1100.0,1100.0,0.0,0.0,1100.0,1100.0,0.0,0.0,0.0,0.0,0.0,False
359,0.014672908028827286,0.04191561643890421,0.18801776440221132,0.13142923993447983,0.04755035788724171,0.0,0.04755035788724171,0.0,0.0,1440.0,,,0.0,1440.0,3190.0,1750.0,0.0,0.0,1.0,1.0,True
360,0.005577494515147899,0.007296890496720193,0.012212456977767197,-0.0006619280341008948,0.03640413179413676,0.0,0.03640413179413676,0.0,0.0,230.0,270.0,40.0,0.0,230.0,270.0,40.0,0.0,0.0,0.0,0.0,False
361,0.0062630938913569995,0.013057405073886696,0.0237686163728561,0.004448117407612404,0.04622519032970973,0.0,0.04622519032970973,0.0,0.0,460.0,500.0,40.0,0.0,460.0,500.0,40.0,0.0,0.0,0.0,0.0,False
362,0.009299533709117208,0.06607976105012181,0.1690246903625599,0.09364539560332089,0.01351934037859992,0.0,0.01351934037859992,0.0,0.0,1780.0,,,0.0,1780.0,2740.0,960.0,0.0,0.0,1.0,1.0,True
363,0.004061176152104495,0.005674817214770589,0.012032632195244697,0.0022966388283696126,0.00862760633419013,0.0,0.00862760633419013,0.0,0.0,240.0,290.0,50.0,0.0,240.0,290.0,50.0,0.0,0.0,0.0,0.0,False
364,0.004101962747727506,0.015182838648301805,0.0211136066494967,0.0018288052534673888,0.03504920525823019,0.0,0.03504920525823019,0.0,0.0,470.0,490.0,20.0,0.0,470.0,490.0,20.0,0.0,0.0,0.0,0.0,False
365,0.004431412913052407,0.025062428223978805,0.02992142332930181,0.000427582192270598,0.013866091550445936,0.0,0.013866091550445936,0.0,0.0,1050.0,1120.0,70.0,0.0,1050.0,1120.0,70.0,0.0,0.0,0.0,0.0,False
366,0.0038578286349328916,0.028685458326599106,0.164804017197522,0.13226073023599,0.002908989142328733,0.0,0.002908989142328733,0.0,0.0,800.0,,,0.0,800.0,3710.0,2910.0,0.0,0.0,1.0,1.0,True
367,0.011417582976192109,0.0618335619800075,0.1895241450914945,0.1162730001352949,0.035592531867868704,0.0,0.035592531867868704,0.0,0.0,1180.0,,,0.0,1180.0,3330.0,2150.0,0.0,0.0,1.0,1.0,True
368,0.0030765775341278917,0.006861593777120797,0.08508686733472659,0.0751486960234779,4.774859238465545e-05,0.0,4.774859238465545e-05,0.0,0.0,310.0,,,0.0,310.0,4670.0,4360.0,0.0,0.0,1.0,1.0,True
369,0.010429855837799207,0.022303697442871,0.1322028394221225,0.09946928614145228,0.014953201746191525,0.0,0.014953201746191525,0.0,0.0,1180.0,,,0.0,1180.0,3130.0,1950.0,0.0,0.0,1.0,1.0,True
370,0.011969205460248322,0.014913240893803803,0.08657073169362589,0.059688285339573766,0.03376866226865005,0.0,0.03376866226865005,0.0,0.0,1140.0,,,0.0,1140.0,2620.0,1480.0,0.0,0.0,1.0,1.0,True
